[1105573] ['1/8', '3/5', '4/3', '6/5', '9/8'] -> (9/8 / (((1/8 * 3/5) / 4/3) / 6/5))
[1122952] ['1/8', '4/3', '5/7', '5/8', '7/2'] -> ((((5/7 / 1/8) / 4/3) / 5/8) * 7/2)
[1122957] ['1/8', '4/3', '5/7', '5/8', '7/8'] -> ((1/8 / ((5/7 + 5/8) - 4/3)) / 7/8)
[1122960] ['1/8', '4/3', '5/7', '5/8', '8/5'] -> (8/5 / ((1/8 / (5/7 - 5/8)) - 4/3))
[1122973] ['1/8', '4/3', '5/7', '5/9', '7/4'] -> ((((4/3 * 5/7) / 1/8) / 5/9) * 7/4)
[1123000] ['1/8', '4/3', '5/7', '6/5', '9/2'] -> ((((4/3 / 5/7) - 6/5) / 1/8) * 9/2)
[1123022] ['1/8', '4/3', '5/7', '7/2', '7/2'] -> (7/2 / (1/8 * ((5/7 * 7/2) - 4/3)))
[1123029] ['1/8', '4/3', '5/7', '7/2', '8/3'] -> ((((4/3 * 5/7) * 7/2) / 1/8) - 8/3)
[1123030] ['1/8', '4/3', '5/7', '7/2', '8/5'] -> ((((5/7 * 7/2) / 1/8) / 4/3) * 8/5)
[1123033] ['1/8', '4/3', '5/7', '7/2', '9/2'] -> (((5/7 / 1/8) - (4/3 / 7/2)) * 9/2)
[1123038] ['1/8', '4/3', '5/7', '7/3', '7/3'] -> (((5/7 + (4/3 / 7/3)) / 1/8) * 7/3)
[1123041] ['1/8', '4/3', '5/7', '7/3', '7/6'] -> (((4/3 + (7/3 / 1/8)) / 5/7) / 7/6)
[1123044] ['1/8', '4/3', '5/7', '7/3', '8/3'] -> (((4/3 / 1/8) - (5/7 * 7/3)) * 8/3)
[1123053] ['1/8', '4/3', '5/7', '7/4', '7/4'] -> (((5/7 / (7/4 - 4/3)) / 1/8) * 7/4)
[1123064] ['1/8', '4/3', '5/7', '7/4', '9/5'] -> ((((4/3 * 5/7) * 7/4) / 1/8) * 9/5)
[1123067] ['1/8', '4/3', '5/7', '7/5', '7/5'] -> (7/5 / (1/8 * ((4/3 / 5/7) - 7/5)))
[1123077] ['1/8', '4/3', '5/7', '7/5', '9/5'] -> (((5/7 + (4/3 / 7/5)) / 1/8) * 9/5)
[1123078] ['1/8', '4/3', '5/7', '7/5', '9/7'] -> (9/7 / (1/8 / (4/3 + (5/7 * 7/5))))
[1123080] ['1/8', '4/3', '5/7', '7/6', '7/6'] -> ((((4/3 + 7/6) / 1/8) / 5/7) / 7/6)
[1123085] ['1/8', '4/3', '5/7', '7/6', '8/7'] -> (8/7 / (7/6 - (4/3 * (1/8 + 5/7))))
[1123087] ['1/8', '4/3', '5/7', '7/6', '9/2'] -> ((((5/7 * 7/6) / 1/8) - 4/3) * 9/2)
[1123090] ['1/8', '4/3', '5/7', '7/6', '9/7'] -> (9/7 / (1/8 * ((4/3 / 7/6) - 5/7)))
[1123095] ['1/8', '4/3', '5/7', '7/8', '8/5'] -> (8/5 / (((1/8 + 7/8) / 5/7) - 4/3))
[1123115] ['1/8', '4/3', '5/7', '8/3', '8/7'] -> (((4/3 + 8/3) / (1/8 / 5/7)) + 8/7)
[1123127] ['1/8', '4/3', '5/7', '8/5', '9/5'] -> ((((4/3 / 1/8) / 5/7) - 8/5) * 9/5)
[1123131] ['1/8', '4/3', '5/7', '8/7', '8/9'] -> (((4/3 / (8/7 - 5/7)) / 1/8) - 8/9)
[1123134] ['1/8', '4/3', '5/7', '8/7', '9/5'] -> ((((4/3 / 1/8) - 8/7) / 5/7) * 9/5)
[1123137] ['1/8', '4/3', '5/7', '8/9', '8/9'] -> ((((4/3 + 8/9) / 1/8) / 5/7) - 8/9)
[1123155] ['1/8', '4/3', '5/7', '9/7', '9/7'] -> (9/7 / ((1/8 * (9/7 - 5/7)) / 4/3))
[1123156] ['1/8', '4/3', '5/7', '9/7', '9/8'] -> (9/8 / ((1/8 / (5/7 + 9/7)) / 4/3))
[1123158] ['1/8', '4/3', '5/8', '5/8', '5/8'] -> ((5/8 / ((4/3 * 5/8) - 5/8)) / 1/8)
[1123159] ['1/8', '4/3', '5/8', '5/8', '5/9'] -> (((4/3 * (5/8 + 5/8)) / 1/8) / 5/9)
[1123164] ['1/8', '4/3', '5/8', '5/8', '7/4'] -> (((5/8 + 5/8) / 1/8) / (7/4 - 4/3))
[1123166] ['1/8', '4/3', '5/8', '5/8', '7/6'] -> ((5/8 / 5/8) / ((4/3 - 1/8) - 7/6))
[1123168] ['1/8', '4/3', '5/8', '5/8', '7/9'] -> (((4/3 + (5/8 / 5/8)) / 1/8) / 7/9)
[1123175] ['1/8', '4/3', '5/8', '5/8', '9/5'] -> (((4/3 * (5/8 + 5/8)) / 1/8) * 9/5)
[1123176] ['1/8', '4/3', '5/8', '5/8', '9/7'] -> (((4/3 + (5/8 / 5/8)) / 1/8) * 9/7)
[1123181] ['1/8', '4/3', '5/8', '5/9', '7/2'] -> (7/2 / (((1/8 + 5/8) - 5/9) / 4/3))
[1123182] ['1/8', '4/3', '5/8', '5/9', '7/3'] -> (7/3 / (((1/8 * 4/3) + 5/9) - 5/8))
[1123186] ['1/8', '4/3', '5/8', '5/9', '7/8'] -> (((1/8 + 4/3) / (5/8 - 5/9)) / 7/8)
[1123188] ['1/8', '4/3', '5/8', '5/9', '8/3'] -> (8/3 / ((4/3 * (5/8 - 1/8)) - 5/9))
[1123190] ['1/8', '4/3', '5/8', '5/9', '8/7'] -> (((1/8 + 4/3) / (5/8 - 5/9)) * 8/7)
[1123192] ['1/8', '4/3', '5/8', '5/9', '9/2'] -> ((((5/9 / 1/8) / 4/3) / 5/8) * 9/2)
[1123201] ['1/8', '4/3', '5/8', '6/5', '7/4'] -> (7/4 / (1/8 * (4/3 - (5/8 * 6/5))))
[1123206] ['1/8', '4/3', '5/8', '6/5', '8/3'] -> ((((4/3 / 5/8) + 6/5) / 1/8) - 8/3)
[1123235] ['1/8', '4/3', '5/8', '7/2', '7/5'] -> ((((7/2 / 1/8) / 4/3) / 5/8) / 7/5)
[1123242] ['1/8', '4/3', '5/8', '7/2', '8/9'] -> ((4/3 / ((5/8 / 7/2) - 1/8)) - 8/9)
[1123247] ['1/8', '4/3', '5/8', '7/2', '9/8'] -> (9/8 / (1/8 / (7/2 - (4/3 * 5/8))))
[1123268] ['1/8', '4/3', '5/8', '7/4', '8/3'] -> ((4/3 * ((5/8 / 1/8) + 7/4)) * 8/3)
[1123279] ['1/8', '4/3', '5/8', '7/5', '7/8'] -> (7/8 / (5/8 * ((1/8 + 4/3) - 7/5)))
[1123287] ['1/8', '4/3', '5/8', '7/5', '9/5'] -> (((4/3 / 5/8) + (7/5 / 1/8)) * 9/5)
[1123297] ['1/8', '4/3', '5/8', '7/6', '9/2'] -> (9/2 / (1/8 * (5/8 + (7/6 / 4/3))))
[1123302] ['1/8', '4/3', '5/8', '7/8', '7/8'] -> (7/8 / (((1/8 + 4/3) * 5/8) - 7/8))
[1123304] ['1/8', '4/3', '5/8', '7/8', '8/3'] -> ((((5/8 + 7/8) / 1/8) / 4/3) * 8/3)
[1123317] ['1/8', '4/3', '5/8', '7/9', '8/9'] -> (8/9 / (4/3 * ((7/9 - 1/8) - 5/8)))
[1123325] ['1/8', '4/3', '5/8', '8/3', '8/7'] -> (((5/8 + (8/3 / 4/3)) / 1/8) * 8/7)
[1123326] ['1/8', '4/3', '5/8', '8/3', '8/9'] -> ((((4/3 + 8/3) - 5/8) / 1/8) * 8/9)
[1123338] ['1/8', '4/3', '5/8', '8/5', '9/7'] -> (9/7 / (1/8 / (4/3 + (5/8 * 8/5))))
[1123343] ['1/8', '4/3', '5/8', '8/7', '9/4'] -> (((5/8 / (4/3 - 8/7)) / 1/8) - 9/4)
[1123354] ['1/8', '4/3', '5/8', '9/2', '9/4'] -> (9/4 / ((1/8 * 9/2) - (5/8 / 4/3)))
[1123355] ['1/8', '4/3', '5/8', '9/2', '9/5'] -> ((((9/2 / 1/8) / 4/3) / 5/8) / 9/5)
[1123357] ['1/8', '4/3', '5/8', '9/2', '9/8'] -> (9/8 / ((5/8 - (1/8 * 9/2)) / 4/3))
[1123358] ['1/8', '4/3', '5/8', '9/4', '9/4'] -> ((((5/8 / 4/3) + 9/4) / 1/8) + 9/4)
[1123367] ['1/8', '4/3', '5/8', '9/8', '9/8'] -> (9/8 / ((1/8 * (9/8 - 5/8)) / 4/3))
[1123372] ['1/8', '4/3', '5/9', '5/9', '7/3'] -> (7/3 / (((4/3 - 1/8) - 5/9) - 5/9))
[1123375] ['1/8', '4/3', '5/9', '5/9', '7/6'] -> ((5/9 / 5/9) / ((4/3 - 1/8) - 7/6))
[1123377] ['1/8', '4/3', '5/9', '5/9', '7/9'] -> (((4/3 + (5/9 / 5/9)) / 1/8) / 7/9)
[1123385] ['1/8', '4/3', '5/9', '5/9', '9/7'] -> (((4/3 + (5/9 / 5/9)) / 1/8) * 9/7)
[1123386] ['1/8', '4/3', '5/9', '5/9', '9/8'] -> (((5/9 / 1/8) + 5/9) / (4/3 - 9/8))
[1123387] ['1/8', '4/3', '5/9', '6/5', '6/5'] -> ((((4/3 / 5/9) + 6/5) / 1/8) / 6/5)
[1123396] ['1/8', '4/3', '5/9', '6/5', '8/3'] -> (8/3 / (((1/8 * 4/3) * 5/9) * 6/5))
[1123400] ['1/8', '4/3', '5/9', '6/5', '9/2'] -> (((4/3 - (5/9 * 6/5)) / 1/8) * 9/2)
[1123402] ['1/8', '4/3', '5/9', '6/5', '9/5'] -> (((5/9 + (4/3 / 6/5)) / 1/8) * 9/5)
[1123417] ['1/8', '4/3', '5/9', '6/7', '9/2'] -> ((((4/3 - 5/9) * 6/7) / 1/8) * 9/2)
[1123422] ['1/8', '4/3', '5/9', '7/2', '7/2'] -> (7/2 / (((1/8 + 5/9) / 4/3) / 7/2))
[1123423] ['1/8', '4/3', '5/9', '7/2', '7/3'] -> (7/3 / (((4/3 - 5/9) / 7/2) - 1/8))
[1123426] ['1/8', '4/3', '5/9', '7/2', '7/6'] -> (7/6 / ((1/8 * (4/3 + 7/2)) - 5/9))
[1123429] ['1/8', '4/3', '5/9', '7/2', '8/3'] -> ((7/2 / (5/9 - (1/8 * 4/3))) * 8/3)
[1123438] ['1/8', '4/3', '5/9', '7/3', '7/3'] -> (7/3 / (5/9 - (1/8 * (4/3 + 7/3))))
[1123440] ['1/8', '4/3', '5/9', '7/3', '7/5'] -> (7/5 / ((1/8 + 7/3) - (4/3 / 5/9)))
[1123443] ['1/8', '4/3', '5/9', '7/3', '7/9'] -> (7/9 / ((5/9 * (1/8 + 7/3)) - 4/3))
[1123445] ['1/8', '4/3', '5/9', '7/3', '8/5'] -> ((((4/3 / 1/8) - 7/3) / 5/9) * 8/5)
[1123447] ['1/8', '4/3', '5/9', '7/3', '8/9'] -> ((((4/3 + 7/3) - 5/9) / 1/8) - 8/9)
[1123449] ['1/8', '4/3', '5/9', '7/3', '9/4'] -> ((((7/3 - 5/9) / 1/8) / 4/3) * 9/4)
[1123451] ['1/8', '4/3', '5/9', '7/3', '9/7'] -> (9/7 / (((5/9 / 4/3) / 7/3) - 1/8))
[1123454] ['1/8', '4/3', '5/9', '7/4', '7/5'] -> ((((4/3 * 7/4) / 1/8) / 5/9) / 7/5)
[1123461] ['1/8', '4/3', '5/9', '7/4', '8/9'] -> (((5/9 + (4/3 * 7/4)) / 1/8) + 8/9)
[1123470] ['1/8', '4/3', '5/9', '7/5', '7/9'] -> (7/9 / (5/9 * ((1/8 + 4/3) - 7/5)))
[1123480] ['1/8', '4/3', '5/9', '7/6', '7/6'] -> (7/6 / (1/8 * ((5/9 + 7/6) - 4/3)))
[1123483] ['1/8', '4/3', '5/9', '7/6', '8/3'] -> (((5/9 / (4/3 - 7/6)) / 1/8) - 8/3)
[1123487] ['1/8', '4/3', '5/9', '7/6', '9/2'] -> ((((4/3 - 5/9) / 1/8) / 7/6) * 9/2)
[1123488] ['1/8', '4/3', '5/9', '7/6', '9/4'] -> (9/4 / (1/8 * (7/6 - (5/9 / 4/3))))
[1123489] ['1/8', '4/3', '5/9', '7/6', '9/5'] -> ((5/9 / ((4/3 - 1/8) - 7/6)) * 9/5)
[1123493] ['1/8', '4/3', '5/9', '7/8', '7/9'] -> (7/9 / ((4/3 * (1/8 + 5/9)) - 7/8))
[1123494] ['1/8', '4/3', '5/9', '7/8', '8/3'] -> (((7/8 / (4/3 - 5/9)) / 1/8) * 8/3)
[1123495] ['1/8', '4/3', '5/9', '7/8', '8/5'] -> (((4/3 + (7/8 / 1/8)) / 5/9) * 8/5)
[1123496] ['1/8', '4/3', '5/9', '7/8', '8/7'] -> (8/7 / (4/3 - (7/8 / (1/8 + 5/9))))
[1123503] ['1/8', '4/3', '5/9', '7/9', '7/9'] -> (7/9 / (((1/8 + 4/3) * 5/9) - 7/9))
[1123507] ['1/8', '4/3', '5/9', '7/9', '8/9'] -> (8/9 / ((1/8 * 4/3) * (7/9 - 5/9)))
[1123512] ['1/8', '4/3', '5/9', '7/9', '9/8'] -> (9/8 / (1/8 / ((4/3 + 5/9) + 7/9)))
[1123517] ['1/8', '4/3', '5/9', '8/3', '9/2'] -> ((((5/9 / 1/8) + 8/3) / 4/3) * 9/2)
[1123518] ['1/8', '4/3', '5/9', '8/3', '9/4'] -> (((5/9 / 4/3) + (8/3 / 1/8)) + 9/4)
[1123525] ['1/8', '4/3', '5/9', '8/5', '9/2'] -> ((((5/9 * 8/5) / 1/8) / 4/3) * 9/2)
[1123538] ['1/8', '4/3', '5/9', '8/9', '9/2'] -> ((((4/3 - 5/9) / 1/8) - 8/9) * 9/2)
[1123540] ['1/8', '4/3', '5/9', '8/9', '9/5'] -> ((((4/3 + 8/9) - 5/9) / 1/8) * 9/5)
[1123551] ['1/8', '4/3', '5/9', '9/4', '9/8'] -> (9/8 / (1/8 / ((5/9 / 4/3) + 9/4)))
[1123552] ['1/8', '4/3', '5/9', '9/5', '9/5'] -> (9/5 / (1/8 * ((4/3 / 5/9) - 9/5)))
[1123553] ['1/8', '4/3', '5/9', '9/5', '9/7'] -> (9/7 / (1/8 / (4/3 + (5/9 * 9/5))))
[1123557] ['1/8', '4/3', '5/9', '9/8', '9/8'] -> (9/8 / ((1/8 * (4/3 - 9/8)) / 5/9))
[1123564] ['1/8', '4/3', '6/5', '6/5', '7/6'] -> ((6/5 / 6/5) / ((4/3 - 1/8) - 7/6))
[1123566] ['1/8', '4/3', '6/5', '6/5', '7/9'] -> (((4/3 + (6/5 / 6/5)) / 1/8) / 7/9)
[1123570] ['1/8', '4/3', '6/5', '6/5', '8/9'] -> (((6/5 / 1/8) + 6/5) * (4/3 + 8/9))
[1123574] ['1/8', '4/3', '6/5', '6/5', '9/7'] -> (((4/3 + (6/5 / 6/5)) / 1/8) * 9/7)
[1123580] ['1/8', '4/3', '6/5', '6/7', '7/5'] -> (7/5 / ((1/8 + 4/3) - (6/5 / 6/7)))
[1123596] ['1/8', '4/3', '6/5', '7/2', '7/5'] -> (7/5 / ((1/8 * (4/3 - 6/5)) * 7/2))
[1123621] ['1/8', '4/3', '6/5', '7/3', '9/5'] -> (9/5 / (((4/3 + 6/5) - 1/8) - 7/3))
[1123630] ['1/8', '4/3', '6/5', '7/4', '8/5'] -> ((((4/3 * 6/5) * 7/4) / 1/8) + 8/5)
[1123639] ['1/8', '4/3', '6/5', '7/5', '7/6'] -> ((6/5 / ((1/8 + 4/3) - 7/5)) * 7/6)
[1123646] ['1/8', '4/3', '6/5', '7/5', '9/2'] -> ((((4/3 * 7/5) - 6/5) / 1/8) * 9/2)
[1123647] ['1/8', '4/3', '6/5', '7/5', '9/4'] -> ((4/3 + ((7/5 / 1/8) / 6/5)) * 9/4)
[1123660] ['1/8', '4/3', '6/5', '7/6', '9/5'] -> (9/5 / ((6/5 * (4/3 - 7/6)) - 1/8))
[1123665] ['1/8', '4/3', '6/5', '7/8', '8/3'] -> (8/3 / (((4/3 / 6/5) - 1/8) - 7/8))
[1123679] ['1/8', '4/3', '6/5', '7/9', '9/2'] -> (((4/3 - 7/9) / (1/8 / 6/5)) * 9/2)
[1123700] ['1/8', '4/3', '6/5', '8/5', '9/8'] -> (9/8 / (1/8 / (4/3 + (8/5 / 6/5))))
[1123701] ['1/8', '4/3', '6/5', '8/7', '8/7'] -> (8/7 / (1/8 * (4/3 - (8/7 / 6/5))))
[1123713] ['1/8', '4/3', '6/5', '8/9', '9/8'] -> (9/8 / ((1/8 / (4/3 + 8/9)) / 6/5))
[1123729] ['1/8', '4/3', '6/7', '6/7', '6/7'] -> ((6/7 / ((4/3 * 6/7) - 6/7)) / 1/8)
[1123734] ['1/8', '4/3', '6/7', '6/7', '7/6'] -> ((6/7 / 6/7) / ((4/3 - 1/8) - 7/6))
[1123736] ['1/8', '4/3', '6/7', '6/7', '7/9'] -> (((4/3 + (6/7 / 6/7)) / 1/8) / 7/9)
[1123737] ['1/8', '4/3', '6/7', '6/7', '8/3'] -> (((6/7 / 1/8) - 6/7) * (4/3 + 8/3))
[1123739] ['1/8', '4/3', '6/7', '6/7', '8/7'] -> ((8/7 / 1/8) / ((6/7 + 6/7) - 4/3))
[1123744] ['1/8', '4/3', '6/7', '6/7', '9/7'] -> (((4/3 + (6/7 / 6/7)) / 1/8) * 9/7)
[1123762] ['1/8', '4/3', '6/7', '7/3', '7/3'] -> (7/3 / (1/8 * (7/3 - (4/3 / 6/7))))
[1123768] ['1/8', '4/3', '6/7', '7/3', '8/3'] -> (((4/3 + (6/7 * 7/3)) / 1/8) - 8/3)
[1123770] ['1/8', '4/3', '6/7', '7/3', '8/7'] -> (((4/3 + 7/3) / (1/8 / 6/7)) - 8/7)
[1123771] ['1/8', '4/3', '6/7', '7/3', '8/9'] -> ((4/3 + ((7/3 / 1/8) / 6/7)) + 8/9)
[1123776] ['1/8', '4/3', '6/7', '7/3', '9/8'] -> (9/8 / (((1/8 / 4/3) / 6/7) / 7/3))
[1123779] ['1/8', '4/3', '6/7', '7/4', '7/6'] -> (7/6 / (7/4 - ((1/8 + 4/3) / 6/7)))
[1123782] ['1/8', '4/3', '6/7', '7/4', '8/3'] -> ((((6/7 * 7/4) / 1/8) / 4/3) * 8/3)
[1123783] ['1/8', '4/3', '6/7', '7/4', '8/5'] -> ((((7/4 / 1/8) / 6/7) - 4/3) * 8/5)
[1123785] ['1/8', '4/3', '6/7', '7/4', '8/9'] -> (((4/3 + (7/4 / 6/7)) / 1/8) * 8/9)
[1123787] ['1/8', '4/3', '6/7', '7/4', '9/4'] -> ((((6/7 * 7/4) / 1/8) - 4/3) * 9/4)
[1123788] ['1/8', '4/3', '6/7', '7/4', '9/5'] -> ((4/3 + ((6/7 * 7/4) / 1/8)) * 9/5)
[1123790] ['1/8', '4/3', '6/7', '7/4', '9/8'] -> (((4/3 + (7/4 / 6/7)) / 1/8) / 9/8)
[1123799] ['1/8', '4/3', '6/7', '7/5', '9/2'] -> ((((4/3 - 6/7) * 7/5) / 1/8) * 9/2)
[1123811] ['1/8', '4/3', '6/7', '7/6', '9/2'] -> (9/2 / (4/3 - ((1/8 + 6/7) * 7/6)))
[1123814] ['1/8', '4/3', '6/7', '7/6', '9/7'] -> (9/7 / (1/8 / (4/3 + (6/7 * 7/6))))
[1123828] ['1/8', '4/3', '6/7', '7/9', '8/3'] -> (8/3 / (((1/8 * 4/3) * 6/7) * 7/9))
[1123832] ['1/8', '4/3', '6/7', '7/9', '9/2'] -> (((4/3 - (6/7 * 7/9)) / 1/8) * 9/2)
[1123835] ['1/8', '4/3', '6/7', '7/9', '9/7'] -> (9/7 / (1/8 / ((4/3 / 6/7) + 7/9)))
[1123846] ['1/8', '4/3', '6/7', '8/5', '8/5'] -> (8/5 / (1/8 * ((8/5 / 6/7) - 4/3)))
[1123854] ['1/8', '4/3', '6/7', '8/7', '8/7'] -> (8/7 / ((1/8 * 4/3) * (8/7 - 6/7)))
[1123855] ['1/8', '4/3', '6/7', '8/7', '8/9'] -> ((((4/3 + 8/7) / 1/8) / 6/7) + 8/9)
[1123858] ['1/8', '4/3', '6/7', '8/7', '9/5'] -> ((4/3 * (6/7 + (8/7 / 1/8))) * 9/5)
[1123861] ['1/8', '4/3', '6/7', '8/9', '8/9'] -> (8/9 / (1/8 * (4/3 - (8/9 / 6/7))))
[1123862] ['1/8', '4/3', '6/7', '8/9', '9/2'] -> ((((4/3 / 6/7) - 8/9) / 1/8) * 9/2)
[1123864] ['1/8', '4/3', '6/7', '8/9', '9/5'] -> ((((4/3 / 1/8) / 6/7) + 8/9) * 9/5)
[1123870] ['1/8', '4/3', '6/7', '9/2', '9/7'] -> (((9/2 - (6/7 / 4/3)) / 1/8) / 9/7)
[1123874] ['1/8', '4/3', '6/7', '9/4', '9/7'] -> (((6/7 + (4/3 * 9/4)) / 1/8) / 9/7)
[1123882] ['1/8', '4/3', '7/2', '7/2', '7/2'] -> ((7/2 / ((4/3 * 7/2) - 7/2)) / 1/8)
[1123888] ['1/8', '4/3', '7/2', '7/2', '7/9'] -> (((4/3 + (7/2 / 7/2)) / 1/8) / 7/9)
[1123889] ['1/8', '4/3', '7/2', '7/2', '8/3'] -> (((7/2 / 1/8) - 7/2) - (4/3 / 8/3))
[1123896] ['1/8', '4/3', '7/2', '7/2', '9/7'] -> (((4/3 + (7/2 / 7/2)) / 1/8) * 9/7)
[1123899] ['1/8', '4/3', '7/2', '7/3', '7/4'] -> (((7/2 + (7/3 / 4/3)) / 1/8) / 7/4)
[1123902] ['1/8', '4/3', '7/2', '7/3', '7/8'] -> (7/8 / (1/8 * ((7/2 / 4/3) - 7/3)))
[1123904] ['1/8', '4/3', '7/2', '7/3', '8/3'] -> ((((7/2 / 1/8) / 4/3) / 7/3) * 8/3)
[1123908] ['1/8', '4/3', '7/2', '7/3', '9/2'] -> (((4/3 - (7/3 / 7/2)) / 1/8) * 9/2)
[1123910] ['1/8', '4/3', '7/2', '7/3', '9/5'] -> ((4/3 + ((7/2 / 1/8) / 7/3)) * 9/5)
[1123911] ['1/8', '4/3', '7/2', '7/3', '9/7'] -> (9/7 / (1/8 / ((4/3 * 7/2) - 7/3)))
[1123912] ['1/8', '4/3', '7/2', '7/3', '9/8'] -> (((4/3 + (7/2 / 1/8)) - 7/3) / 9/8)
[1123918] ['1/8', '4/3', '7/2', '7/4', '8/3'] -> (((4/3 + (7/2 / 7/4)) / 1/8) - 8/3)
[1123923] ['1/8', '4/3', '7/2', '7/4', '9/4'] -> (((7/2 * (4/3 + 7/4)) - 1/8) * 9/4)
[1123925] ['1/8', '4/3', '7/2', '7/4', '9/7'] -> (9/7 / ((1/8 / (7/2 - 7/4)) / 4/3))
[1123926] ['1/8', '4/3', '7/2', '7/4', '9/8'] -> (9/8 / (((1/8 * 7/4) / 4/3) / 7/2))
[1123931] ['1/8', '4/3', '7/2', '7/5', '8/3'] -> ((((4/3 * 7/2) / 1/8) / 7/5) - 8/3)
[1123941] ['1/8', '4/3', '7/2', '7/6', '7/8'] -> (((7/2 - (7/6 / 4/3)) / 1/8) / 7/8)
[1123943] ['1/8', '4/3', '7/2', '7/6', '8/3'] -> ((((7/2 + 7/6) - 4/3) / 1/8) - 8/3)
[1123946] ['1/8', '4/3', '7/2', '7/6', '8/9'] -> (((4/3 * (7/2 - 7/6)) / 1/8) - 8/9)
[1123961] ['1/8', '4/3', '7/2', '7/8', '9/7'] -> (9/7 / (1/8 / (7/2 - (4/3 * 7/8))))
[1123962] ['1/8', '4/3', '7/2', '7/8', '9/8'] -> (9/8 / (1/8 / ((7/2 / 7/8) - 4/3)))
[1123972] ['1/8', '4/3', '7/2', '7/9', '9/8'] -> ((((7/2 / 1/8) / 4/3) / 7/9) / 9/8)
[1123985] ['1/8', '4/3', '7/2', '8/5', '9/2'] -> (((7/2 - (1/8 * 4/3)) * 8/5) * 9/2)
[1123987] ['1/8', '4/3', '7/2', '8/5', '9/5'] -> ((((7/2 / 1/8) + 8/5) / 4/3) + 9/5)
[1123989] ['1/8', '4/3', '7/2', '8/5', '9/8'] -> (9/8 / (1/8 / (7/2 - (4/3 / 8/5))))
[1123990] ['1/8', '4/3', '7/2', '8/7', '8/7'] -> (((4/3 * (7/2 - 8/7)) / 1/8) - 8/7)
[1123992] ['1/8', '4/3', '7/2', '8/7', '9/2'] -> (((4/3 - 8/7) / (1/8 / 7/2)) * 9/2)
[1123995] ['1/8', '4/3', '7/2', '8/7', '9/7'] -> (9/7 / (1/8 / (7/2 - (4/3 / 8/7))))
[1123996] ['1/8', '4/3', '7/2', '8/7', '9/8'] -> (9/8 / (1/8 / ((7/2 * 8/7) - 4/3)))
[1124001] ['1/8', '4/3', '7/2', '8/9', '9/7'] -> (9/7 / (((1/8 * 4/3) / 7/2) / 8/9))
[1124005] ['1/8', '4/3', '7/2', '9/2', '9/5'] -> ((((4/3 + 9/2) / 1/8) / 7/2) * 9/5)
[1124006] ['1/8', '4/3', '7/2', '9/2', '9/7'] -> (9/7 / (1/8 / ((4/3 + 9/2) - 7/2)))
[1124008] ['1/8', '4/3', '7/2', '9/4', '9/4'] -> ((4/3 * (1/8 + (7/2 * 9/4))) * 9/4)
[1124011] ['1/8', '4/3', '7/2', '9/4', '9/8'] -> (9/8 / (1/8 * ((7/2 / 4/3) - 9/4)))
[1124016] ['1/8', '4/3', '7/2', '9/7', '9/8'] -> ((((7/2 * 9/7) / 1/8) / 4/3) / 9/8)
[1124018] ['1/8', '4/3', '7/3', '7/3', '7/3'] -> ((7/3 / ((4/3 * 7/3) - 7/3)) / 1/8)
[1124024] ['1/8', '4/3', '7/3', '7/3', '8/3'] -> ((((7/3 + 7/3) - 4/3) / 1/8) - 8/3)
[1124025] ['1/8', '4/3', '7/3', '7/3', '8/5'] -> ((((7/3 / 1/8) - 4/3) - 7/3) * 8/5)
[1124027] ['1/8', '4/3', '7/3', '7/3', '8/9'] -> ((((4/3 + 7/3) / 1/8) - 7/3) * 8/9)
[1124032] ['1/8', '4/3', '7/3', '7/3', '9/8'] -> ((((4/3 + 7/3) / 1/8) - 7/3) / 9/8)
[1124033] ['1/8', '4/3', '7/3', '7/4', '7/4'] -> ((7/4 / 1/8) / (4/3 - (7/4 / 7/3)))
[1124035] ['1/8', '4/3', '7/3', '7/4', '7/6'] -> ((((7/3 / 4/3) + 7/4) / 1/8) / 7/6)
[1124039] ['1/8', '4/3', '7/3', '7/4', '8/5'] -> (((7/3 + (7/4 / 1/8)) - 4/3) * 8/5)
[1124041] ['1/8', '4/3', '7/3', '7/4', '8/9'] -> ((7/3 + ((4/3 + 7/4) / 1/8)) * 8/9)
[1124045] ['1/8', '4/3', '7/3', '7/4', '9/7'] -> (9/7 / (((7/4 - 4/3) / 7/3) - 1/8))
[1124048] ['1/8', '4/3', '7/3', '7/5', '7/6'] -> (((4/3 + (7/3 / 1/8)) * 7/5) / 7/6)
[1124051] ['1/8', '4/3', '7/3', '7/5', '8/3'] -> (((4/3 / 1/8) - (7/3 / 7/5)) * 8/3)
[1124052] ['1/8', '4/3', '7/3', '7/5', '8/5'] -> ((((7/3 + 7/5) / 1/8) / 4/3) + 8/5)
[1124060] ['1/8', '4/3', '7/3', '7/6', '7/6'] -> (7/6 / ((1/8 * 7/3) * (4/3 - 7/6)))
[1124061] ['1/8', '4/3', '7/3', '7/6', '7/8'] -> ((((7/3 + 7/6) / 1/8) / 4/3) / 7/8)
[1124071] ['1/8', '4/3', '7/3', '7/6', '9/8'] -> (9/8 / (((1/8 * 7/6) / 4/3) / 7/3))
[1124072] ['1/8', '4/3', '7/3', '7/8', '7/8'] -> ((((7/3 / 4/3) + 7/8) / 1/8) / 7/8)
[1124073] ['1/8', '4/3', '7/3', '7/8', '7/9'] -> (((7/3 + (4/3 / 7/8)) / 1/8) * 7/9)
