[1147419] ['1/8', '5/8', '5/8', '7/4', '8/5'] -> (((5/8 / 5/8) + (7/4 / 1/8)) * 8/5)
[1167860] ['1/9', '2/3', '2/5', '4/3', '9/8'] -> ((((2/3 / 2/5) + 4/3) / 1/9) / 9/8)
[1167861] ['1/9', '2/3', '2/5', '4/5', '4/5'] -> (4/5 / (4/5 - ((1/9 + 2/5) / 2/3)))
[1167863] ['1/9', '2/3', '2/5', '4/5', '4/9'] -> ((4/9 / 1/9) / (2/3 - (2/5 / 4/5)))
[1167865] ['1/9', '2/3', '2/5', '4/5', '5/3'] -> (((2/5 + (4/5 / 2/3)) / 1/9) * 5/3)
[1167869] ['1/9', '2/3', '2/5', '4/5', '5/8'] -> (((2/3 / (4/5 - 2/5)) / 1/9) / 5/8)
[1167879] ['1/9', '2/3', '2/5', '4/5', '7/9'] -> ((2/3 + ((4/5 / 1/9) / 2/5)) / 7/9)
[1167881] ['1/9', '2/3', '2/5', '4/5', '8/5'] -> (((2/3 / (4/5 - 2/5)) / 1/9) * 8/5)
[1167884] ['1/9', '2/3', '2/5', '4/5', '9/2'] -> (((2/3 + (2/5 / 1/9)) / 4/5) * 9/2)
[1167886] ['1/9', '2/3', '2/5', '4/5', '9/5'] -> ((((2/3 / 2/5) + 4/5) / 1/9) + 9/5)
[1167887] ['1/9', '2/3', '2/5', '4/5', '9/7'] -> ((2/3 + ((4/5 / 1/9) / 2/5)) * 9/7)
[1167900] ['1/9', '2/3', '2/5', '4/7', '7/2'] -> ((((4/7 / 2/5) - 2/3) / 1/9) * 7/2)
[1167912] ['1/9', '2/3', '2/5', '4/7', '9/4'] -> ((((2/3 / 1/9) / 2/5) / 4/7) - 9/4)
[1167918] ['1/9', '2/3', '2/5', '4/9', '5/3'] -> ((((2/3 / 1/9) + 2/5) / 4/9) * 5/3)
[1167947] ['1/9', '2/3', '2/5', '5/2', '5/8'] -> (((2/3 + (2/5 * 5/2)) / 1/9) / 5/8)
[1167959] ['1/9', '2/3', '2/5', '5/2', '8/5'] -> (((2/3 + (2/5 * 5/2)) / 1/9) * 8/5)
[1167961] ['1/9', '2/3', '2/5', '5/2', '8/9'] -> (8/9 / (1/9 * ((2/5 * 5/2) - 2/3)))
[1167963] ['1/9', '2/3', '2/5', '5/2', '9/4'] -> (((2/3 + (2/5 / 1/9)) * 5/2) * 9/4)
[1167967] ['1/9', '2/3', '2/5', '5/3', '5/3'] -> (((5/3 / 1/9) - (2/5 / 2/3)) * 5/3)
[1167968] ['1/9', '2/3', '2/5', '5/3', '5/4'] -> ((((2/3 / 2/5) + 5/3) / 1/9) / 5/4)
[1167987] ['1/9', '2/3', '2/5', '5/3', '9/4'] -> ((((2/3 / 1/9) + 2/5) * 5/3) * 9/4)
[1168009] ['1/9', '2/3', '2/5', '5/4', '9/2'] -> (((2/3 + (2/5 / 1/9)) * 5/4) * 9/2)
[1168010] ['1/9', '2/3', '2/5', '5/4', '9/4'] -> ((((2/3 / 2/5) + 5/4) / 1/9) - 9/4)
[1168030] ['1/9', '2/3', '2/5', '5/6', '8/9'] -> (8/9 / (1/9 * (2/3 - (2/5 * 5/6))))
[1168031] ['1/9', '2/3', '2/5', '5/6', '9/2'] -> ((((2/3 / 1/9) + 2/5) * 5/6) * 9/2)
[1168041] ['1/9', '2/3', '2/5', '5/7', '7/2'] -> ((((2/3 + 2/5) * 5/7) / 1/9) * 7/2)
[1168046] ['1/9', '2/3', '2/5', '5/7', '7/8'] -> ((((2/3 / 1/9) / 2/5) / 5/7) / 7/8)
[1168050] ['1/9', '2/3', '2/5', '5/7', '8/7'] -> ((((2/3 / 1/9) / 2/5) / 5/7) * 8/7)
[1168061] ['1/9', '2/3', '2/5', '5/8', '7/2'] -> (7/2 / ((2/5 - (1/9 / 2/3)) * 5/8))
[1168064] ['1/9', '2/3', '2/5', '5/8', '7/5'] -> (7/5 / ((5/8 - (1/9 / 2/3)) - 2/5))
[1168068] ['1/9', '2/3', '2/5', '5/8', '8/3'] -> (((2/3 / (5/8 - 2/5)) / 1/9) - 8/3)
[1168078] ['1/9', '2/3', '2/5', '5/9', '6/5'] -> ((((2/3 / 2/5) + 5/9) / 1/9) * 6/5)
[1168080] ['1/9', '2/3', '2/5', '5/9', '7/2'] -> ((((2/3 + 5/9) / 1/9) / 2/5) - 7/2)
[1168089] ['1/9', '2/3', '2/5', '5/9', '8/7'] -> (8/7 / ((1/9 / (5/9 - 2/5)) - 2/3))
[1168091] ['1/9', '2/3', '2/5', '5/9', '9/2'] -> ((((2/3 + 2/5) * 5/9) / 1/9) * 9/2)
[1168095] ['1/9', '2/3', '2/5', '5/9', '9/8'] -> ((((2/3 / 1/9) / 2/5) / 5/9) / 9/8)
[1168099] ['1/9', '2/3', '2/5', '6/5', '7/3'] -> ((((6/5 / 1/9) / 2/5) - 2/3) - 7/3)
[1168100] ['1/9', '2/3', '2/5', '6/5', '7/4'] -> ((((2/3 + 6/5) / 1/9) / 2/5) / 7/4)
[1168103] ['1/9', '2/3', '2/5', '6/5', '7/8'] -> ((((6/5 / 2/5) - 2/3) / 1/9) / 7/8)
[1168106] ['1/9', '2/3', '2/5', '6/5', '8/5'] -> (8/5 / (1/9 * (6/5 - (2/5 / 2/3))))
[1168107] ['1/9', '2/3', '2/5', '6/5', '8/7'] -> ((((6/5 / 2/5) - 2/3) / 1/9) * 8/7)
[1168108] ['1/9', '2/3', '2/5', '6/5', '8/9'] -> (8/9 / (1/9 * (2/3 - (2/5 / 6/5))))
[1168109] ['1/9', '2/3', '2/5', '6/5', '9/2'] -> ((((2/3 / 1/9) + 2/5) / 6/5) * 9/2)
[1168118] ['1/9', '2/3', '2/5', '6/7', '7/5'] -> (7/5 / (2/5 / ((2/3 / 1/9) + 6/7)))
[1168134] ['1/9', '2/3', '2/5', '7/2', '7/5'] -> ((((2/3 + 2/5) * 7/2) / 1/9) / 7/5)
[1168172] ['1/9', '2/3', '2/5', '7/4', '9/4'] -> ((((2/3 * 7/4) / 1/9) / 2/5) - 9/4)
[1168178] ['1/9', '2/3', '2/5', '7/5', '7/8'] -> ((((2/3 * 7/5) / 1/9) / 2/5) / 7/8)
[1168182] ['1/9', '2/3', '2/5', '7/5', '8/7'] -> ((((2/3 * 7/5) / 1/9) / 2/5) * 8/7)
[1168183] ['1/9', '2/3', '2/5', '7/5', '8/9'] -> (8/9 / (1/9 * ((7/5 - 2/3) - 2/5)))
[1168184] ['1/9', '2/3', '2/5', '7/5', '9/2'] -> (((2/5 + (7/5 / 1/9)) / 2/3) + 9/2)
[1168186] ['1/9', '2/3', '2/5', '7/5', '9/5'] -> ((((2/3 + 2/5) + 7/5) / 1/9) + 9/5)
[1168211] ['1/9', '2/3', '2/5', '7/8', '9/8'] -> ((((2/3 / 2/5) + 7/8) / 1/9) + 9/8)
[1168217] ['1/9', '2/3', '2/5', '7/9', '9/2'] -> (((7/9 / 1/9) - (2/3 / 2/5)) * 9/2)
[1168231] ['1/9', '2/3', '2/5', '8/5', '8/5'] -> (((2/5 / 2/3) + (8/5 / 1/9)) * 8/5)
[1168233] ['1/9', '2/3', '2/5', '8/5', '8/9'] -> ((((2/5 + 8/5) / 1/9) / 2/3) * 8/9)
[1168238] ['1/9', '2/3', '2/5', '8/5', '9/8'] -> ((((2/5 + 8/5) / 1/9) / 2/3) / 9/8)
[1168244] ['1/9', '2/3', '2/5', '8/7', '9/7'] -> ((((2/3 / 2/5) + 8/7) / 1/9) - 9/7)
[1168249] ['1/9', '2/3', '2/5', '8/9', '9/5'] -> ((((2/3 * 8/9) / 1/9) / 2/5) * 9/5)
[1168252] ['1/9', '2/3', '2/5', '9/2', '9/2'] -> ((((2/3 / 1/9) / 2/5) + 9/2) + 9/2)
[1168253] ['1/9', '2/3', '2/5', '9/2', '9/4'] -> ((((2/3 / 1/9) + 9/2) / 2/5) - 9/4)
[1168263] ['1/9', '2/3', '2/5', '9/5', '9/8'] -> ((((2/3 * 9/5) / 1/9) / 2/5) / 9/8)
[1168266] ['1/9', '2/3', '2/5', '9/8', '9/8'] -> ((((2/3 / 2/5) + 9/8) / 1/9) - 9/8)
[1168267] ['1/9', '2/3', '2/7', '2/7', '2/7'] -> ((2/3 + ((2/7 + 2/7) / 2/7)) / 1/9)
[1168268] ['1/9', '2/3', '2/7', '2/7', '2/9'] -> (((2/7 + 2/9) / 1/9) / (2/3 * 2/7))
[1168275] ['1/9', '2/3', '2/7', '2/7', '4/5'] -> ((((2/3 + 2/7) / 1/9) / 2/7) * 4/5)
[1168277] ['1/9', '2/3', '2/7', '2/7', '4/9'] -> ((2/7 - 2/3) / (1/9 - (2/7 * 4/9)))
[1168278] ['1/9', '2/3', '2/7', '2/7', '5/2'] -> (((2/7 / 2/3) / 2/7) + (5/2 / 1/9))
[1168280] ['1/9', '2/3', '2/7', '2/7', '5/4'] -> ((((2/3 + 2/7) / 1/9) / 2/7) / 5/4)
[1168281] ['1/9', '2/3', '2/7', '2/7', '5/6'] -> ((((2/3 / 1/9) - 2/7) / 2/7) / 5/6)
[1168283] ['1/9', '2/3', '2/7', '2/7', '5/8'] -> (((2/3 + (2/7 / 2/7)) / 1/9) / 5/8)
[1168285] ['1/9', '2/3', '2/7', '2/7', '6/5'] -> ((((2/3 / 1/9) - 2/7) / 2/7) * 6/5)
[1168295] ['1/9', '2/3', '2/7', '2/7', '8/5'] -> (((2/3 + (2/7 / 2/7)) / 1/9) * 8/5)
[1168297] ['1/9', '2/3', '2/7', '2/7', '8/9'] -> ((8/9 / 1/9) / ((2/7 / 2/7) - 2/3))
[1168307] ['1/9', '2/3', '2/7', '2/9', '3/7'] -> ((((2/3 / 2/9) - 2/7) / 1/9) - 3/7)
[1168314] ['1/9', '2/3', '2/7', '2/9', '5/3'] -> (5/3 / ((1/9 / (2/3 - 2/7)) - 2/9))
[1168322] ['1/9', '2/3', '2/7', '2/9', '7/2'] -> ((((2/7 + 2/9) / 1/9) / 2/3) * 7/2)
[1168326] ['1/9', '2/3', '2/7', '2/9', '7/6'] -> ((((2/3 + 2/9) / 1/9) / 2/7) / 7/6)
[1168327] ['1/9', '2/3', '2/7', '2/9', '7/8'] -> (((2/3 / (2/9 - 1/9)) / 2/7) / 7/8)
[1168332] ['1/9', '2/3', '2/7', '2/9', '8/9'] -> (8/9 / (((1/9 * 2/3) / 2/7) - 2/9))
[1168338] ['1/9', '2/3', '2/7', '3/2', '3/2'] -> ((((2/3 / 1/9) / 2/7) + 3/2) + 3/2)
[1168343] ['1/9', '2/3', '2/7', '3/2', '4/3'] -> (4/3 / ((2/3 / 3/2) - (1/9 / 2/7)))
[1168355] ['1/9', '2/3', '2/7', '3/2', '6/7'] -> (6/7 / (2/7 - ((1/9 * 3/2) / 2/3)))
[1168365] ['1/9', '2/3', '2/7', '3/2', '8/7'] -> (8/7 / (((2/3 / 3/2) - 1/9) - 2/7))
[1168367] ['1/9', '2/3', '2/7', '3/2', '9/2'] -> ((((2/3 / 1/9) / 2/7) - 3/2) + 9/2)
[1168374] ['1/9', '2/3', '2/7', '3/4', '3/7'] -> ((2/7 / ((1/9 + 2/3) - 3/4)) / 3/7)
[1168376] ['1/9', '2/3', '2/7', '3/4', '4/3'] -> (4/3 / (2/7 * ((1/9 + 3/4) - 2/3)))
[1168378] ['1/9', '2/3', '2/7', '3/4', '4/7'] -> (4/7 / (1/9 * ((2/3 * 3/4) - 2/7)))
[1168390] ['1/9', '2/3', '2/7', '3/4', '7/3'] -> ((2/7 / ((1/9 + 2/3) - 3/4)) * 7/3)
[1168393] ['1/9', '2/3', '2/7', '3/4', '7/6'] -> ((((2/3 / 1/9) / 2/7) / 3/4) / 7/6)
[1168395] ['1/9', '2/3', '2/7', '3/4', '7/9'] -> (((2/7 / (3/4 - 2/3)) / 1/9) * 7/9)
[1168398] ['1/9', '2/3', '2/7', '3/4', '8/7'] -> (8/7 / ((2/7 * 3/4) - (1/9 / 2/3)))
[1168401] ['1/9', '2/3', '2/7', '3/4', '9/4'] -> ((((2/3 / 1/9) / 2/7) + 3/4) + 9/4)
[1168403] ['1/9', '2/3', '2/7', '3/4', '9/7'] -> (((2/7 / (3/4 - 2/3)) / 1/9) / 9/7)
[1168411] ['1/9', '2/3', '2/7', '3/5', '4/9'] -> (4/9 / (2/3 - ((1/9 / 2/7) / 3/5)))
[1168446] ['1/9', '2/3', '2/7', '3/7', '5/6'] -> ((((2/3 + 2/7) / 1/9) / 3/7) / 5/6)
[1168447] ['1/9', '2/3', '2/7', '3/7', '5/7'] -> ((((2/3 / 2/7) - 3/7) / 1/9) / 5/7)
[1168449] ['1/9', '2/3', '2/7', '3/7', '5/9'] -> ((((2/3 / 1/9) - 2/7) / 3/7) / 5/9)
[1168455] ['1/9', '2/3', '2/7', '3/7', '7/5'] -> ((((2/3 / 2/7) - 3/7) / 1/9) * 7/5)
[1168456] ['1/9', '2/3', '2/7', '3/7', '7/6'] -> ((((2/3 / 1/9) / 2/7) - 3/7) * 7/6)
[1168457] ['1/9', '2/3', '2/7', '3/7', '7/8'] -> ((2/3 / ((3/7 - 1/9) - 2/7)) / 7/8)
[1168465] ['1/9', '2/3', '2/7', '3/7', '9/5'] -> ((((2/3 / 1/9) - 2/7) / 3/7) * 9/5)
[1168473] ['1/9', '2/3', '2/7', '3/8', '5/2'] -> (5/2 / ((2/3 - (1/9 / 2/7)) * 3/8))
[1168474] ['1/9', '2/3', '2/7', '3/8', '5/3'] -> (5/3 / ((1/9 + 2/3) * (3/8 - 2/7)))
[1168477] ['1/9', '2/3', '2/7', '3/8', '5/7'] -> (5/7 / (((2/3 * 2/7) - 1/9) * 3/8))
[1168491] ['1/9', '2/3', '2/7', '3/8', '8/7'] -> ((((2/3 + 2/7) / 1/9) / 3/8) + 8/7)
[1168496] ['1/9', '2/3', '2/7', '3/8', '9/7'] -> (9/7 / (((2/3 - 2/7) - 3/8) / 1/9))
[1168501] ['1/9', '2/3', '2/7', '4/3', '4/9'] -> (((2/3 / 1/9) + (4/3 / 2/7)) / 4/9)
[1168512] ['1/9', '2/3', '2/7', '4/3', '7/3'] -> (((4/3 - (2/3 * 2/7)) / 1/9) * 7/3)
[1168513] ['1/9', '2/3', '2/7', '4/3', '7/4'] -> ((((2/3 * 2/7) + 4/3) / 1/9) * 7/4)
[1168516] ['1/9', '2/3', '2/7', '4/3', '7/8'] -> ((((4/3 - 2/3) / 1/9) / 2/7) / 7/8)
[1168523] ['1/9', '2/3', '2/7', '4/3', '9/4'] -> (((2/3 / 1/9) + (4/3 / 2/7)) * 9/4)
[1168527] ['1/9', '2/3', '2/7', '4/5', '4/5'] -> ((((4/5 / 2/7) - 2/3) / 1/9) / 4/5)
[1168532] ['1/9', '2/3', '2/7', '4/5', '5/4'] -> ((((4/5 / 2/7) - 2/3) / 1/9) * 5/4)
[1168539] ['1/9', '2/3', '2/7', '4/5', '7/2'] -> (7/2 / ((1/9 / (2/3 + 2/7)) / 4/5))
[1168551] ['1/9', '2/3', '2/7', '4/5', '9/4'] -> ((((2/3 / 1/9) / 2/7) / 4/5) - 9/4)
[1168556] ['1/9', '2/3', '2/7', '4/7', '4/9'] -> (4/9 / (1/9 * (2/3 - (2/7 / 4/7))))
[1168562] ['1/9', '2/3', '2/7', '4/7', '5/8'] -> ((((2/3 + 2/7) / 1/9) / 4/7) / 5/8)
[1168567] ['1/9', '2/3', '2/7', '4/7', '7/3'] -> (((2/7 + (4/7 / 2/3)) / 1/9) * 7/3)
[1168568] ['1/9', '2/3', '2/7', '4/7', '7/4'] -> ((((2/3 + 2/7) + 4/7) / 1/9) * 7/4)
[1168571] ['1/9', '2/3', '2/7', '4/7', '7/8'] -> (((2/3 / (4/7 - 2/7)) / 1/9) / 7/8)
[1168574] ['1/9', '2/3', '2/7', '4/7', '8/5'] -> ((((2/3 + 2/7) / 1/9) / 4/7) * 8/5)
[1168575] ['1/9', '2/3', '2/7', '4/7', '8/7'] -> (((2/3 / (4/7 - 2/7)) / 1/9) * 8/7)
[1168577] ['1/9', '2/3', '2/7', '4/7', '9/2'] -> (((2/3 * 2/7) + (4/7 / 1/9)) * 9/2)
[1168586] ['1/9', '2/3', '2/7', '4/9', '5/6'] -> (((2/3 + (4/9 / 2/7)) / 1/9) / 5/6)
[1168589] ['1/9', '2/3', '2/7', '4/9', '5/9'] -> ((((4/9 / 1/9) / 2/7) - 2/3) / 5/9)
[1168590] ['1/9', '2/3', '2/7', '4/9', '6/5'] -> (((2/3 + (4/9 / 2/7)) / 1/9) * 6/5)
[1168593] ['1/9', '2/3', '2/7', '4/9', '7/3'] -> ((2/7 + ((2/3 + 4/9) / 1/9)) * 7/3)
[1168594] ['1/9', '2/3', '2/7', '4/9', '7/4'] -> ((2/3 / ((2/7 * 4/9) - 1/9)) / 7/4)
[1168597] ['1/9', '2/3', '2/7', '4/9', '7/8'] -> ((((4/9 / 1/9) / 2/3) / 2/7) / 7/8)
[1168598] ['1/9', '2/3', '2/7', '4/9', '7/9'] -> ((2/3 / (2/7 - (1/9 / 4/9))) / 7/9)
[1168602] ['1/9', '2/3', '2/7', '4/9', '8/9'] -> (8/9 / (2/3 * (4/9 - (1/9 / 2/7))))
[1168605] ['1/9', '2/3', '2/7', '4/9', '9/5'] -> ((((4/9 / 1/9) / 2/7) - 2/3) * 9/5)
[1168606] ['1/9', '2/3', '2/7', '4/9', '9/7'] -> ((2/3 / (2/7 - (1/9 / 4/9))) * 9/7)
[1168611] ['1/9', '2/3', '2/7', '5/2', '5/6'] -> (((2/3 / 2/7) + (5/2 / 1/9)) - 5/6)
[1168617] ['1/9', '2/3', '2/7', '5/2', '7/2'] -> ((2/3 / (2/7 - (1/9 * 5/2))) / 7/2)
[1168622] ['1/9', '2/3', '2/7', '5/2', '7/8'] -> ((5/2 / (2/7 - (1/9 / 2/3))) / 7/8)
[1168646] ['1/9', '2/3', '2/7', '5/3', '7/8'] -> ((5/3 / ((2/3 * 2/7) - 1/9)) / 7/8)
[1168664] ['1/9', '2/3', '2/7', '5/4', '7/2'] -> (7/2 / ((1/9 * 5/4) / (2/3 + 2/7)))
[1168666] ['1/9', '2/3', '2/7', '5/4', '7/4'] -> ((((2/3 / 1/9) / 2/7) + 5/4) + 7/4)
[1168676] ['1/9', '2/3', '2/7', '5/4', '9/4'] -> ((((2/3 * 5/4) / 1/9) / 2/7) - 9/4)
[1168686] ['1/9', '2/3', '2/7', '5/6', '7/2'] -> ((((2/3 / 1/9) - 2/7) / 5/6) * 7/2)
[1168687] ['1/9', '2/3', '2/7', '5/6', '7/3'] -> ((((2/3 + 2/7) / 1/9) / 5/6) * 7/3)
[1168708] ['1/9', '2/3', '2/7', '5/7', '7/3'] -> ((((2/7 / 2/3) + 5/7) / 1/9) * 7/3)
[1168712] ['1/9', '2/3', '2/7', '5/7', '7/8'] -> (7/8 / (1/9 / ((2/3 / 2/7) + 5/7)))
[1168717] ['1/9', '2/3', '2/7', '5/7', '8/9'] -> (8/9 / (1/9 * ((2/7 + 5/7) - 2/3)))
[1168729] ['1/9', '2/3', '2/7', '5/8', '7/4'] -> ((((2/3 + 2/7) / 1/9) / 5/8) * 7/4)
[1168730] ['1/9', '2/3', '2/7', '5/8', '7/5'] -> ((((2/3 / 1/9) / 2/7) / 5/8) / 7/5)
[1168747] ['1/9', '2/3', '2/7', '5/9', '7/3'] -> ((((2/3 / 1/9) - 2/7) / 5/9) * 7/3)
[1168755] ['1/9', '2/3', '2/7', '5/9', '8/7'] -> (8/7 / (((1/9 + 2/7) / 5/9) - 2/3))
[1168758] ['1/9', '2/3', '2/7', '5/9', '9/4'] -> ((((5/9 / 1/9) / 2/3) / 2/7) - 9/4)
[1168764] ['1/9', '2/3', '2/7', '6/5', '7/2'] -> ((((2/3 / 1/9) - 2/7) * 6/5) * 7/2)
[1168765] ['1/9', '2/3', '2/7', '6/5', '7/3'] -> ((((2/3 + 2/7) * 6/5) / 1/9) * 7/3)
[1168777] ['1/9', '2/3', '2/7', '6/5', '9/5'] -> ((((2/3 / 1/9) / 2/7) + 6/5) + 9/5)
[1168781] ['1/9', '2/3', '2/7', '6/7', '7/2'] -> (((2/3 * (2/7 + 6/7)) / 1/9) * 7/2)
[1168782] ['1/9', '2/3', '2/7', '6/7', '7/3'] -> ((((6/7 / 1/9) / 2/7) - 2/3) - 7/3)
[1168786] ['1/9', '2/3', '2/7', '6/7', '7/8'] -> ((((6/7 / 2/7) - 2/3) / 1/9) / 7/8)
[1168791] ['1/9', '2/3', '2/7', '6/7', '8/9'] -> (8/9 / (1/9 * (2/3 - (2/7 / 6/7))))
[1168792] ['1/9', '2/3', '2/7', '6/7', '9/2'] -> ((2/3 * (2/7 + (6/7 / 1/9))) * 9/2)
[1168805] ['1/9', '2/3', '2/7', '7/2', '8/5'] -> (((2/3 + (2/7 * 7/2)) / 1/9) * 8/5)
[1168807] ['1/9', '2/3', '2/7', '7/2', '8/9'] -> (8/9 / (1/9 * ((2/7 * 7/2) - 2/3)))
[1168811] ['1/9', '2/3', '2/7', '7/2', '9/7'] -> (((2/3 * (2/7 + 7/2)) / 1/9) + 9/7)
[1168815] ['1/9', '2/3', '2/7', '7/3', '7/5'] -> (7/5 / (1/9 / (7/3 - (2/7 / 2/3))))
[1168816] ['1/9', '2/3', '2/7', '7/3', '7/6'] -> (((7/3 / 1/9) - (2/7 / 2/3)) * 7/6)
[1168825] ['1/9', '2/3', '2/7', '7/3', '9/5'] -> ((((2/3 / 1/9) - 2/7) * 7/3) * 9/5)
[1168826] ['1/9', '2/3', '2/7', '7/3', '9/7'] -> ((((2/3 * 2/7) + 7/3) / 1/9) + 9/7)
[1168834] ['1/9', '2/3', '2/7', '7/4', '8/5'] -> ((((2/3 + 2/7) * 7/4) / 1/9) * 8/5)
[1168836] ['1/9', '2/3', '2/7', '7/4', '8/9'] -> (8/9 / (((1/9 * 2/3) * 2/7) * 7/4))
[1168840] ['1/9', '2/3', '2/7', '7/4', '9/7'] -> (9/7 / ((7/4 / 2/3) - (2/7 / 1/9)))
[1168842] ['1/9', '2/3', '2/7', '7/5', '7/5'] -> ((((2/3 / 2/7) + 7/5) / 1/9) / 7/5)
[1168847] ['1/9', '2/3', '2/7', '7/5', '8/5'] -> ((((2/3 / 1/9) / 2/7) / 7/5) * 8/5)
[1168861] ['1/9', '2/3', '2/7', '7/6', '8/9'] -> (8/9 / (1/9 * (2/3 - (2/7 * 7/6))))
[1168872] ['1/9', '2/3', '2/7', '7/8', '8/9'] -> (8/9 / ((1/9 * (2/3 - 2/7)) * 7/8))
[1168881] ['1/9', '2/3', '2/7', '7/9', '8/7'] -> (8/7 / ((2/3 * 2/7) - (1/9 / 7/9)))
[1168887] ['1/9', '2/3', '2/7', '7/9', '9/8'] -> ((((2/3 / 1/9) / 2/7) / 7/9) / 9/8)
[1168890] ['1/9', '2/3', '2/7', '8/3', '8/7'] -> ((((2/3 + 2/7) * 8/3) / 1/9) + 8/7)
[1168891] ['1/9', '2/3', '2/7', '8/3', '8/9'] -> (8/9 / (1/9 * (8/3 - (2/3 / 2/7))))
[1168906] ['1/9', '2/3', '2/7', '8/7', '8/9'] -> (((8/7 / (2/3 - 2/7)) / 1/9) * 8/9)
[1168908] ['1/9', '2/3', '2/7', '8/7', '9/4'] -> (((2/3 + (8/7 / 1/9)) - 2/7) * 9/4)
[1168911] ['1/9', '2/3', '2/7', '8/7', '9/8'] -> (((8/7 / (2/3 - 2/7)) / 1/9) / 9/8)
[1168913] ['1/9', '2/3', '2/7', '8/9', '9/2'] -> ((((2/3 + 8/9) / 2/7) - 1/9) * 9/2)
[1168916] ['1/9', '2/3', '2/7', '8/9', '9/7'] -> (9/7 / (((1/9 * 2/7) / 2/3) / 8/9))
[1168919] ['1/9', '2/3', '2/7', '9/2', '9/4'] -> (((2/3 / 1/9) + (9/2 / 2/7)) + 9/4)
[1168921] ['1/9', '2/3', '2/7', '9/2', '9/7'] -> (((2/3 * (9/2 - 2/7)) / 1/9) - 9/7)
[1168925] ['1/9', '2/3', '2/7', '9/4', '9/7'] -> (9/7 / ((2/7 - (1/9 * 9/4)) / 2/3))
[1168931] ['1/9', '2/3', '2/7', '9/7', '9/8'] -> ((((2/3 * 9/7) / 1/9) / 2/7) / 9/8)
[1168936] ['1/9', '2/3', '2/9', '2/9', '3/5'] -> ((2/3 + 2/9) / (2/9 - (1/9 / 3/5)))
[1168937] ['1/9', '2/3', '2/9', '2/9', '3/7'] -> ((2/3 + 2/9) / ((1/9 / 3/7) - 2/9))
[1168946] ['1/9', '2/3', '2/9', '2/9', '5/6'] -> (((2/9 + 2/9) / 1/9) / (5/6 - 2/3))
[1168951] ['1/9', '2/3', '2/9', '2/9', '6/7'] -> ((((2/3 / 1/9) + 2/9) / 2/9) * 6/7)
[1168957] ['1/9', '2/3', '2/9', '2/9', '7/8'] -> ((2/3 / 2/9) / (2/9 - (1/9 * 7/8)))
[1168960] ['1/9', '2/3', '2/9', '2/9', '8/5'] -> (((2/3 + (2/9 / 2/9)) / 1/9) * 8/5)
[1168961] ['1/9', '2/3', '2/9', '2/9', '8/7'] -> ((2/3 / 2/9) / (2/9 - (1/9 / 8/7)))
[1168967] ['1/9', '2/3', '2/9', '2/9', '9/8'] -> (((2/3 / (2/9 - 1/9)) / 2/9) / 9/8)
[1168988] ['1/9', '2/3', '2/9', '3/2', '7/4'] -> (((2/9 + (3/2 / 2/3)) / 1/9) + 7/4)
[1169001] ['1/9', '2/3', '2/9', '3/2', '9/8'] -> ((3/2 / (2/9 - (1/9 / 2/3))) / 9/8)
[1169009] ['1/9', '2/3', '2/9', '3/4', '4/9'] -> ((((2/3 + 2/9) / 1/9) / 3/4) / 4/9)
[1169020] ['1/9', '2/3', '2/9', '3/4', '7/3'] -> (7/3 / (2/9 - ((1/9 * 3/4) / 2/3)))
[1169030] ['1/9', '2/3', '2/9', '3/4', '9/2'] -> ((((2/3 - 2/9) / 1/9) / 3/4) * 9/2)
[1169048] ['1/9', '2/3', '2/9', '3/5', '5/9'] -> ((((2/3 + 2/9) / 1/9) / 3/5) / 5/9)
[1169061] ['1/9', '2/3', '2/9', '3/5', '8/9'] -> (8/9 / ((1/9 / 3/5) - (2/3 * 2/9)))
[1169064] ['1/9', '2/3', '2/9', '3/5', '9/5'] -> ((((2/3 + 2/9) / 1/9) / 3/5) * 9/5)
[1169069] ['1/9', '2/3', '2/9', '3/7', '4/3'] -> ((2/3 / ((1/9 / 3/7) - 2/9)) * 4/3)
[1169070] ['1/9', '2/3', '2/9', '3/7', '4/5'] -> (4/5 / ((2/9 / (3/7 - 1/9)) - 2/3))
[1169072] ['1/9', '2/3', '2/9', '3/7', '4/9'] -> (((2/3 + (2/9 / 3/7)) / 1/9) / 4/9)
[1169084] ['1/9', '2/3', '2/9', '3/7', '7/4'] -> ((2/3 / (1/9 - (2/9 * 3/7))) / 7/4)
[1169092] ['1/9', '2/3', '2/9', '3/7', '8/9'] -> (8/9 / ((2/3 - (2/9 / 3/7)) - 1/9))
[1169093] ['1/9', '2/3', '2/9', '3/7', '9/2'] -> ((2/3 + ((2/9 / 1/9) / 3/7)) * 9/2)
[1169094] ['1/9', '2/3', '2/9', '3/7', '9/4'] -> (((2/3 + (2/9 / 3/7)) / 1/9) * 9/4)
[1169124] ['1/9', '2/3', '2/9', '3/8', '9/4'] -> ((((2/3 - 2/9) / 1/9) / 3/8) * 9/4)
[1169127] ['1/9', '2/3', '2/9', '3/8', '9/8'] -> (9/8 / ((1/9 * 3/8) / (2/3 + 2/9)))
[1169134] ['1/9', '2/3', '2/9', '4/3', '5/4'] -> (((2/9 + 4/3) / 1/9) / (5/4 - 2/3))
[1169147] ['1/9', '2/3', '2/9', '4/3', '7/9'] -> (((2/9 * 4/3) / 1/9) / (7/9 - 2/3))
