[475307] ['1/4', '1/9', '2/7', '3/7', '7/9'] -> ((2/7 / ((1/9 / 3/7) - 1/4)) * 7/9)
[498075] ['1/4', '2/5', '3/8', '9/8', '9/8'] -> (9/8 / (1/4 * (9/8 - (3/8 / 2/5))))
[498076] ['1/4', '2/5', '4/3', '4/3', '4/3'] -> ((((4/3 / 2/5) + 4/3) + 4/3) / 1/4)
[498077] ['1/4', '2/5', '4/3', '4/3', '4/5'] -> (4/5 / ((1/4 * 4/3) - (2/5 / 4/3)))
[498079] ['1/4', '2/5', '4/3', '4/3', '4/9'] -> (((4/3 / 2/5) + 4/3) / (4/9 - 1/4))
[498080] ['1/4', '2/5', '4/3', '4/3', '5/2'] -> (((5/2 / 1/4) / 2/5) - (4/3 / 4/3))
[498083] ['1/4', '2/5', '4/3', '4/3', '5/6'] -> ((4/3 / (2/5 - (1/4 * 4/3))) / 5/6)
[498087] ['1/4', '2/5', '4/3', '4/3', '6/5'] -> ((4/3 * 6/5) / (2/5 - (1/4 * 4/3)))
[498089] ['1/4', '2/5', '4/3', '4/3', '7/2'] -> ((4/3 + 4/3) * (1/4 + (7/2 / 2/5)))
[498095] ['1/4', '2/5', '4/3', '4/3', '7/9'] -> ((((4/3 / 2/5) + 4/3) / 1/4) / 7/9)
[498097] ['1/4', '2/5', '4/3', '4/3', '8/5'] -> ((8/5 / 4/3) / ((2/5 / 4/3) - 1/4))
[498103] ['1/4', '2/5', '4/3', '4/3', '9/7'] -> ((((4/3 / 2/5) + 4/3) / 1/4) * 9/7)
[498107] ['1/4', '2/5', '4/3', '4/5', '4/9'] -> ((((4/3 * 4/5) / 1/4) / 2/5) / 4/9)
[498124] ['1/4', '2/5', '4/3', '4/5', '8/3'] -> ((((4/3 + 4/5) / 1/4) / 2/5) + 8/3)
[498129] ['1/4', '2/5', '4/3', '4/5', '9/4'] -> ((((4/3 * 4/5) / 1/4) / 2/5) * 9/4)
[498132] ['1/4', '2/5', '4/3', '4/5', '9/8'] -> ((((4/3 + 4/5) / 1/4) / 2/5) * 9/8)
[498133] ['1/4', '2/5', '4/3', '4/7', '4/7'] -> (4/7 / (1/4 * ((4/7 / 2/5) - 4/3)))
[498142] ['1/4', '2/5', '4/3', '4/7', '6/5'] -> (6/5 / (4/3 * ((1/4 / 4/7) - 2/5)))
[498154] ['1/4', '2/5', '4/3', '4/7', '8/9'] -> ((4/3 / ((1/4 / 2/5) - 4/7)) - 8/9)
[498163] ['1/4', '2/5', '4/3', '4/9', '5/4'] -> ((((4/3 / 1/4) / 2/5) / 4/9) / 5/4)
[498164] ['1/4', '2/5', '4/3', '4/9', '5/6'] -> (((4/3 / (2/5 - 1/4)) / 4/9) / 5/6)
[498168] ['1/4', '2/5', '4/3', '4/9', '6/5'] -> (((4/3 / (2/5 - 1/4)) / 4/9) * 6/5)
[498172] ['1/4', '2/5', '4/3', '4/9', '7/4'] -> (7/4 / (((1/4 / 2/5) / 4/9) - 4/3))
[498173] ['1/4', '2/5', '4/3', '4/9', '7/5'] -> (7/5 / ((2/5 * (4/9 - 1/4)) / 4/3))
[498176] ['1/4', '2/5', '4/3', '4/9', '7/9'] -> (7/9 / ((1/4 / 2/5) - (4/3 * 4/9)))
[498192] ['1/4', '2/5', '4/3', '5/2', '5/9'] -> (((4/3 / 2/5) + (5/2 / 1/4)) / 5/9)
[498196] ['1/4', '2/5', '4/3', '5/2', '7/3'] -> ((4/3 + ((5/2 / 1/4) / 2/5)) - 7/3)
[498208] ['1/4', '2/5', '4/3', '5/2', '9/5'] -> (((4/3 / 2/5) + (5/2 / 1/4)) * 9/5)
[498212] ['1/4', '2/5', '4/3', '5/3', '5/4'] -> ((((4/3 + 5/3) / 1/4) / 2/5) / 5/4)
[498215] ['1/4', '2/5', '4/3', '5/3', '5/8'] -> ((((4/3 / 1/4) / 2/5) + 5/3) / 5/8)
[498216] ['1/4', '2/5', '4/3', '5/3', '5/9'] -> ((((5/3 / 1/4) - 4/3) / 2/5) / 5/9)
[498226] ['1/4', '2/5', '4/3', '5/3', '8/3'] -> (8/3 / ((2/5 - (1/4 * 4/3)) * 5/3))
[498227] ['1/4', '2/5', '4/3', '5/3', '8/5'] -> ((((4/3 / 1/4) / 2/5) + 5/3) * 8/5)
[498232] ['1/4', '2/5', '4/3', '5/3', '9/5'] -> ((((5/3 / 1/4) - 4/3) / 2/5) * 9/5)
[498235] ['1/4', '2/5', '4/3', '5/4', '5/4'] -> (((2/5 / (4/3 - 5/4)) / 1/4) * 5/4)
[498240] ['1/4', '2/5', '4/3', '5/4', '6/5'] -> (6/5 / (5/4 - ((2/5 / 1/4) / 4/3)))
[498253] ['1/4', '2/5', '4/3', '5/4', '9/2'] -> ((4/3 / ((2/5 * 5/4) - 1/4)) * 9/2)
[498254] ['1/4', '2/5', '4/3', '5/4', '9/4'] -> ((((4/3 / 1/4) / 2/5) / 5/4) * 9/4)
[498261] ['1/4', '2/5', '4/3', '5/6', '5/9'] -> ((4/3 / (2/5 - (1/4 / 5/6))) / 5/9)
[498264] ['1/4', '2/5', '4/3', '5/6', '7/2'] -> (7/2 / ((2/5 * 5/6) - (1/4 / 4/3)))
[498275] ['1/4', '2/5', '4/3', '5/6', '9/2'] -> (9/2 / (1/4 * ((5/6 / 2/5) - 4/3)))
[498276] ['1/4', '2/5', '4/3', '5/6', '9/4'] -> (((4/3 / (2/5 - 1/4)) / 5/6) * 9/4)
[498283] ['1/4', '2/5', '4/3', '5/7', '6/5'] -> (6/5 / ((1/4 / 5/7) - (2/5 / 4/3)))
[498292] ['1/4', '2/5', '4/3', '5/7', '8/3'] -> ((4/3 / (2/5 - (1/4 / 5/7))) - 8/3)
[498299] ['1/4', '2/5', '4/3', '5/7', '9/7'] -> (9/7 / (((1/4 * 2/5) * 5/7) / 4/3))
[498303] ['1/4', '2/5', '4/3', '5/8', '6/5'] -> (6/5 / ((4/3 * (5/8 - 2/5)) - 1/4))
[498305] ['1/4', '2/5', '4/3', '5/8', '7/2'] -> (7/2 / ((1/4 * (4/3 - 2/5)) * 5/8))
[498308] ['1/4', '2/5', '4/3', '5/8', '7/5'] -> (7/5 / (((4/3 - 1/4) - 2/5) - 5/8))
[498320] ['1/4', '2/5', '4/3', '5/8', '9/8'] -> (9/8 / (((1/4 * 2/5) * 5/8) / 4/3))
[498342] ['1/4', '2/5', '4/3', '6/5', '7/2'] -> (7/2 / ((2/5 / 6/5) - (1/4 / 4/3)))
[498350] ['1/4', '2/5', '4/3', '6/5', '8/5'] -> (8/5 / (1/4 * ((2/5 + 6/5) - 4/3)))
[498353] ['1/4', '2/5', '4/3', '6/5', '9/2'] -> (((2/5 * 4/3) + (6/5 / 1/4)) * 9/2)
[498362] ['1/4', '2/5', '4/3', '6/7', '7/5'] -> (7/5 / (((2/5 / 4/3) - 1/4) / 6/7))
[498368] ['1/4', '2/5', '4/3', '6/7', '8/7'] -> (8/7 / ((1/4 * 2/5) * (4/3 - 6/7)))
[498378] ['1/4', '2/5', '4/3', '7/2', '7/5'] -> (7/5 / ((4/3 - (1/4 * 7/2)) - 2/5))
[498383] ['1/4', '2/5', '4/3', '7/2', '8/5'] -> (((7/2 / (4/3 - 2/5)) / 1/4) * 8/5)
[498397] ['1/4', '2/5', '4/3', '7/3', '8/3'] -> (((4/3 + (7/3 / 1/4)) / 2/5) - 8/3)
[498404] ['1/4', '2/5', '4/3', '7/3', '9/7'] -> (9/7 / ((1/4 / 2/5) - (4/3 / 7/3)))
[498408] ['1/4', '2/5', '4/3', '7/4', '7/6'] -> (((4/3 + (7/4 / 2/5)) / 1/4) + 7/6)
[498415] ['1/4', '2/5', '4/3', '7/4', '9/2'] -> (((1/4 + (4/3 / 2/5)) + 7/4) * 9/2)
[498416] ['1/4', '2/5', '4/3', '7/4', '9/4'] -> ((7/4 / (2/5 - (1/4 * 4/3))) - 9/4)
[498421] ['1/4', '2/5', '4/3', '7/5', '7/6'] -> ((7/5 / ((2/5 / 4/3) - 1/4)) / 7/6)
[498422] ['1/4', '2/5', '4/3', '7/5', '7/8'] -> ((7/5 / (2/5 - (1/4 * 4/3))) / 7/8)
[498424] ['1/4', '2/5', '4/3', '7/5', '8/3'] -> ((4/3 / (2/5 - (1/4 * 7/5))) - 8/3)
[498431] ['1/4', '2/5', '4/3', '7/5', '9/7'] -> (9/7 / (((1/4 * 2/5) / 4/3) / 7/5))
[498453] ['1/4', '2/5', '4/3', '7/8', '9/5'] -> ((4/3 / ((2/5 * 7/8) - 1/4)) * 9/5)
[498458] ['1/4', '2/5', '4/3', '7/9', '8/5'] -> (8/5 / ((1/4 + 2/5) - (7/9 / 4/3)))
[498471] ['1/4', '2/5', '4/3', '8/3', '9/4'] -> ((((4/3 / 1/4) / 2/5) - 8/3) * 9/4)
[498474] ['1/4', '2/5', '4/3', '8/3', '9/8'] -> (9/8 / (1/4 / ((8/3 / 2/5) - 4/3)))
[498480] ['1/4', '2/5', '4/3', '8/5', '9/5'] -> ((((2/5 + 4/3) + 8/5) / 1/4) * 9/5)
[498487] ['1/4', '2/5', '4/3', '8/7', '9/5'] -> ((4/3 / ((2/5 / 8/7) - 1/4)) * 9/5)
[498493] ['1/4', '2/5', '4/3', '8/9', '9/5'] -> ((8/9 / (2/5 - (1/4 * 4/3))) * 9/5)
[498496] ['1/4', '2/5', '4/3', '9/2', '9/2'] -> ((((1/4 * 4/3) / 2/5) + 9/2) * 9/2)
[498511] ['1/4', '2/5', '4/5', '4/5', '4/5'] -> ((((4/5 + 4/5) + 4/5) / 1/4) / 2/5)
[498513] ['1/4', '2/5', '4/5', '4/5', '4/9'] -> (((4/5 + 4/5) / (2/5 - 1/4)) / 4/9)
[498514] ['1/4', '2/5', '4/5', '4/5', '5/2'] -> (((5/2 / 1/4) / 2/5) - (4/5 / 4/5))
[498515] ['1/4', '2/5', '4/5', '4/5', '5/3'] -> ((4/5 + 4/5) / (5/3 - (2/5 / 1/4)))
[498521] ['1/4', '2/5', '4/5', '4/5', '6/5'] -> (6/5 / ((4/5 - (2/5 / 4/5)) - 1/4))
[498530] ['1/4', '2/5', '4/5', '4/5', '8/3'] -> ((2/5 + 4/5) / ((4/5 / 8/3) - 1/4))
[498535] ['1/4', '2/5', '4/5', '4/5', '9/4'] -> (((4/5 + 4/5) / (2/5 - 1/4)) * 9/4)
[498536] ['1/4', '2/5', '4/5', '4/5', '9/5'] -> ((9/5 / 1/4) / (4/5 - (2/5 / 4/5)))
[498539] ['1/4', '2/5', '4/5', '4/7', '4/7'] -> ((((4/5 + 4/7) / 1/4) / 2/5) / 4/7)
[498551] ['1/4', '2/5', '4/5', '4/7', '7/3'] -> ((((4/5 / 2/5) + 4/7) / 1/4) * 7/3)
[498552] ['1/4', '2/5', '4/5', '4/7', '7/4'] -> ((((4/5 + 4/7) / 1/4) / 2/5) * 7/4)
[498565] ['1/4', '2/5', '4/5', '4/7', '9/8'] -> (9/8 / (((1/4 / 4/7) - 2/5) / 4/5))
[498568] ['1/4', '2/5', '4/5', '4/9', '5/3'] -> (5/3 / ((1/4 / 2/5) - (4/9 / 4/5)))
[498574] ['1/4', '2/5', '4/5', '4/9', '6/5'] -> (6/5 / (((1/4 * 4/5) / 4/9) - 2/5))
[498577] ['1/4', '2/5', '4/5', '4/9', '7/3'] -> (((4/5 / (4/9 - 1/4)) / 2/5) * 7/3)
[498583] ['1/4', '2/5', '4/5', '4/9', '8/3'] -> (8/3 / (((2/5 / 4/5) - 1/4) * 4/9))
[498595] ['1/4', '2/5', '4/5', '5/2', '5/6'] -> ((((4/5 * 5/2) / 1/4) / 2/5) / 5/6)
[498598] ['1/4', '2/5', '4/5', '5/2', '5/9'] -> (((4/5 * 5/2) / (2/5 - 1/4)) / 5/9)
[498608] ['1/4', '2/5', '4/5', '5/2', '8/3'] -> (((2/5 + (4/5 / 1/4)) * 5/2) * 8/3)
[498611] ['1/4', '2/5', '4/5', '5/2', '8/9'] -> (((4/5 + (5/2 / 1/4)) / 2/5) * 8/9)
[498616] ['1/4', '2/5', '4/5', '5/2', '9/8'] -> (((4/5 + (5/2 / 1/4)) / 2/5) / 9/8)
[498622] ['1/4', '2/5', '4/5', '5/3', '5/9'] -> ((((4/5 * 5/3) / 1/4) / 2/5) / 5/9)
[498623] ['1/4', '2/5', '4/5', '5/3', '6/5'] -> (6/5 / (((2/5 / 4/5) / 5/3) - 1/4))
[498625] ['1/4', '2/5', '4/5', '5/3', '7/2'] -> (7/2 / ((2/5 - (1/4 / 4/5)) * 5/3))
[498638] ['1/4', '2/5', '4/5', '5/3', '9/5'] -> ((((4/5 * 5/3) / 1/4) / 2/5) * 9/5)
[498639] ['1/4', '2/5', '4/5', '5/3', '9/7'] -> (9/7 / (2/5 / (4/5 + (5/3 / 1/4))))
[498646] ['1/4', '2/5', '4/5', '5/4', '6/5'] -> (6/5 / ((4/5 - (2/5 * 5/4)) - 1/4))
[498648] ['1/4', '2/5', '4/5', '5/4', '7/2'] -> ((((4/5 + 5/4) / 1/4) / 2/5) + 7/2)
[498668] ['1/4', '2/5', '4/5', '5/6', '6/5'] -> (6/5 / (4/5 - ((1/4 / 2/5) / 5/6)))
[498670] ['1/4', '2/5', '4/5', '5/6', '7/2'] -> (7/2 / ((4/5 - (1/4 / 2/5)) * 5/6))
[498672] ['1/4', '2/5', '4/5', '5/6', '7/4'] -> (7/4 / ((2/5 - (1/4 / 4/5)) * 5/6))
[498704] ['1/4', '2/5', '4/5', '5/7', '9/5'] -> (9/5 / (((1/4 / 2/5) / 5/7) - 4/5))
[498723] ['1/4', '2/5', '4/5', '5/8', '9/4'] -> (9/4 / (((4/5 - 1/4) - 2/5) * 5/8))
[498729] ['1/4', '2/5', '4/5', '5/9', '6/7'] -> (((4/5 / (5/9 - 2/5)) / 1/4) / 6/7)
[498737] ['1/4', '2/5', '4/5', '5/9', '8/3'] -> (8/3 / ((2/5 - (1/4 * 4/5)) * 5/9))
[498738] ['1/4', '2/5', '4/5', '5/9', '8/5'] -> (8/5 / (((2/5 - 1/4) * 4/5) * 5/9))
[498748] ['1/4', '2/5', '4/5', '6/5', '7/2'] -> ((6/5 / (4/5 - (1/4 / 2/5))) * 7/2)
[498750] ['1/4', '2/5', '4/5', '6/5', '7/4'] -> ((6/5 / (2/5 - (1/4 / 4/5))) * 7/4)
[498761] ['1/4', '2/5', '4/5', '6/5', '9/5'] -> (((4/5 + 6/5) / (2/5 - 1/4)) * 9/5)
[498765] ['1/4', '2/5', '4/5', '6/7', '7/2'] -> ((((4/5 * 6/7) / 1/4) / 2/5) * 7/2)
[498769] ['1/4', '2/5', '4/5', '6/7', '7/6'] -> (((2/5 / (6/7 - 4/5)) / 1/4) / 7/6)
[498776] ['1/4', '2/5', '4/5', '6/7', '9/2'] -> (((2/5 + (4/5 / 6/7)) / 1/4) * 9/2)
[498778] ['1/4', '2/5', '4/5', '6/7', '9/5'] -> (9/5 / ((2/5 - (1/4 / 4/5)) * 6/7))
[498785] ['1/4', '2/5', '4/5', '7/2', '7/6'] -> ((((4/5 * 7/2) / 1/4) / 2/5) / 7/6)
[498791] ['1/4', '2/5', '4/5', '7/2', '8/9'] -> ((((7/2 - 4/5) / 1/4) / 2/5) * 8/9)
[498796] ['1/4', '2/5', '4/5', '7/2', '9/8'] -> ((((7/2 - 4/5) / 1/4) / 2/5) / 9/8)
[498803] ['1/4', '2/5', '4/5', '7/3', '8/3'] -> ((7/3 / (2/5 - (1/4 / 4/5))) - 8/3)
[498807] ['1/4', '2/5', '4/5', '7/3', '9/2'] -> (((7/3 - (1/4 * 4/5)) / 2/5) * 9/2)
[498809] ['1/4', '2/5', '4/5', '7/3', '9/5'] -> ((7/3 / (4/5 - (1/4 / 2/5))) * 9/5)
[498810] ['1/4', '2/5', '4/5', '7/3', '9/7'] -> (9/7 / (((1/4 * 2/5) / 4/5) / 7/3))
[498811] ['1/4', '2/5', '4/5', '7/3', '9/8'] -> (9/8 / (2/5 / ((7/3 / 1/4) - 4/5)))
[498818] ['1/4', '2/5', '4/5', '7/4', '8/5'] -> ((((4/5 / 2/5) + 7/4) / 1/4) * 8/5)
[498825] ['1/4', '2/5', '4/5', '7/4', '9/8'] -> (9/8 / (((1/4 * 7/4) - 2/5) / 4/5))
[498830] ['1/4', '2/5', '4/5', '7/5', '8/3'] -> ((((2/5 + 7/5) / 1/4) / 4/5) * 8/3)
[498836] ['1/4', '2/5', '4/5', '7/5', '9/5'] -> (9/5 / (((1/4 * 7/5) / 2/5) - 4/5))
[498837] ['1/4', '2/5', '4/5', '7/5', '9/7'] -> (9/7 / ((1/4 / 2/5) - (4/5 / 7/5)))
[498848] ['1/4', '2/5', '4/5', '7/6', '9/5'] -> ((7/6 / (2/5 - (1/4 / 4/5))) * 9/5)
[498857] ['1/4', '2/5', '4/5', '7/8', '9/2'] -> (9/2 / (((2/5 * 7/8) / 4/5) - 1/4))
[498861] ['1/4', '2/5', '4/5', '7/8', '9/8'] -> (9/8 / ((1/4 * (7/8 - 4/5)) / 2/5))
[498863] ['1/4', '2/5', '4/5', '7/9', '8/3'] -> (8/3 / ((2/5 * 7/9) - (1/4 * 4/5)))
[498872] ['1/4', '2/5', '4/5', '8/3', '8/3'] -> (((8/3 / (4/5 - 2/5)) / 1/4) - 8/3)
[498878] ['1/4', '2/5', '4/5', '8/3', '9/5'] -> ((8/3 / (2/5 - (1/4 * 4/5))) * 9/5)
[498880] ['1/4', '2/5', '4/5', '8/3', '9/8'] -> (9/8 / (((1/4 * 2/5) / 4/5) / 8/3))
[498885] ['1/4', '2/5', '4/5', '8/5', '9/4'] -> ((8/5 / ((4/5 - 1/4) - 2/5)) * 9/4)
[498886] ['1/4', '2/5', '4/5', '8/5', '9/5'] -> (((8/5 / (2/5 - 1/4)) / 4/5) * 9/5)
[498891] ['1/4', '2/5', '4/5', '8/7', '9/2'] -> (9/2 / (((2/5 / 4/5) / 8/7) - 1/4))
[498904] ['1/4', '2/5', '4/5', '9/2', '9/5'] -> (9/5 / ((2/5 + 4/5) - (1/4 * 9/2)))
[498918] ['1/4', '2/5', '4/7', '4/7', '4/9'] -> ((4/7 / ((1/4 / 2/5) - 4/7)) / 4/9)
[498919] ['1/4', '2/5', '4/7', '4/7', '5/2'] -> (((5/2 / 1/4) / 2/5) - (4/7 / 4/7))
[498925] ['1/4', '2/5', '4/7', '4/7', '5/9'] -> (((4/7 / (4/7 - 2/5)) / 1/4) / 5/9)
[498926] ['1/4', '2/5', '4/7', '4/7', '6/5'] -> (6/5 / (((4/7 - 2/5) / 4/7) - 1/4))
[498935] ['1/4', '2/5', '4/7', '4/7', '8/3'] -> ((4/7 / (1/4 - (2/5 * 4/7))) - 8/3)
[498940] ['1/4', '2/5', '4/7', '4/7', '9/4'] -> ((4/7 / ((1/4 / 2/5) - 4/7)) * 9/4)
[498941] ['1/4', '2/5', '4/7', '4/7', '9/5'] -> (((4/7 / (4/7 - 2/5)) / 1/4) * 9/5)
[498942] ['1/4', '2/5', '4/7', '4/7', '9/7'] -> ((9/7 / 2/5) / (4/7 - (1/4 / 4/7)))
[498991] ['1/4', '2/5', '4/7', '5/2', '9/4'] -> (9/4 / (((1/4 / 4/7) - 2/5) * 5/2))
[498992] ['1/4', '2/5', '4/7', '5/2', '9/5'] -> (9/5 / ((2/5 / 4/7) - (1/4 * 5/2)))
[499041] ['1/4', '2/5', '4/7', '5/4', '9/8'] -> (9/8 / (((1/4 / 4/7) - 2/5) * 5/4))
[499051] ['1/4', '2/5', '4/7', '5/6', '7/5'] -> ((2/5 / ((5/6 - 1/4) - 4/7)) / 7/5)
[499066] ['1/4', '2/5', '4/7', '5/7', '5/9'] -> ((5/7 / ((1/4 / 2/5) - 4/7)) / 5/9)
[499068] ['1/4', '2/5', '4/7', '5/7', '6/7'] -> (6/7 / ((4/7 - (2/5 * 5/7)) - 1/4))
[499082] ['1/4', '2/5', '4/7', '5/7', '9/5'] -> ((5/7 / ((1/4 / 2/5) - 4/7)) * 9/5)
[499088] ['1/4', '2/5', '4/7', '5/8', '6/7'] -> (6/7 / (((1/4 * 2/5) * 4/7) * 5/8))
[499102] ['1/4', '2/5', '4/7', '5/8', '9/5'] -> (9/5 / (2/5 * (5/8 - (1/4 / 4/7))))
[499103] ['1/4', '2/5', '4/7', '5/8', '9/7'] -> (9/7 / (((2/5 - 1/4) * 4/7) * 5/8))
[499107] ['1/4', '2/5', '4/7', '5/9', '6/7'] -> ((4/7 / (1/4 - (2/5 * 5/9))) / 6/7)
[499108] ['1/4', '2/5', '4/7', '5/9', '7/2'] -> (7/2 / (((2/5 - 1/4) * 5/9) / 4/7))
[499109] ['1/4', '2/5', '4/7', '5/9', '7/3'] -> ((((4/7 / 1/4) / 2/5) / 5/9) * 7/3)
[499112] ['1/4', '2/5', '4/7', '5/9', '7/6'] -> ((4/7 / (1/4 - (2/5 * 5/9))) * 7/6)
[499117] ['1/4', '2/5', '4/7', '5/9', '8/7'] -> (8/7 / (((2/5 - 1/4) * 4/7) * 5/9))
[499130] ['1/4', '2/5', '4/7', '6/5', '7/6'] -> (((6/5 / (4/7 - 2/5)) / 1/4) / 7/6)
[499131] ['1/4', '2/5', '4/7', '6/5', '7/8'] -> ((((6/5 / 1/4) / 2/5) / 4/7) / 7/8)
[499142] ['1/4', '2/5', '4/7', '6/7', '6/7'] -> (6/7 / (4/7 - ((1/4 * 6/7) / 2/5)))
[499170] ['1/4', '2/5', '4/7', '7/2', '9/2'] -> (9/2 / (((1/4 / 2/5) - 4/7) * 7/2))
[499177] ['1/4', '2/5', '4/7', '7/3', '7/5'] -> ((2/5 / ((1/4 * 7/3) - 4/7)) / 7/5)
[499182] ['1/4', '2/5', '4/7', '7/3', '8/5'] -> (8/5 / (2/5 - ((1/4 * 4/7) * 7/3)))
[499187] ['1/4', '2/5', '4/7', '7/3', '9/5'] -> ((((4/7 * 7/3) / 1/4) / 2/5) * 9/5)
[499195] ['1/4', '2/5', '4/7', '7/4', '8/3'] -> ((4/7 / (1/4 - (2/5 / 7/4))) - 8/3)
[499200] ['1/4', '2/5', '4/7', '7/4', '9/4'] -> (9/4 / (((1/4 / 2/5) - 4/7) * 7/4))
[499201] ['1/4', '2/5', '4/7', '7/4', '9/5'] -> (9/5 / ((1/4 * (4/7 - 2/5)) * 7/4))
[499202] ['1/4', '2/5', '4/7', '7/4', '9/7'] -> (9/7 / (2/5 * (4/7 - (1/4 * 7/4))))
[499204] ['1/4', '2/5', '4/7', '7/5', '7/5'] -> (7/5 / ((1/4 / (4/7 - 2/5)) - 7/5))
[499212] ['1/4', '2/5', '4/7', '7/5', '9/2'] -> (((4/7 * 7/5) / (2/5 - 1/4)) * 9/2)
[499214] ['1/4', '2/5', '4/7', '7/5', '9/5'] -> (9/5 / (((1/4 / 2/5) - 4/7) * 7/5))
[499239] ['1/4', '2/5', '4/7', '7/8', '9/8'] -> (9/8 / (((1/4 / 2/5) - 4/7) * 7/8))
[499242] ['1/4', '2/5', '4/7', '7/9', '8/5'] -> (8/5 / (((2/5 - 1/4) * 4/7) * 7/9))
[499265] ['1/4', '2/5', '4/7', '8/5', '9/7'] -> (9/7 / (((2/5 - 1/4) * 4/7) / 8/5))
[499271] ['1/4', '2/5', '4/7', '8/7', '9/5'] -> (((8/7 / (2/5 - 1/4)) / 4/7) * 9/5)
[499272] ['1/4', '2/5', '4/7', '8/7', '9/7'] -> (9/7 / (((1/4 / 2/5) + 4/7) - 8/7))
[499273] ['1/4', '2/5', '4/7', '8/7', '9/8'] -> (9/8 / (((1/4 / 2/5) - 4/7) / 8/7))
[499285] ['1/4', '2/5', '4/7', '9/4', '9/4'] -> (((9/4 / (2/5 - 1/4)) / 4/7) - 9/4)
[499296] ['1/4', '2/5', '4/9', '4/9', '5/2'] -> (((5/2 / 1/4) / 2/5) - (4/9 / 4/9))
[499297] ['1/4', '2/5', '4/9', '4/9', '5/3'] -> (((4/9 / (4/9 - 2/5)) / 1/4) / 5/3)
[499327] ['1/4', '2/5', '4/9', '5/2', '5/9'] -> ((((5/2 / 1/4) / 2/5) - 4/9) - 5/9)
[499366] ['1/4', '2/5', '4/9', '5/3', '9/4'] -> (((5/3 / (2/5 - 1/4)) - 4/9) * 9/4)
[499371] ['1/4', '2/5', '4/9', '5/4', '5/6'] -> (5/6 / (1/4 * (5/4 - (4/9 / 2/5))))
[499375] ['1/4', '2/5', '4/9', '5/4', '6/5'] -> (6/5 / (((1/4 / 4/9) / 5/4) - 2/5))
[499378] ['1/4', '2/5', '4/9', '5/4', '7/3'] -> (7/3 / ((2/5 * (4/9 - 1/4)) * 5/4))
[499385] ['1/4', '2/5', '4/9', '5/4', '8/5'] -> (8/5 / ((4/9 - 2/5) * (1/4 + 5/4)))
[499400] ['1/4', '2/5', '4/9', '5/6', '7/3'] -> (7/3 / (((1/4 + 2/5) * 5/6) - 4/9))
[499429] ['1/4', '2/5', '4/9', '5/7', '8/7'] -> (8/7 / (((2/5 - 1/4) * 4/9) * 5/7))
[499448] ['1/4', '2/5', '4/9', '5/8', '8/5'] -> (8/5 / ((2/5 * 4/9) * (5/8 - 1/4)))
[499460] ['1/4', '2/5', '4/9', '5/9', '7/3'] -> (7/3 / (4/9 - ((1/4 * 5/9) / 2/5)))
[499466] ['1/4', '2/5', '4/9', '5/9', '8/3'] -> (8/3 / ((2/5 * 5/9) - (1/4 * 4/9)))
[499469] ['1/4', '2/5', '4/9', '5/9', '8/9'] -> (8/9 / (((2/5 - 1/4) * 4/9) * 5/9))
[499470] ['1/4', '2/5', '4/9', '5/9', '9/2'] -> (((4/9 / (2/5 - 1/4)) / 5/9) * 9/2)
[499475] ['1/4', '2/5', '4/9', '6/5', '6/5'] -> (6/5 / ((6/5 - (2/5 / 4/9)) - 1/4))
[499478] ['1/4', '2/5', '4/9', '6/5', '7/3'] -> (7/3 / (((1/4 + 2/5) / 6/5) - 4/9))
[499490] ['1/4', '2/5', '4/9', '6/5', '9/5'] -> (9/5 / (1/4 * (6/5 - (2/5 / 4/9))))
[499492] ['1/4', '2/5', '4/9', '6/5', '9/8'] -> ((((6/5 / 1/4) / 2/5) / 4/9) / 9/8)
[499502] ['1/4', '2/5', '4/9', '6/7', '8/5'] -> (8/5 / ((2/5 * (4/9 - 1/4)) * 6/7))
[499551] ['1/4', '2/5', '4/9', '7/4', '9/4'] -> (((7/4 / (2/5 - 1/4)) / 4/9) - 9/4)
[499557] ['1/4', '2/5', '4/9', '7/5', '7/8'] -> (((7/5 / (2/5 - 1/4)) / 4/9) / 7/8)
[499561] ['1/4', '2/5', '4/9', '7/5', '8/7'] -> (((7/5 / (2/5 - 1/4)) / 4/9) * 8/7)
[499576] ['1/4', '2/5', '4/9', '7/6', '9/4'] -> ((((7/6 / 1/4) / 2/5) / 4/9) - 9/4)
[499593] ['1/4', '2/5', '4/9', '7/9', '8/5'] -> (8/5 / (7/9 - ((2/5 * 4/9) / 1/4)))
[499599] ['1/4', '2/5', '4/9', '7/9', '9/7'] -> (9/7 / ((1/4 / 2/5) - (4/9 / 7/9)))
[499604] ['1/4', '2/5', '4/9', '8/3', '8/9'] -> ((((8/3 / 2/5) - 4/9) / 1/4) - 8/9)
[499626] ['1/4', '2/5', '4/9', '8/9', '9/2'] -> ((((4/9 / 1/4) / 2/5) + 8/9) * 9/2)
[499627] ['1/4', '2/5', '4/9', '8/9', '9/4'] -> (((4/9 + (8/9 / 2/5)) / 1/4) * 9/4)
[499633] ['1/4', '2/5', '4/9', '9/2', '9/5'] -> (((4/9 * 9/2) / (2/5 - 1/4)) * 9/5)
[499642] ['1/4', '2/5', '4/9', '9/5', '9/8'] -> (((9/5 / (2/5 - 1/4)) / 4/9) / 9/8)
