[2054536] ['5/6', '5/6', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/4 - 5/6) - 5/6)) / 9/4)
[2090077] ['5/9', '7/4', '7/4', '7/6', '8/3'] -> ((7/4 * 8/3) / (7/6 - (5/9 * 7/4)))
[2090083] ['5/9', '7/4', '7/4', '7/6', '9/5'] -> (((7/6 / 5/9) / 7/4) / (9/5 - 7/4))
[2090088] ['5/9', '7/4', '7/4', '7/8', '8/3'] -> (8/3 / ((7/4 / (7/4 + 7/8)) - 5/9))
[2090089] ['5/9', '7/4', '7/4', '7/8', '8/5'] -> (((7/4 / 5/9) / 7/8) / (7/4 - 8/5))
[2090098] ['5/9', '7/4', '7/4', '7/9', '8/3'] -> ((7/4 * 8/3) / ((5/9 * 7/4) - 7/9))
[2090117] ['5/9', '7/4', '7/4', '8/5', '8/7'] -> (((7/4 / (7/4 - 8/5)) / 5/9) * 8/7)
[2090138] ['5/9', '7/4', '7/4', '9/2', '9/4'] -> ((7/4 + 9/4) / (5/9 - (7/4 / 9/2)))
[2090156] ['5/9', '7/4', '7/5', '7/5', '8/3'] -> (8/3 / (5/9 - (7/5 / (7/4 + 7/5))))
[2090168] ['5/9', '7/4', '7/5', '7/6', '8/3'] -> (8/3 / ((5/9 * 7/5) - (7/6 / 7/4)))
[2090190] ['5/9', '7/4', '7/5', '7/9', '8/5'] -> (8/5 / (((7/5 * 7/9) / 7/4) - 5/9))
[2090191] ['5/9', '7/4', '7/5', '7/9', '8/7'] -> (8/7 / ((7/9 / 7/4) - (5/9 / 7/5)))
[2090194] ['5/9', '7/4', '7/5', '7/9', '9/4'] -> ((7/4 / ((7/5 - 5/9) - 7/9)) - 9/4)
[2090208] ['5/9', '7/4', '7/5', '8/5', '8/7'] -> (8/7 / (5/9 - (8/5 / (7/4 + 7/5))))
[2090233] ['5/9', '7/4', '7/5', '9/4', '9/4'] -> ((7/4 / ((7/5 / 9/4) - 5/9)) - 9/4)
[2090244] ['5/9', '7/4', '7/6', '7/6', '7/8'] -> ((7/6 + 7/6) / ((5/9 * 7/4) - 7/8))
[2090255] ['5/9', '7/4', '7/6', '7/8', '7/8'] -> ((7/6 / (5/9 - (7/8 / 7/4))) / 7/8)
[2090259] ['5/9', '7/4', '7/6', '7/8', '8/7'] -> ((7/6 / (5/9 - (7/8 / 7/4))) * 8/7)
[2090263] ['5/9', '7/4', '7/6', '7/8', '9/5'] -> (9/5 / ((7/8 / 5/9) - (7/4 / 7/6)))
[2090269] ['5/9', '7/4', '7/6', '7/9', '8/7'] -> (8/7 / ((5/9 / 7/9) - (7/6 / 7/4)))
[2090270] ['5/9', '7/4', '7/6', '7/9', '8/9'] -> (8/9 / (5/9 - ((7/6 * 7/9) / 7/4)))
[2090297] ['5/9', '7/4', '7/6', '8/7', '9/5'] -> (((5/9 / (7/6 - 8/7)) / 7/4) * 9/5)
[2090301] ['5/9', '7/4', '7/6', '8/9', '9/2'] -> (9/2 / (((5/9 + 7/6) / 8/9) - 7/4))
[2090306] ['5/9', '7/4', '7/6', '9/2', '9/2'] -> ((((5/9 * 7/4) / 7/6) + 9/2) * 9/2)
[2090323] ['5/9', '7/4', '7/8', '7/8', '8/3'] -> ((7/8 * 8/3) / ((5/9 * 7/4) - 7/8))
[2090333] ['5/9', '7/4', '7/8', '7/9', '8/3'] -> (((7/4 / (7/9 - 5/9)) / 7/8) * 8/3)
[2090335] ['5/9', '7/4', '7/8', '7/9', '8/7'] -> (8/7 / (5/9 - ((7/9 / 7/4) / 7/8)))
[2090339] ['5/9', '7/4', '7/8', '7/9', '9/5'] -> (9/5 / (7/8 - ((7/9 / 5/9) / 7/4)))
[2090342] ['5/9', '7/4', '7/8', '8/3', '8/3'] -> (8/3 / ((8/3 - (7/4 / 7/8)) - 5/9))
[2090348] ['5/9', '7/4', '7/8', '8/3', '9/5'] -> ((5/9 / ((8/3 - 7/4) - 7/8)) * 9/5)
[2090388] ['5/9', '7/4', '7/9', '7/9', '8/3'] -> ((8/3 / 7/4) / (7/9 - (5/9 / 7/9)))
[2090399] ['5/9', '7/4', '7/9', '8/3', '8/7'] -> (((7/4 * 8/3) / (7/9 - 5/9)) * 8/7)
[2090421] ['5/9', '7/4', '7/9', '8/9', '8/9'] -> (8/9 / (7/9 * (5/9 - (8/9 / 7/4))))
[2090443] ['5/9', '7/4', '8/3', '8/3', '8/5'] -> ((((7/4 * 8/3) * 8/3) / 5/9) + 8/5)
[2090447] ['5/9', '7/4', '8/3', '8/3', '9/4'] -> ((8/3 + 8/3) / ((7/4 / 9/4) - 5/9))
[2090508] ['5/9', '7/4', '8/5', '9/2', '9/2'] -> (9/2 / (7/4 - ((5/9 * 9/2) / 8/5)))
[2090516] ['5/9', '7/4', '8/5', '9/4', '9/8'] -> (((9/4 / (7/4 - 8/5)) / 5/9) / 9/8)
[2090553] ['5/9', '7/4', '8/9', '8/9', '9/4'] -> ((8/9 / ((5/9 * 7/4) - 8/9)) * 9/4)
[2090555] ['5/9', '7/4', '8/9', '8/9', '9/7'] -> ((8/9 / (5/9 - (8/9 / 7/4))) * 9/7)
[2090557] ['5/9', '7/4', '8/9', '9/2', '9/2'] -> ((8/9 / (5/9 - (7/4 / 9/2))) * 9/2)
[2090565] ['5/9', '7/4', '8/9', '9/4', '9/8'] -> ((9/4 / ((5/9 * 7/4) - 8/9)) / 9/8)
[2090570] ['5/9', '7/4', '8/9', '9/7', '9/8'] -> ((9/7 / (5/9 - (8/9 / 7/4))) / 9/8)
[2090576] ['5/9', '7/4', '9/2', '9/2', '9/8'] -> ((9/2 / (5/9 - (7/4 / 9/2))) / 9/8)
[2090623] ['5/9', '7/5', '7/5', '7/6', '8/3'] -> ((8/3 / 5/9) / (7/5 - (7/5 / 7/6)))
[2090634] ['5/9', '7/5', '7/5', '7/8', '8/3'] -> ((8/3 / 5/9) / ((7/5 / 7/8) - 7/5))
[2090646] ['5/9', '7/5', '7/5', '7/9', '8/7'] -> ((7/5 * 8/7) / ((7/5 - 5/9) - 7/9))
[2090699] ['5/9', '7/5', '7/6', '7/6', '7/8'] -> ((7/6 + 7/6) / (7/8 - (5/9 * 7/5)))
[2090701] ['5/9', '7/5', '7/6', '7/6', '8/3'] -> (((7/6 / (7/5 - 7/6)) / 5/9) * 8/3)
[2090715] ['5/9', '7/5', '7/6', '7/8', '8/9'] -> (8/9 / (5/9 * (7/5 - (7/6 / 7/8))))
[2090718] ['5/9', '7/5', '7/6', '7/8', '9/5'] -> ((5/9 / (7/8 - (7/6 / 7/5))) * 9/5)
[2090732] ['5/9', '7/5', '7/6', '8/3', '8/5'] -> (8/5 / (((7/5 - 7/6) * 8/3) - 5/9))
[2090749] ['5/9', '7/5', '7/6', '8/7', '8/9'] -> (8/9 / (5/9 * (7/5 - (7/6 * 8/7))))
[2090757] ['5/9', '7/5', '7/6', '8/9', '9/4'] -> ((7/6 / ((5/9 + 8/9) - 7/5)) - 9/4)
[2090762] ['5/9', '7/5', '7/6', '9/2', '9/4'] -> (((7/5 + 7/6) + (9/2 / 5/9)) * 9/4)
[2090778] ['5/9', '7/5', '7/8', '7/8', '8/3'] -> ((7/8 / (7/8 - (5/9 * 7/5))) * 8/3)
[2090824] ['5/9', '7/5', '7/8', '8/9', '9/5'] -> (9/5 / (((7/5 - 5/9) / 8/9) - 7/8))
[2090853] ['5/9', '7/5', '7/9', '8/3', '8/5'] -> (8/5 / (((5/9 + 7/5) + 7/9) - 8/3))
[2090879] ['5/9', '7/5', '7/9', '8/9', '9/5'] -> ((8/9 / ((7/5 - 5/9) - 7/9)) * 9/5)
[2090893] ['5/9', '7/5', '7/9', '9/5', '9/8'] -> ((9/5 / ((7/5 - 5/9) - 7/9)) / 9/8)
[2090901] ['5/9', '7/5', '8/3', '8/3', '9/2'] -> ((((8/3 / 5/9) + 8/3) / 7/5) * 9/2)
[2090919] ['5/9', '7/5', '8/3', '8/7', '9/7'] -> (9/7 / ((5/9 * (7/5 - 8/7)) / 8/3))
[2090922] ['5/9', '7/5', '8/3', '8/9', '9/2'] -> (((7/5 * 8/3) + (8/9 / 5/9)) * 9/2)
[2090924] ['5/9', '7/5', '8/3', '8/9', '9/5'] -> ((8/3 / ((8/9 / 5/9) - 7/5)) * 9/5)
[2090942] ['5/9', '7/5', '8/5', '8/5', '8/5'] -> (8/5 / ((5/9 * (7/5 + 8/5)) - 8/5))
[2090968] ['5/9', '7/5', '8/5', '9/4', '9/4'] -> ((8/5 / (7/5 - (5/9 * 9/4))) * 9/4)
[2091018] ['5/9', '7/5', '8/9', '9/4', '9/5'] -> ((8/9 / ((7/5 / 9/4) - 5/9)) * 9/5)
[2091048] ['5/9', '7/5', '9/4', '9/5', '9/8'] -> ((9/5 / ((7/5 / 9/4) - 5/9)) / 9/8)
[2091075] ['5/9', '7/6', '7/6', '7/8', '7/9'] -> (7/9 / (7/6 - (5/9 * (7/6 + 7/8))))
[2091086] ['5/9', '7/6', '7/6', '7/9', '8/3'] -> ((7/6 * 8/3) / (7/9 - (5/9 * 7/6)))
[2091095] ['5/9', '7/6', '7/6', '8/3', '8/3'] -> ((((7/6 + 7/6) + 8/3) / 5/9) * 8/3)
[2091125] ['5/9', '7/6', '7/6', '9/2', '9/2'] -> ((((5/9 + 7/6) + 9/2) / 7/6) * 9/2)
[2091142] ['5/9', '7/6', '7/8', '7/8', '8/3'] -> (8/3 / ((7/6 / (7/8 + 7/8)) - 5/9))
[2091151] ['5/9', '7/6', '7/8', '7/9', '7/9'] -> (7/9 / ((7/8 * 7/9) - (5/9 * 7/6)))
[2091153] ['5/9', '7/6', '7/8', '7/9', '8/5'] -> (8/5 / ((7/9 / 5/9) - (7/6 / 7/8)))
[2091155] ['5/9', '7/6', '7/8', '7/9', '8/9'] -> (8/9 / (7/9 - ((5/9 * 7/6) / 7/8)))
[2091156] ['5/9', '7/6', '7/8', '7/9', '9/2'] -> (9/2 / (7/6 * (7/8 - (5/9 / 7/9))))
[2091167] ['5/9', '7/6', '7/8', '8/3', '9/5'] -> (9/5 / ((7/6 + (7/8 / 5/9)) - 8/3))
[2091209] ['5/9', '7/6', '7/9', '7/9', '8/7'] -> (8/7 / ((5/9 / 7/9) - (7/9 / 7/6)))
[2091210] ['5/9', '7/6', '7/9', '7/9', '8/9'] -> (8/9 / (5/9 - ((7/9 * 7/9) / 7/6)))
[2091225] ['5/9', '7/6', '7/9', '8/5', '8/5'] -> (8/5 / (((7/6 - 7/9) * 8/5) - 5/9))
[2091234] ['5/9', '7/6', '7/9', '8/7', '8/9'] -> (8/9 / (7/9 - ((5/9 * 7/6) * 8/7)))
[2091240] ['5/9', '7/6', '7/9', '8/9', '8/9'] -> (8/9 / (((7/9 * 8/9) / 7/6) - 5/9))
[2091241] ['5/9', '7/6', '7/9', '8/9', '9/2'] -> ((8/9 / ((5/9 + 7/9) - 7/6)) * 9/2)
[2091247] ['5/9', '7/6', '7/9', '9/2', '9/4'] -> ((7/6 + ((7/9 + 9/2) / 5/9)) * 9/4)
[2091250] ['5/9', '7/6', '7/9', '9/2', '9/8'] -> ((9/2 / ((5/9 + 7/9) - 7/6)) / 9/8)
[2091261] ['5/9', '7/6', '8/3', '8/3', '8/3'] -> (8/3 / ((5/9 + 8/3) - (7/6 * 8/3)))
[2091273] ['5/9', '7/6', '8/3', '8/5', '9/2'] -> ((8/3 / ((7/6 / 5/9) - 8/5)) * 9/2)
[2091274] ['5/9', '7/6', '8/3', '8/5', '9/4'] -> ((7/6 / ((8/5 / 8/3) - 5/9)) - 9/4)
[2091278] ['5/9', '7/6', '8/3', '8/7', '8/7'] -> (8/7 / ((5/9 / 7/6) - (8/7 / 8/3)))
[2091285] ['5/9', '7/6', '8/3', '8/9', '8/9'] -> (8/9 / ((8/9 / (8/3 - 7/6)) - 5/9))
[2091293] ['5/9', '7/6', '8/3', '9/2', '9/5'] -> ((((5/9 + 8/3) * 9/2) - 7/6) * 9/5)
[2091297] ['5/9', '7/6', '8/3', '9/4', '9/5'] -> ((5/9 / (8/3 - (7/6 * 9/4))) * 9/5)
[2091322] ['5/9', '7/6', '8/5', '8/9', '9/2'] -> (9/2 / (((5/9 + 7/6) / 8/5) - 8/9))
[2091327] ['5/9', '7/6', '8/5', '9/2', '9/2'] -> ((((9/2 / 5/9) - 7/6) - 8/5) * 9/2)
[2091332] ['5/9', '7/6', '8/5', '9/4', '9/4'] -> ((8/5 / (9/4 - (7/6 / 5/9))) * 9/4)
[2091333] ['5/9', '7/6', '8/5', '9/4', '9/5'] -> ((8/5 / (5/9 - (7/6 / 9/4))) / 9/5)
[2091336] ['5/9', '7/6', '8/5', '9/5', '9/5'] -> ((5/9 / (7/6 - (9/5 / 8/5))) * 9/5)
[2091341] ['5/9', '7/6', '8/5', '9/8', '9/8'] -> (9/8 / (((7/6 - 9/8) / 5/9) / 8/5))
[2091351] ['5/9', '7/6', '8/7', '8/9', '9/4'] -> (((5/9 / (7/6 - 8/7)) / 8/9) - 9/4)
[2091362] ['5/9', '7/6', '8/7', '9/4', '9/7'] -> ((8/7 / (5/9 - (7/6 / 9/4))) / 9/7)
[2091381] ['5/9', '7/6', '8/9', '9/4', '9/4'] -> ((8/9 / ((5/9 * 9/4) - 7/6)) * 9/4)
[2091385] ['5/9', '7/6', '8/9', '9/5', '9/5'] -> (9/5 / ((7/6 / 5/9) - (9/5 / 8/9)))
[2091391] ['5/9', '7/6', '9/2', '9/2', '9/2'] -> ((((5/9 + 9/2) * 9/2) / 7/6) + 9/2)
[2091395] ['5/9', '7/6', '9/2', '9/2', '9/8'] -> ((((9/2 - 7/6) * 9/2) / 5/9) / 9/8)
[2091402] ['5/9', '7/6', '9/2', '9/5', '9/8'] -> ((9/2 / (7/6 - (5/9 * 9/5))) / 9/8)
[2091438] ['5/9', '7/8', '7/8', '7/9', '8/3'] -> (8/3 / (5/9 - (7/9 / (7/8 + 7/8))))
[2091493] ['5/9', '7/8', '7/9', '7/9', '8/3'] -> (8/3 / ((7/9 - (5/9 / 7/8)) * 7/9))
[2091502] ['5/9', '7/8', '7/9', '8/3', '8/3'] -> (8/3 / ((5/9 / 8/3) - (7/8 - 7/9)))
[2091509] ['5/9', '7/8', '7/9', '8/3', '9/7'] -> (9/7 / ((7/9 - (5/9 / 7/8)) / 8/3))
[2091510] ['5/9', '7/8', '7/9', '8/3', '9/8'] -> (9/8 / (((7/8 * 7/9) - 5/9) / 8/3))
[2091511] ['5/9', '7/8', '7/9', '8/5', '8/5'] -> (8/5 / (((7/8 * 8/5) - 5/9) - 7/9))
[2091547] ['5/9', '7/8', '8/3', '8/3', '8/3'] -> ((((7/8 * 8/3) + 8/3) / 5/9) * 8/3)
[2091550] ['5/9', '7/8', '8/3', '8/3', '8/9'] -> ((8/3 + 8/3) / ((7/8 * 8/9) - 5/9))
[2091555] ['5/9', '7/8', '8/3', '8/3', '9/8'] -> ((8/3 + 8/3) / ((7/8 / 9/8) - 5/9))
[2091558] ['5/9', '7/8', '8/3', '8/5', '8/9'] -> (8/9 / (8/3 * ((5/9 * 8/5) - 7/8)))
[2091573] ['5/9', '7/8', '8/3', '8/9', '9/4'] -> ((8/3 / (7/8 - (5/9 / 8/9))) * 9/4)
[2091588] ['5/9', '7/8', '8/3', '9/5', '9/8'] -> (9/8 / (((5/9 * 9/5) - 7/8) / 8/3))
[2091590] ['5/9', '7/8', '8/3', '9/7', '9/8'] -> (9/8 / (((7/8 / 9/7) - 5/9) / 8/3))
[2091618] ['5/9', '7/8', '8/5', '9/4', '9/4'] -> (9/4 / (7/8 - ((5/9 * 9/4) / 8/5)))
[2091646] ['5/9', '7/8', '8/7', '9/4', '9/4'] -> (9/4 / (7/8 * ((5/9 * 9/4) - 8/7)))
[2091662] ['5/9', '7/8', '8/9', '9/2', '9/2'] -> ((5/9 + (8/9 * (7/8 + 9/2))) * 9/2)
[2091678] ['5/9', '7/8', '9/2', '9/2', '9/4'] -> ((9/2 + 9/2) / ((5/9 * 9/4) - 7/8))
[2091685] ['5/9', '7/8', '9/2', '9/4', '9/8'] -> ((9/2 / (5/9 - (7/8 / 9/4))) / 9/8)
[2091702] ['5/9', '7/8', '9/5', '9/5', '9/5'] -> (9/5 / ((5/9 * 9/5) + (7/8 - 9/5)))
[2091727] ['5/9', '7/9', '7/9', '8/3', '9/4'] -> ((8/3 / ((7/9 * 7/9) - 5/9)) / 9/4)
[2091733] ['5/9', '7/9', '7/9', '8/5', '8/9'] -> ((7/9 + 8/9) / (5/9 - (7/9 / 8/5)))
[2091769] ['5/9', '7/9', '8/3', '8/3', '8/7'] -> (8/7 / (((8/3 - 5/9) / 7/9) - 8/3))
[2091770] ['5/9', '7/9', '8/3', '8/3', '8/9'] -> (8/9 / ((8/3 - (7/9 * 8/3)) - 5/9))
[2091772] ['5/9', '7/9', '8/3', '8/3', '9/4'] -> ((((5/9 + 7/9) + 8/3) * 8/3) * 9/4)
[2091773] ['5/9', '7/9', '8/3', '8/3', '9/5'] -> ((8/3 + 8/3) / ((5/9 * 9/5) - 7/9))
[2091779] ['5/9', '7/9', '8/3', '8/5', '9/2'] -> ((((7/9 * 8/3) / 5/9) + 8/5) * 9/2)
[2091781] ['5/9', '7/9', '8/3', '8/5', '9/5'] -> ((8/3 / (8/5 - (7/9 / 5/9))) * 9/5)
[2091786] ['5/9', '7/9', '8/3', '8/7', '9/2'] -> (((7/9 * (8/3 + 8/7)) / 5/9) * 9/2)
[2091789] ['5/9', '7/9', '8/3', '8/7', '9/7'] -> (9/7 / ((7/9 - (5/9 * 8/7)) / 8/3))
[2091790] ['5/9', '7/9', '8/3', '8/7', '9/8'] -> (9/8 / (((7/9 / 8/7) - 5/9) / 8/3))
[2091792] ['5/9', '7/9', '8/3', '8/9', '9/2'] -> ((((7/9 * 8/3) + 8/9) / 5/9) * 9/2)
[2091793] ['5/9', '7/9', '8/3', '8/9', '9/4'] -> (((8/3 * 8/9) / (7/9 - 5/9)) * 9/4)
[2091798] ['5/9', '7/9', '8/3', '9/2', '9/4'] -> ((((8/3 * 9/2) - 5/9) - 7/9) * 9/4)
[2091799] ['5/9', '7/9', '8/3', '9/2', '9/5'] -> (((5/9 + 7/9) + (8/3 * 9/2)) * 9/5)
[2091805] ['5/9', '7/9', '8/3', '9/4', '9/8'] -> (((8/3 * 9/4) / (7/9 - 5/9)) / 9/8)
[2091812] ['5/9', '7/9', '8/5', '8/5', '8/5'] -> (8/5 / ((5/9 * 8/5) + (7/9 - 8/5)))
[2091827] ['5/9', '7/9', '8/5', '8/9', '8/9'] -> (8/9 / (5/9 * ((7/9 + 8/9) - 8/5)))
[2091833] ['5/9', '7/9', '8/5', '9/2', '9/2'] -> ((((5/9 + 7/9) / 8/5) + 9/2) * 9/2)
[2091894] ['5/9', '7/9', '8/9', '9/7', '9/7'] -> (9/7 / (((5/9 + 7/9) - 9/7) / 8/9))
[2091898] ['5/9', '7/9', '9/2', '9/2', '9/4'] -> ((((5/9 + 7/9) + 9/2) * 9/2) - 9/4)
[2091901] ['5/9', '7/9', '9/2', '9/2', '9/8'] -> ((((5/9 + 7/9) * 9/2) * 9/2) / 9/8)
[2091929] ['5/9', '7/9', '9/7', '9/7', '9/8'] -> ((9/7 / ((5/9 + 7/9) - 9/7)) / 9/8)
[2091934] ['5/9', '8/3', '8/3', '8/3', '8/7'] -> ((8/3 + (8/3 / 8/7)) / (5/9 / 8/3))
[2091949] ['5/9', '8/3', '8/3', '8/7', '8/7'] -> ((8/3 * 8/7) / (5/9 - (8/7 / 8/3)))
[2091957] ['5/9', '8/3', '8/3', '8/9', '9/2'] -> (((8/3 / (8/9 - 5/9)) - 8/3) * 9/2)
[2091961] ['5/9', '8/3', '8/3', '8/9', '9/8'] -> (((8/3 * 8/3) / (8/9 - 5/9)) * 9/8)
[2091962] ['5/9', '8/3', '8/3', '9/2', '9/2'] -> (((8/3 - (5/9 * 8/3)) * 9/2) * 9/2)
[2091965] ['5/9', '8/3', '8/3', '9/2', '9/7'] -> ((((5/9 * 8/3) + 8/3) * 9/2) * 9/7)
[2091977] ['5/9', '8/3', '8/5', '8/5', '8/5'] -> (8/3 / ((8/5 / 8/5) - (5/9 * 8/5)))
[2091979] ['5/9', '8/3', '8/5', '8/5', '8/9'] -> ((8/9 / 5/9) / ((8/3 / 8/5) - 8/5))
[2091992] ['5/9', '8/3', '8/5', '8/9', '8/9'] -> (8/9 / (((5/9 * 8/3) / 8/5) - 8/9))
[2091998] ['5/9', '8/3', '8/5', '9/2', '9/2'] -> ((8/5 / ((8/3 / 5/9) - 9/2)) * 9/2)
[2092036] ['5/9', '8/3', '8/7', '9/5', '9/7'] -> (9/7 / ((8/7 - (5/9 * 9/5)) / 8/3))
[2092043] ['5/9', '8/3', '8/9', '8/9', '9/4'] -> (((8/3 + 8/9) / (8/9 - 5/9)) * 9/4)
[2092047] ['5/9', '8/3', '8/9', '9/2', '9/2'] -> ((8/9 / (8/3 - (5/9 * 9/2))) * 9/2)
[2092048] ['5/9', '8/3', '8/9', '9/2', '9/4'] -> ((((5/9 * 8/3) + 8/9) * 9/2) * 9/4)
[2092062] ['5/9', '8/3', '9/2', '9/2', '9/2'] -> ((8/3 * (9/2 - (5/9 * 9/2))) * 9/2)
[2092065] ['5/9', '8/3', '9/2', '9/2', '9/7'] -> (((5/9 * 9/2) + 9/2) * (8/3 * 9/7))
[2092066] ['5/9', '8/3', '9/2', '9/2', '9/8'] -> ((9/2 / (8/3 - (5/9 * 9/2))) / 9/8)
[2092076] ['5/9', '8/3', '9/2', '9/8', '9/8'] -> (((8/3 * (9/2 + 9/8)) / 5/9) / 9/8)
[2092077] ['5/9', '8/3', '9/4', '9/4', '9/4'] -> (8/3 / (5/9 - ((9/4 / 9/4) / 9/4)))
[2092086] ['5/9', '8/3', '9/4', '9/8', '9/8'] -> (9/8 / (((5/9 * 9/4) - 9/8) / 8/3))
[2092092] ['5/9', '8/3', '9/5', '9/8', '9/8'] -> (9/8 / ((9/8 - (5/9 * 9/5)) / 8/3))
[2092219] ['5/9', '8/7', '8/7', '8/7', '9/2'] -> (8/7 / (5/9 - ((8/7 + 8/7) / 9/2)))
[2092221] ['5/9', '8/7', '8/7', '8/7', '9/5'] -> (8/7 / ((5/9 + (8/7 / 9/5)) - 8/7))
[2092235] ['5/9', '8/7', '8/7', '9/4', '9/4'] -> ((8/7 * 9/4) / ((5/9 * 9/4) - 8/7))
[2092258] ['5/9', '8/7', '8/9', '9/4', '9/7'] -> (9/7 / ((5/9 - (8/7 / 9/4)) / 8/9))
[2092289] ['5/9', '8/7', '9/4', '9/7', '9/8'] -> ((9/7 / (5/9 - (8/7 / 9/4))) / 9/8)
[2092302] ['5/9', '8/9', '8/9', '8/9', '9/2'] -> (((8/9 + 8/9) * 9/2) / (8/9 - 5/9))
[2092307] ['5/9', '8/9', '8/9', '9/2', '9/2'] -> ((8/9 / (8/9 - 5/9)) * (9/2 + 9/2))
[2092326] ['5/9', '8/9', '9/2', '9/2', '9/8'] -> (((9/2 + 9/2) / (8/9 - 5/9)) / 9/8)
[2092344] ['5/9', '8/9', '9/4', '9/7', '9/7'] -> (9/7 / ((5/9 / 8/9) - (9/7 / 9/4)))
[2092358] ['5/9', '9/2', '9/2', '9/2', '9/4'] -> ((9/2 * 9/2) + (5/9 * (9/2 + 9/4)))
[2092423] ['5/9', '9/7', '9/7', '9/7', '9/8'] -> (9/7 / ((5/9 * (9/7 + 9/8)) - 9/7))
[2092434] ['6/5', '6/5', '6/5', '6/5', '7/8'] -> (6/5 / ((6/5 * 7/8) - (6/5 / 6/5)))
[2092441] ['6/5', '6/5', '6/5', '6/5', '9/4'] -> (6/5 / ((9/4 - (6/5 / 6/5)) - 6/5))
[2092442] ['6/5', '6/5', '6/5', '6/5', '9/5'] -> (6/5 / (((9/5 / 6/5) / 6/5) - 6/5))
[2092448] ['6/5', '6/5', '6/5', '6/7', '7/4'] -> (6/5 / (((6/7 * 7/4) / 6/5) - 6/5))
[2092456] ['6/5', '6/5', '6/5', '6/7', '8/9'] -> (6/5 / ((6/5 / 6/7) - (6/5 / 8/9)))
[2092461] ['6/5', '6/5', '6/5', '6/7', '9/8'] -> (6/5 / ((6/5 / 6/7) - (6/5 * 9/8)))
[2092463] ['6/5', '6/5', '6/5', '7/2', '7/3'] -> (6/5 / (((7/2 / 6/5) / 7/3) - 6/5))
[2092470] ['6/5', '6/5', '6/5', '7/2', '8/5'] -> (6/5 / ((7/2 / (6/5 + 8/5)) - 6/5))
[2092489] ['6/5', '6/5', '6/5', '7/3', '9/4'] -> (((6/5 + 6/5) / (7/3 - 9/4)) / 6/5)
[2092494] ['6/5', '6/5', '6/5', '7/4', '7/5'] -> (6/5 / (((7/4 * 7/5) - 6/5) - 6/5))
[2092495] ['6/5', '6/5', '6/5', '7/4', '7/6'] -> (6/5 / (((7/4 / 6/5) / 7/6) - 6/5))
[2092499] ['6/5', '6/5', '6/5', '7/4', '8/5'] -> (((6/5 + 6/5) + 6/5) / (7/4 - 8/5))
[2092500] ['6/5', '6/5', '6/5', '7/4', '8/7'] -> (((6/5 + 6/5) / (6/5 - 8/7)) / 7/4)
[2092517] ['6/5', '6/5', '6/5', '7/5', '9/5'] -> ((6/5 + 6/5) / ((9/5 / 6/5) - 7/5))
[2092518] ['6/5', '6/5', '6/5', '7/5', '9/7'] -> ((6/5 + (6/5 / 7/5)) / (9/7 - 6/5))
[2092519] ['6/5', '6/5', '6/5', '7/5', '9/8'] -> ((6/5 / ((7/5 / 6/5) - 9/8)) / 6/5)
[2092522] ['6/5', '6/5', '6/5', '7/6', '7/9'] -> (6/5 / (((7/6 / 6/5) / 7/9) - 6/5))
[2092523] ['6/5', '6/5', '6/5', '7/6', '8/3'] -> (6/5 / (((8/3 - 7/6) / 6/5) - 6/5))
[2092540] ['6/5', '6/5', '6/5', '7/8', '9/5'] -> ((6/5 + 9/5) / ((6/5 / 6/5) - 7/8))
[2092545] ['6/5', '6/5', '6/5', '7/9', '8/5'] -> (8/5 / ((6/5 / 6/5) - (6/5 * 7/9)))
[2092556] ['6/5', '6/5', '6/5', '8/3', '8/9'] -> ((6/5 * 8/3) / (6/5 - (6/5 * 8/9)))
[2092559] ['6/5', '6/5', '6/5', '8/3', '9/5'] -> ((8/3 * 9/5) / (6/5 - (6/5 / 6/5)))
[2092561] ['6/5', '6/5', '6/5', '8/3', '9/8'] -> ((6/5 * 8/3) / (6/5 - (6/5 / 9/8)))
[2092564] ['6/5', '6/5', '6/5', '8/5', '8/9'] -> (8/5 / ((6/5 * 8/9) - (6/5 / 6/5)))
[2092567] ['6/5', '6/5', '6/5', '8/5', '9/5'] -> ((6/5 + 6/5) / (8/5 - (9/5 / 6/5)))
[2092569] ['6/5', '6/5', '6/5', '8/5', '9/8'] -> (8/5 / ((6/5 / 9/8) - (6/5 / 6/5)))
[2092570] ['6/5', '6/5', '6/5', '8/7', '8/7'] -> (8/7 / ((6/5 / 6/5) - (8/7 / 6/5)))
[2092580] ['6/5', '6/5', '6/5', '8/9', '9/5'] -> (9/5 / (6/5 - ((6/5 / 6/5) / 8/9)))
[2092583] ['6/5', '6/5', '6/5', '9/2', '9/2'] -> ((((6/5 / 6/5) / 6/5) + 9/2) * 9/2)
[2092591] ['6/5', '6/5', '6/5', '9/4', '9/8'] -> (((9/4 / (6/5 - 9/8)) - 6/5) / 6/5)
[2092593] ['6/5', '6/5', '6/5', '9/5', '9/7'] -> (((6/5 * 9/5) / (9/7 - 6/5)) - 6/5)
[2092601] ['6/5', '6/5', '6/7', '6/7', '7/4'] -> (6/7 / (7/4 - ((6/5 + 6/7) / 6/5)))
[2092607] ['6/5', '6/5', '6/7', '6/7', '8/5'] -> (6/7 / ((6/5 / 8/5) - (6/7 / 6/5)))
