[778681] ['1/6', '1/8', '3/4', '4/3', '9/8'] -> ((((3/4 / 1/6) / 1/8) / 4/3) / 9/8)
[800554] ['1/6', '2/3', '3/7', '7/4', '8/7'] -> (8/7 / (((1/6 + 2/3) / 7/4) - 3/7))
[800556] ['1/6', '2/3', '3/7', '7/4', '9/2'] -> ((((2/3 / 1/6) / 3/7) / 7/4) * 9/2)
[800566] ['1/6', '2/3', '3/7', '7/5', '8/5'] -> (8/5 / (((1/6 * 2/3) * 3/7) * 7/5))
[800579] ['1/6', '2/3', '3/7', '7/6', '8/7'] -> (8/7 / ((3/7 * (7/6 - 2/3)) - 1/6))
[800590] ['1/6', '2/3', '3/7', '7/8', '8/7'] -> (8/7 / ((2/3 - (1/6 / 7/8)) - 3/7))
[800592] ['1/6', '2/3', '3/7', '7/8', '9/2'] -> (9/2 / (((2/3 - 1/6) * 3/7) * 7/8))
[800593] ['1/6', '2/3', '3/7', '7/8', '9/4'] -> ((((2/3 / 1/6) / 3/7) / 7/8) * 9/4)
[800595] ['1/6', '2/3', '3/7', '7/8', '9/7'] -> (9/7 / (((2/3 + 3/7) - 1/6) - 7/8))
[800598] ['1/6', '2/3', '3/7', '7/9', '8/3'] -> (8/3 / (2/3 * ((3/7 * 7/9) - 1/6)))
[800601] ['1/6', '2/3', '3/7', '7/9', '8/9'] -> (8/9 / (((1/6 * 2/3) * 3/7) * 7/9))
[800609] ['1/6', '2/3', '3/7', '8/3', '8/7'] -> (8/7 / ((3/7 / (8/3 - 2/3)) - 1/6))
[800610] ['1/6', '2/3', '3/7', '8/3', '8/9'] -> ((((2/3 * 8/3) / 1/6) / 3/7) - 8/9)
[800624] ['1/6', '2/3', '3/7', '8/7', '8/7'] -> (8/7 / ((2/3 - (1/6 * 8/7)) - 3/7))
[800626] ['1/6', '2/3', '3/7', '8/7', '9/2'] -> (((8/7 / (2/3 - 1/6)) / 3/7) * 9/2)
[800627] ['1/6', '2/3', '3/7', '8/7', '9/4'] -> ((((2/3 * 8/7) / 1/6) / 3/7) * 9/4)
[800649] ['1/6', '2/3', '3/7', '9/7', '9/7'] -> ((2/3 + ((9/7 / 1/6) / 3/7)) * 9/7)
[800650] ['1/6', '2/3', '3/7', '9/7', '9/8'] -> ((((9/7 / 1/6) / 2/3) / 3/7) / 9/8)
[800652] ['1/6', '2/3', '3/8', '3/8', '3/8'] -> ((((3/8 / 1/6) / 2/3) / 3/8) / 3/8)
[800653] ['1/6', '2/3', '3/8', '3/8', '4/3'] -> ((4/3 / 1/6) / ((3/8 / 3/8) - 2/3))
[800659] ['1/6', '2/3', '3/8', '3/8', '5/4'] -> ((5/4 / (3/8 - 1/6)) / (2/3 * 3/8))
[800666] ['1/6', '2/3', '3/8', '3/8', '7/2'] -> (((2/3 + 7/2) / 1/6) - (3/8 / 3/8))
[800668] ['1/6', '2/3', '3/8', '3/8', '7/4'] -> (7/4 / (1/6 - ((2/3 * 3/8) * 3/8)))
[800671] ['1/6', '2/3', '3/8', '3/8', '7/8'] -> ((3/8 / 3/8) / ((7/8 - 1/6) - 2/3))
[800674] ['1/6', '2/3', '3/8', '3/8', '8/5'] -> ((2/3 / (1/6 - (3/8 * 3/8))) - 8/5)
[800679] ['1/6', '2/3', '3/8', '3/8', '9/5'] -> (9/5 / ((3/8 / (1/6 + 2/3)) - 3/8))
[800688] ['1/6', '2/3', '3/8', '4/3', '5/4'] -> (5/4 / (((2/3 - 3/8) / 4/3) - 1/6))
[800695] ['1/6', '2/3', '3/8', '4/3', '7/2'] -> ((7/2 / 1/6) / (3/8 + (2/3 / 4/3)))
[800699] ['1/6', '2/3', '3/8', '4/3', '7/6'] -> ((7/6 / 1/6) / ((4/3 - 2/3) - 3/8))
[800700] ['1/6', '2/3', '3/8', '4/3', '7/8'] -> (((4/3 / (2/3 - 3/8)) / 1/6) * 7/8)
[800701] ['1/6', '2/3', '3/8', '4/3', '7/9'] -> ((((2/3 / 3/8) + 4/3) / 1/6) / 7/9)
[800704] ['1/6', '2/3', '3/8', '4/3', '8/7'] -> (((4/3 / (2/3 - 3/8)) / 1/6) / 8/7)
[800705] ['1/6', '2/3', '3/8', '4/3', '8/9'] -> (((2/3 + (4/3 / 1/6)) / 3/8) + 8/9)
[800709] ['1/6', '2/3', '3/8', '4/3', '9/7'] -> ((((2/3 / 3/8) + 4/3) / 1/6) * 9/7)
[800714] ['1/6', '2/3', '3/8', '4/5', '5/2'] -> ((4/5 / ((2/3 * 3/8) - 1/6)) * 5/2)
[800716] ['1/6', '2/3', '3/8', '4/5', '5/4'] -> ((((4/5 / 1/6) / 2/3) / 3/8) * 5/4)
[800720] ['1/6', '2/3', '3/8', '4/5', '5/9'] -> ((((2/3 / 1/6) / 3/8) / 4/5) / 5/9)
[800723] ['1/6', '2/3', '3/8', '4/5', '7/2'] -> (7/2 / (((2/3 * 3/8) / 4/5) - 1/6))
[800750] ['1/6', '2/3', '3/8', '4/7', '7/2'] -> ((4/7 / ((2/3 * 3/8) - 1/6)) * 7/2)
[800752] ['1/6', '2/3', '3/8', '4/7', '7/4'] -> ((((4/7 / 1/6) / 2/3) / 3/8) * 7/4)
[800754] ['1/6', '2/3', '3/8', '4/7', '7/6'] -> ((1/6 / ((2/3 * 4/7) - 3/8)) / 7/6)
[800757] ['1/6', '2/3', '3/8', '4/7', '8/3'] -> (8/3 / (((1/6 / 3/8) / 4/7) - 2/3))
[800759] ['1/6', '2/3', '3/8', '4/7', '8/7'] -> (8/7 / (((2/3 * 3/8) - 1/6) * 4/7))
[800766] ['1/6', '2/3', '3/8', '4/9', '4/9'] -> ((((4/9 / 1/6) / 2/3) / 3/8) / 4/9)
[800767] ['1/6', '2/3', '3/8', '4/9', '5/2'] -> ((1/6 + 5/2) / ((2/3 * 3/8) * 4/9))
[800773] ['1/6', '2/3', '3/8', '4/9', '5/9'] -> ((((2/3 / 3/8) + 4/9) / 1/6) / 5/9)
[800778] ['1/6', '2/3', '3/8', '4/9', '7/4'] -> (7/4 / (3/8 * (4/9 - (1/6 / 2/3))))
[800788] ['1/6', '2/3', '3/8', '4/9', '9/4'] -> ((((4/9 / 1/6) / 2/3) / 3/8) * 9/4)
[800789] ['1/6', '2/3', '3/8', '4/9', '9/5'] -> ((((2/3 / 3/8) + 4/9) / 1/6) * 9/5)
[800794] ['1/6', '2/3', '3/8', '5/2', '5/4'] -> ((5/2 / ((2/3 * 3/8) - 1/6)) / 5/4)
[800798] ['1/6', '2/3', '3/8', '5/2', '5/9'] -> (((5/2 / (2/3 - 1/6)) / 3/8) / 5/9)
[800802] ['1/6', '2/3', '3/8', '5/2', '7/3'] -> (7/3 / (3/8 - ((1/6 * 2/3) * 5/2)))
[800808] ['1/6', '2/3', '3/8', '5/2', '8/3'] -> ((((2/3 * 5/2) / 1/6) / 3/8) - 8/3)
[800809] ['1/6', '2/3', '3/8', '5/2', '8/5'] -> (8/5 / (1/6 - ((2/3 * 3/8) / 5/2)))
[800814] ['1/6', '2/3', '3/8', '5/2', '9/5'] -> (((5/2 / (2/3 - 1/6)) / 3/8) * 9/5)
[800816] ['1/6', '2/3', '3/8', '5/2', '9/8'] -> ((3/8 + ((5/2 / 1/6) / 2/3)) + 9/8)
[800823] ['1/6', '2/3', '3/8', '5/3', '6/5'] -> ((5/3 / ((2/3 * 3/8) - 1/6)) * 6/5)
[800832] ['1/6', '2/3', '3/8', '5/3', '8/3'] -> ((((2/3 / 1/6) / 3/8) - 5/3) * 8/3)
[800835] ['1/6', '2/3', '3/8', '5/3', '8/9'] -> ((((5/3 / 1/6) - 2/3) / 3/8) - 8/9)
[800842] ['1/6', '2/3', '3/8', '5/4', '5/6'] -> ((5/6 / 1/6) / ((5/4 - 2/3) - 3/8))
[800844] ['1/6', '2/3', '3/8', '5/4', '5/8'] -> ((5/4 / ((2/3 * 3/8) - 1/6)) / 5/8)
[800845] ['1/6', '2/3', '3/8', '5/4', '5/9'] -> ((((2/3 * 5/4) / 1/6) / 3/8) / 5/9)
[800846] ['1/6', '2/3', '3/8', '5/4', '6/5'] -> (6/5 / ((3/8 / 5/4) - (1/6 / 2/3)))
[800848] ['1/6', '2/3', '3/8', '5/4', '7/2'] -> (7/2 / (((2/3 * 3/8) * 5/4) - 1/6))
[800849] ['1/6', '2/3', '3/8', '5/4', '7/3'] -> (7/3 / ((1/6 * 2/3) * (5/4 - 3/8)))
[800853] ['1/6', '2/3', '3/8', '5/4', '7/8'] -> (7/8 / ((1/6 * 3/8) * (5/4 - 2/3)))
[800859] ['1/6', '2/3', '3/8', '5/4', '9/2'] -> (((5/4 / (3/8 - 1/6)) - 2/3) * 9/2)
[800861] ['1/6', '2/3', '3/8', '5/4', '9/5'] -> ((((2/3 * 5/4) / 1/6) / 3/8) * 9/5)
[800865] ['1/6', '2/3', '3/8', '5/6', '5/7'] -> (((5/6 / (2/3 - 3/8)) / 1/6) / 5/7)
[800873] ['1/6', '2/3', '3/8', '5/6', '7/5'] -> (((5/6 / (2/3 - 3/8)) / 1/6) * 7/5)
[800882] ['1/6', '2/3', '3/8', '5/6', '9/4'] -> ((9/4 / 1/6) / (3/8 * (2/3 + 5/6)))
[800883] ['1/6', '2/3', '3/8', '5/6', '9/5'] -> (9/5 / (3/8 - ((1/6 / 2/3) / 5/6)))
[800886] ['1/6', '2/3', '3/8', '5/7', '5/7'] -> (5/7 / (((1/6 * 2/3) * 3/8) * 5/7))
[800890] ['1/6', '2/3', '3/8', '5/7', '6/7'] -> (6/7 / ((3/8 / (2/3 - 1/6)) - 5/7))
[800900] ['1/6', '2/3', '3/8', '5/7', '8/7'] -> (8/7 / (5/7 - ((1/6 / 2/3) / 3/8)))
[800907] ['1/6', '2/3', '3/8', '5/8', '5/8'] -> ((((5/8 / 1/6) / 2/3) / 3/8) / 5/8)
[800919] ['1/6', '2/3', '3/8', '5/8', '8/5'] -> ((((5/8 / 1/6) / 2/3) / 3/8) * 8/5)
[800926] ['1/6', '2/3', '3/8', '5/8', '9/8'] -> (9/8 / (3/8 * ((1/6 + 5/8) - 2/3)))
[800934] ['1/6', '2/3', '3/8', '5/9', '7/6'] -> (7/6 / ((2/3 - (1/6 * 3/8)) - 5/9))
[800937] ['1/6', '2/3', '3/8', '5/9', '8/3'] -> (8/3 / (((1/6 / 2/3) / 3/8) - 5/9))
[800942] ['1/6', '2/3', '3/8', '5/9', '9/4'] -> (((2/3 + (5/9 / 1/6)) / 3/8) * 9/4)
[800948] ['1/6', '2/3', '3/8', '6/5', '7/2'] -> (7/2 / (3/8 * ((2/3 / 6/5) - 1/6)))
[800949] ['1/6', '2/3', '3/8', '6/5', '7/3'] -> (7/3 / (2/3 * ((3/8 / 6/5) - 1/6)))
[800951] ['1/6', '2/3', '3/8', '6/5', '7/5'] -> (7/5 / ((1/6 * (2/3 - 3/8)) * 6/5))
[800959] ['1/6', '2/3', '3/8', '6/5', '9/2'] -> (9/2 / ((2/3 - (3/8 / 6/5)) - 1/6))
[800961] ['1/6', '2/3', '3/8', '6/5', '9/5'] -> (9/5 / (3/8 - ((1/6 * 6/5) / 2/3)))
[800964] ['1/6', '2/3', '3/8', '6/7', '6/7'] -> ((((6/7 / 1/6) / 2/3) / 3/8) / 6/7)
[800969] ['1/6', '2/3', '3/8', '6/7', '7/6'] -> ((((6/7 / 1/6) / 2/3) / 3/8) * 7/6)
[800974] ['1/6', '2/3', '3/8', '6/7', '8/7'] -> (8/7 / (((2/3 * 3/8) * 6/7) - 1/6))
[800976] ['1/6', '2/3', '3/8', '6/7', '9/2'] -> (9/2 / ((3/8 / 6/7) - (1/6 / 2/3)))
[800982] ['1/6', '2/3', '3/8', '7/2', '7/3'] -> (7/3 / ((1/6 * (7/2 - 2/3)) - 3/8))
[800983] ['1/6', '2/3', '3/8', '7/2', '7/4'] -> ((7/2 / ((2/3 * 3/8) - 1/6)) / 7/4)
[800993] ['1/6', '2/3', '3/8', '7/2', '9/4'] -> ((((2/3 + 7/2) - 1/6) / 3/8) * 9/4)
[800995] ['1/6', '2/3', '3/8', '7/2', '9/7'] -> (9/7 / (((2/3 - 1/6) * 3/8) / 7/2))
[800999] ['1/6', '2/3', '3/8', '7/3', '7/5'] -> (7/5 / ((3/8 / (7/3 - 2/3)) - 1/6))
[801000] ['1/6', '2/3', '3/8', '7/3', '7/6'] -> ((7/3 / ((2/3 * 3/8) - 1/6)) / 7/6)
[801006] ['1/6', '2/3', '3/8', '7/3', '8/9'] -> ((((2/3 * 7/3) / 1/6) / 3/8) - 8/9)
[801007] ['1/6', '2/3', '3/8', '7/3', '9/2'] -> (9/2 / ((1/6 * 3/8) * (2/3 + 7/3)))
[801014] ['1/6', '2/3', '3/8', '7/4', '7/6'] -> ((1/6 / ((2/3 / 7/4) - 3/8)) / 7/6)
[801015] ['1/6', '2/3', '3/8', '7/4', '7/8'] -> ((7/4 / ((2/3 * 3/8) - 1/6)) / 7/8)
[801019] ['1/6', '2/3', '3/8', '7/4', '8/7'] -> ((7/4 / ((2/3 * 3/8) - 1/6)) * 8/7)
[801021] ['1/6', '2/3', '3/8', '7/4', '9/2'] -> ((((1/6 / 2/3) + 7/4) / 3/8) * 9/2)
[801024] ['1/6', '2/3', '3/8', '7/4', '9/7'] -> (9/7 / (((1/6 * 3/8) / 2/3) / 7/4))
[801039] ['1/6', '2/3', '3/8', '7/6', '7/6'] -> ((((7/6 / 1/6) / 2/3) / 3/8) / 7/6)
[801044] ['1/6', '2/3', '3/8', '7/6', '8/7'] -> (8/7 / (((2/3 * 3/8) / 7/6) - 1/6))
[801049] ['1/6', '2/3', '3/8', '7/6', '9/7'] -> (9/7 / (((2/3 - 1/6) / 7/6) - 3/8))
[801051] ['1/6', '2/3', '3/8', '7/8', '7/8'] -> ((((7/8 / 1/6) / 2/3) / 3/8) / 7/8)
[801053] ['1/6', '2/3', '3/8', '7/8', '8/3'] -> ((3/8 / ((7/8 - 1/6) - 2/3)) * 8/3)
[801057] ['1/6', '2/3', '3/8', '7/8', '9/2'] -> (9/2 / (1/6 * ((2/3 * 3/8) + 7/8)))
[801059] ['1/6', '2/3', '3/8', '7/8', '9/5'] -> ((((7/8 / 1/6) / 3/8) - 2/3) * 9/5)
[801063] ['1/6', '2/3', '3/8', '7/9', '8/3'] -> (8/3 / (7/9 - ((1/6 / 2/3) / 3/8)))
[801066] ['1/6', '2/3', '3/8', '7/9', '8/9'] -> ((((2/3 + 7/9) / 1/6) / 3/8) + 8/9)
[801067] ['1/6', '2/3', '3/8', '7/9', '9/2'] -> ((2/3 / ((3/8 * 7/9) - 1/6)) * 9/2)
[801068] ['1/6', '2/3', '3/8', '7/9', '9/4'] -> ((((7/9 / 1/6) - 2/3) / 3/8) * 9/4)
[801078] ['1/6', '2/3', '3/8', '8/3', '9/5'] -> ((((2/3 / 1/6) / 3/8) + 8/3) * 9/5)
[801081] ['1/6', '2/3', '3/8', '8/5', '8/5'] -> (8/5 / (((1/6 * 2/3) * 3/8) * 8/5))
[801084] ['1/6', '2/3', '3/8', '8/5', '9/2'] -> (9/2 / ((2/3 - (1/6 / 8/5)) - 3/8))
[801085] ['1/6', '2/3', '3/8', '8/5', '9/4'] -> (9/4 / (3/8 * ((2/3 / 8/5) - 1/6)))
[801101] ['1/6', '2/3', '3/8', '8/9', '9/8'] -> (9/8 / (((1/6 * 2/3) * 3/8) / 8/9))
[801104] ['1/6', '2/3', '3/8', '9/2', '9/5'] -> ((((2/3 + 9/2) - 1/6) / 3/8) * 9/5)
[801105] ['1/6', '2/3', '3/8', '9/2', '9/7'] -> (9/7 / ((2/3 * 3/8) / (1/6 + 9/2)))
[801107] ['1/6', '2/3', '3/8', '9/4', '9/4'] -> ((((9/4 / 1/6) / 2/3) / 3/8) / 9/4)
[801110] ['1/6', '2/3', '3/8', '9/4', '9/8'] -> ((9/4 / ((2/3 * 3/8) - 1/6)) / 9/8)
[801116] ['1/6', '2/3', '3/8', '9/8', '9/8'] -> ((((9/8 / 1/6) / 2/3) / 3/8) / 9/8)
[801119] ['1/6', '2/3', '4/3', '4/3', '4/7'] -> ((2/3 + (4/3 / 4/7)) / (1/6 / 4/3))
[801133] ['1/6', '2/3', '4/3', '4/3', '7/5'] -> ((4/3 / (1/6 + 2/3)) / (7/5 - 4/3))
[801135] ['1/6', '2/3', '4/3', '4/3', '7/8'] -> ((4/3 / 4/3) / ((7/8 - 1/6) - 2/3))
[801148] ['1/6', '2/3', '4/3', '4/5', '4/9'] -> ((2/3 + ((4/3 / 1/6) / 4/5)) / 4/9)
[801150] ['1/6', '2/3', '4/3', '4/5', '5/3'] -> ((4/3 / ((1/6 + 2/3) - 4/5)) / 5/3)
[801151] ['1/6', '2/3', '4/3', '4/5', '5/4'] -> ((((4/3 + 4/5) / 1/6) / 2/3) * 5/4)
[801158] ['1/6', '2/3', '4/3', '4/5', '7/2'] -> (7/2 / ((2/3 / (4/3 + 4/5)) - 1/6))
[801161] ['1/6', '2/3', '4/3', '4/5', '7/5'] -> (7/5 / (((1/6 + 4/5) / 4/3) - 2/3))
[801165] ['1/6', '2/3', '4/3', '4/5', '8/3'] -> (((4/3 / 1/6) - 4/5) * (2/3 + 8/3))
[801170] ['1/6', '2/3', '4/3', '4/5', '9/4'] -> ((2/3 + ((4/3 / 1/6) / 4/5)) * 9/4)
[801181] ['1/6', '2/3', '4/3', '4/7', '5/8'] -> (((4/3 + (2/3 / 4/7)) / 1/6) / 5/8)
[801182] ['1/6', '2/3', '4/3', '4/7', '5/9'] -> ((((4/3 / 1/6) / 4/7) - 2/3) / 5/9)
[801186] ['1/6', '2/3', '4/3', '4/7', '7/3'] -> (((4/3 + (2/3 * 4/7)) / 1/6) * 7/3)
[801188] ['1/6', '2/3', '4/3', '4/7', '7/5'] -> ((((4/3 + 4/7) / 1/6) / 2/3) * 7/5)
[801191] ['1/6', '2/3', '4/3', '4/7', '7/9'] -> ((4/3 / ((1/6 + 4/7) - 2/3)) / 7/9)
[801193] ['1/6', '2/3', '4/3', '4/7', '8/5'] -> (((4/3 + (2/3 / 4/7)) / 1/6) * 8/5)
[801198] ['1/6', '2/3', '4/3', '4/7', '9/5'] -> ((((4/3 / 1/6) / 4/7) - 2/3) * 9/5)
[801205] ['1/6', '2/3', '4/3', '4/9', '5/6'] -> ((4/3 + (4/9 / 1/6)) / (5/6 - 2/3))
[801211] ['1/6', '2/3', '4/3', '4/9', '7/2'] -> ((4/3 / (4/9 - (1/6 / 2/3))) * 7/2)
[801215] ['1/6', '2/3', '4/3', '4/9', '7/6'] -> ((1/6 + 7/6) / ((2/3 / 4/3) - 4/9))
[801217] ['1/6', '2/3', '4/3', '4/9', '7/9'] -> ((2/3 + ((4/3 / 1/6) / 4/9)) / 7/9)
[801225] ['1/6', '2/3', '4/3', '4/9', '9/7'] -> ((2/3 + ((4/3 / 1/6) / 4/9)) * 9/7)
[801227] ['1/6', '2/3', '4/3', '5/2', '5/2'] -> (((4/3 + (2/3 / 5/2)) / 1/6) * 5/2)
[801228] ['1/6', '2/3', '4/3', '5/2', '5/3'] -> ((((4/3 + 5/2) / 1/6) - 2/3) + 5/3)
[801230] ['1/6', '2/3', '4/3', '5/2', '5/6'] -> (((1/6 + 4/3) + 5/2) / (5/6 - 2/3))
[801237] ['1/6', '2/3', '4/3', '5/2', '7/3'] -> (((2/3 + (4/3 / 1/6)) * 5/2) + 7/3)
[801244] ['1/6', '2/3', '4/3', '5/2', '8/5'] -> (8/5 / (2/3 - ((1/6 + 4/3) / 5/2)))
[801253] ['1/6', '2/3', '4/3', '5/3', '5/4'] -> ((5/3 / (1/6 + 2/3)) / (4/3 - 5/4))
[801271] ['1/6', '2/3', '4/3', '5/3', '9/2'] -> ((((2/3 * 5/3) / 1/6) - 4/3) * 9/2)
[801272] ['1/6', '2/3', '4/3', '5/3', '9/4'] -> (((4/3 + (5/3 / 1/6)) - 2/3) * 9/4)
[801275] ['1/6', '2/3', '4/3', '5/3', '9/8'] -> ((((4/3 + 5/3) / 1/6) / 2/3) / 9/8)
[801283] ['1/6', '2/3', '4/3', '5/4', '7/2'] -> (7/2 / (((5/4 - 1/6) / 4/3) - 2/3))
[801284] ['1/6', '2/3', '4/3', '5/4', '7/3'] -> ((7/3 / 1/6) / ((2/3 + 5/4) - 4/3))
[801285] ['1/6', '2/3', '4/3', '5/4', '7/4'] -> (((4/3 / (5/4 - 2/3)) / 1/6) * 7/4)
[801287] ['1/6', '2/3', '4/3', '5/4', '7/6'] -> ((1/6 + 7/6) / (2/3 * (4/3 - 5/4)))
[801295] ['1/6', '2/3', '4/3', '5/4', '9/4'] -> ((2/3 + ((4/3 * 5/4) / 1/6)) * 9/4)
[801314] ['1/6', '2/3', '4/3', '5/6', '8/7'] -> (8/7 / ((5/6 / (4/3 - 1/6)) - 2/3))
[801315] ['1/6', '2/3', '4/3', '5/6', '8/9'] -> ((8/9 / 1/6) / (4/3 * (5/6 - 2/3)))
[801317] ['1/6', '2/3', '4/3', '5/6', '9/4'] -> (((2/3 + (4/3 * 5/6)) / 1/6) * 9/4)
[801334] ['1/6', '2/3', '4/3', '5/7', '8/5'] -> (8/5 / (1/6 * (4/3 - (2/3 / 5/7))))
[801347] ['1/6', '2/3', '4/3', '5/8', '7/3'] -> (7/3 / (((2/3 * 4/3) - 1/6) - 5/8))
[801348] ['1/6', '2/3', '4/3', '5/8', '7/4'] -> (7/4 / (2/3 - ((1/6 + 5/8) / 4/3)))
[801358] ['1/6', '2/3', '4/3', '5/8', '9/4'] -> ((4/3 / ((1/6 + 5/8) - 2/3)) * 9/4)
[801369] ['1/6', '2/3', '4/3', '5/9', '7/6'] -> ((1/6 + 7/6) / (5/9 - (2/3 / 4/3)))
[801377] ['1/6', '2/3', '4/3', '5/9', '9/4'] -> ((((4/3 + 5/9) / 1/6) - 2/3) * 9/4)
[801390] ['1/6', '2/3', '4/3', '6/5', '8/3'] -> (8/3 / ((1/6 + 2/3) * (4/3 - 6/5)))
[801395] ['1/6', '2/3', '4/3', '6/5', '9/4'] -> (((2/3 + (4/3 / 6/5)) / 1/6) * 9/4)
[801402] ['1/6', '2/3', '4/3', '6/7', '7/4'] -> (((4/3 / (6/7 - 2/3)) / 1/6) / 7/4)
[801411] ['1/6', '2/3', '4/3', '6/7', '9/2'] -> ((((4/3 / 6/7) - 2/3) / 1/6) * 9/2)
[801413] ['1/6', '2/3', '4/3', '6/7', '9/5'] -> (((2/3 + (4/3 / 6/7)) / 1/6) * 9/5)
[801425] ['1/6', '2/3', '4/3', '7/2', '8/7'] -> (8/7 / (1/6 * (2/3 - (4/3 / 7/2))))
[801436] ['1/6', '2/3', '4/3', '7/3', '7/8'] -> (((7/3 / (4/3 - 2/3)) / 1/6) / 7/8)
[801443] ['1/6', '2/3', '4/3', '7/3', '9/4'] -> ((4/3 + ((2/3 * 7/3) / 1/6)) * 9/4)
[801446] ['1/6', '2/3', '4/3', '7/3', '9/8'] -> ((((4/3 + 7/3) / 1/6) - 2/3) * 9/8)
[801452] ['1/6', '2/3', '4/3', '7/4', '8/3'] -> (8/3 / ((2/3 * (7/4 - 4/3)) - 1/6))
[801453] ['1/6', '2/3', '4/3', '7/4', '8/5'] -> (((4/3 + (2/3 * 7/4)) / 1/6) * 8/5)
[801458] ['1/6', '2/3', '4/3', '7/4', '9/5'] -> ((((4/3 * 7/4) / 1/6) - 2/3) * 9/5)
[801467] ['1/6', '2/3', '4/3', '7/5', '8/7'] -> (8/7 / (1/6 * ((4/3 / 7/5) - 2/3)))
[801478] ['1/6', '2/3', '4/3', '7/6', '8/5'] -> (8/5 / ((7/6 / (1/6 + 2/3)) - 4/3))
[801481] ['1/6', '2/3', '4/3', '7/6', '9/2'] -> ((((4/3 * 7/6) - 2/3) / 1/6) * 9/2)
[801483] ['1/6', '2/3', '4/3', '7/6', '9/5'] -> (((2/3 + (4/3 * 7/6)) / 1/6) * 9/5)
[801488] ['1/6', '2/3', '4/3', '7/8', '8/3'] -> (8/3 / ((4/3 * (7/8 - 2/3)) - 1/6))
[801489] ['1/6', '2/3', '4/3', '7/8', '8/5'] -> (((4/3 / (7/8 - 2/3)) / 1/6) / 8/5)
[801499] ['1/6', '2/3', '4/3', '7/9', '8/5'] -> (((4/3 + (7/9 / 2/3)) / 1/6) * 8/5)
[801504] ['1/6', '2/3', '4/3', '7/9', '9/5'] -> ((2/3 + ((4/3 + 7/9) / 1/6)) * 9/5)
[801508] ['1/6', '2/3', '4/3', '8/3', '8/5'] -> ((((2/3 + 8/3) / 1/6) / 4/3) * 8/5)
[801519] ['1/6', '2/3', '4/3', '8/5', '9/2'] -> ((4/3 / ((2/3 / 8/5) - 1/6)) * 9/2)
[801524] ['1/6', '2/3', '4/3', '8/7', '8/7'] -> (((2/3 / (4/3 - 8/7)) / 1/6) * 8/7)
[801532] ['1/6', '2/3', '4/3', '8/9', '9/2'] -> ((8/9 - 4/3) / ((2/3 / 9/2) - 1/6))
[801534] ['1/6', '2/3', '4/3', '8/9', '9/5'] -> ((((4/3 / 1/6) + 8/9) / 2/3) * 9/5)
[801544] ['1/6', '2/3', '4/3', '9/4', '9/7'] -> ((2/3 + ((4/3 * 9/4) / 1/6)) * 9/7)
[801555] ['1/6', '2/3', '4/5', '4/5', '5/2'] -> ((((2/3 + 4/5) / 1/6) + 4/5) * 5/2)
[801556] ['1/6', '2/3', '4/5', '4/5', '5/3'] -> ((((4/5 + 4/5) / 1/6) / 2/3) * 5/3)
[801564] ['1/6', '2/3', '4/5', '4/5', '7/2'] -> (((2/3 + 7/2) / 1/6) - (4/5 / 4/5))
[801568] ['1/6', '2/3', '4/5', '4/5', '7/6'] -> (((2/3 + 4/5) / 1/6) / (7/6 - 4/5))
[801569] ['1/6', '2/3', '4/5', '4/5', '7/8'] -> ((4/5 / 4/5) / ((7/8 - 1/6) - 2/3))
[801577] ['1/6', '2/3', '4/5', '4/5', '9/5'] -> (9/5 / ((1/6 / 4/5) + (2/3 - 4/5)))
[801594] ['1/6', '2/3', '4/5', '4/7', '7/5'] -> (7/5 / (((1/6 + 2/3) - 4/5) / 4/7))
[801599] ['1/6', '2/3', '4/5', '4/7', '8/5'] -> (8/5 / (((4/5 - 2/3) / 4/7) - 1/6))
[801604] ['1/6', '2/3', '4/5', '4/7', '9/5'] -> (9/5 / (((2/3 - 1/6) / 4/7) - 4/5))
[801605] ['1/6', '2/3', '4/5', '4/7', '9/7'] -> (9/7 / (((2/3 - 1/6) / 4/5) - 4/7))
[801607] ['1/6', '2/3', '4/5', '4/9', '4/9'] -> ((4/9 / 1/6) / (2/3 - (4/9 / 4/5)))
[801608] ['1/6', '2/3', '4/5', '4/9', '5/2'] -> ((1/6 + 5/2) / (2/3 - (4/9 / 4/5)))
[801609] ['1/6', '2/3', '4/5', '4/9', '5/3'] -> ((4/5 / ((2/3 - 1/6) - 4/9)) * 5/3)
[801611] ['1/6', '2/3', '4/5', '4/9', '5/6'] -> (((4/9 / (4/5 - 2/3)) / 1/6) / 5/6)
[801614] ['1/6', '2/3', '4/5', '4/9', '5/9'] -> ((4/9 / ((1/6 + 2/3) - 4/5)) / 5/9)
[801618] ['1/6', '2/3', '4/5', '4/9', '7/3'] -> (7/3 / (((1/6 + 4/9) / 4/5) - 2/3))
[801624] ['1/6', '2/3', '4/5', '4/9', '8/3'] -> (8/3 / (((2/3 - 4/9) / 4/5) - 1/6))
[801628] ['1/6', '2/3', '4/5', '4/9', '9/2'] -> (((2/3 + 4/9) / (1/6 / 4/5)) * 9/2)
[801630] ['1/6', '2/3', '4/5', '4/9', '9/5'] -> ((4/9 / ((1/6 + 2/3) - 4/5)) * 9/5)
[801635] ['1/6', '2/3', '4/5', '5/2', '5/4'] -> (((2/3 + (5/2 / 4/5)) / 1/6) + 5/4)
