[8952] ['1/4', '4/5', '7/3', '3', '7'] -> 3 + 7/3 * (1/4 + 7 / 4/5)
[12755] ['1/3', '5/4', '7/5', '4', '6'] -> 6 / 5/4 / (7/5 / 1/3 - 4)
[12756] ['1/7', '2/9', '7/6', '2', '8'] -> 8 / 2/9 - 2 / (1/7 * 7/6)
[12757] ['7/9', '6/5', '7/4', '3', '6'] -> 6 / (3 / 6/5 - 7/4 / 7/9)
[12758] ['1/7', '2/9', '3/2', '2', '3'] -> (2 - 2/9) * (3 + 3/2 / 1/7)
[12759] ['7/9', '7/9', '7/6', '3', '3'] -> 3 / (7/9 - 7/9 / 7/6) - 3
[12760] ['1/7', '2/9', '6/5', '2', '8'] -> 8 / (1/7 * (2/9 + 2)) - 6/5
[12761] ['1/3', '5/4', '9/5', '4', '6'] -> (1/3 + 9/5) * (6 + 5/4 + 4)
[12762] ['1/4', '4/9', '5/6', '3', '5'] -> 3 / (5/6 / (4/9 * 5) - 1/4)
[12763] ['3/8', '7/6', '7/5', '3', '7'] -> 7 / (3/8 * 3 - 7/6 / 7/5)
[12764] ['1/8', '7/8', '9/5', '7', '9'] -> (7 / 7/8 - 9 / 9/5) / 1/8
[12765] ['1/7', '2/9', '5/4', '2', '8'] -> (2 + 2/9 / 1/7) * (8 - 5/4)
[12766] ['7/9', '6/5', '5/2', '3', '6'] -> 6 / (7/9 * 3 - 5/2 / 6/5)
[12767] ['5/9', '8/7', '9/4', '3', '4'] -> 3 / (5/9 * 9/4 - 8/7) - 4
[12768] ['1/8', '7/8', '9/2', '7', '9'] -> 7 / 7/8 + 9 / (1/8 * 9/2)
[12769] ['1/3', '9/7', '7/5', '4', '6'] -> 4 / (7/5 * (1/3 - 9/7 / 6))
[12770] ['8/9', '7/5', '7/2', '4', '9'] -> 4 + 8/9 / 7/5 * 7/2 * 9
[12771] ['1/4', '4/9', '7/8', '3', '5'] -> 5 / (4/9 * 3 - (1/4 + 7/8))
[12772] ['1/7', '2/9', '2', '9/4', '3'] -> (2 + 2/9 / 1/7) * 9/4 * 3
[12773] ['5/9', '8/7', '7/3', '3', '4'] -> 8/7 / (4 / 7/3 - 5/9 * 3)
[12774] ['1/7', '2/9', '8/5', '2', '8'] -> (8/5 + 8 / (1/7 + 2)) / 2/9
[12775] ['1/3', '9/7', '3/2', '4', '6'] -> 4 / (6 / 9/7 - 3/2 / 1/3)
[12776] ['3/8', '7/6', '9/5', '3', '7'] -> 7 / ((3 - 3/8) / 9/5 - 7/6)
[12777] ['2/7', '2/5', '4/9', '1', '8'] -> (8 / (2/7 + 2/5) - 1) / 4/9
[12778] ['1/6', '5/9', '4/7', '3', '8'] -> 3 / (1/6 / 5/9) + 8 / 4/7
[12779] ['7/9', '5/4', '5/4', '3', '6'] -> 6 / (5/4 / 5/4 - 7/9) - 3
[12780] ['1/4', '4/9', '7/6', '3', '5'] -> 5 / (1/4 * (4/9 + 7/6 / 3))
[12781] ['2/7', '2/5', '1/2', '1', '8'] -> 1/2 + 1 / 2/7 + 8 / 2/5
[12782] ['1/7', '2/9', '7/4', '2', '8'] -> 8 + 7/4 * (1/7 + 2 / 2/9)
[12783] ['5/9', '8/7', '3', '7/2', '4'] -> 3 / (7/2 / (8/7 + 4) - 5/9)
[12784] ['3/8', '6/5', '5/4', '3', '7'] -> (7 + 3 / (6/5 * 5/4)) / 3/8
[12785] ['8/9', '8/5', '7/4', '4', '9'] -> 8/5 * (8/9 * 9 + 7/4 * 4)
[12786] ['4/7', '4/7', '5/4', '6', '8'] -> 6 + 8 * (5/4 + 4/7 / 4/7)
[12787] ['1/9', '6/7', '7/4', '3', '6'] -> 6 + 3 / (7/4 * 1/9 * 6/7)
[12788] ['1/4', '4/9', '6/5', '3', '5'] -> 4/9 * 5 * (3 / 1/4 - 6/5)
[12789] ['1/7', '1/4', '2/5', '2', '3'] -> (2/5 + 2 / 1/4) * (3 - 1/7)
[12790] ['5/7', '8/9', '1', '4', '9/2'] -> (4 - 8/9) * 9/2 * (5/7 + 1)
[12791] ['1/7', '2/9', '2', '9/4', '8'] -> 9/4 * (2/9 + 2 / 1/7) - 8
[12792] ['7/9', '5/4', '3/2', '3', '6'] -> 6 / (3 * (5/4 - 7/9 * 3/2))
[12793] ['1/8', '8/9', '7/5', '7', '9'] -> (8/9 * 9 - 7 / 7/5) / 1/8
[12794] ['1/7', '1/4', '4/9', '2', '3'] -> 2 / (1/7 * 3) / (4/9 - 1/4)
[12795] ['1/3', '4/3', '7/5', '4', '6'] -> (7/5 - (1/3 - 4/3)) * (4 + 6)
[12796] ['1/4', '4/9', '8/5', '3', '5'] -> 8/5 / 3 * 5 / (1/4 * 4/9)
[12797] ['5/9', '7/6', '9/7', '3', '4'] -> 4 / (5/9 * 3 - 7/6 * 9/7)
[12798] ['2/7', '2/5', '5/7', '1', '8'] -> (8 + 5/7 + 1) / 2/5 - 2/7
[12799] ['1/7', '1/4', '5/9', '2', '3'] -> 2 / (1/4 / 1/7 - 5/9 * 3)
[12800] ['1/6', '5/9', '5/4', '3', '8'] -> 8 / (3 - 5/9 / (1/6 * 5/4))
[12801] ['1/4', '4/9', '9/5', '3', '5'] -> 5 * (1/4 * 3 + 9/5 / 4/9)
[12802] ['7/9', '5/4', '9/5', '3', '6'] -> 6 / (3 * (7/9 - 5/4 / 9/5))
[12803] ['1/3', '7/5', '9/4', '4', '6'] -> 9/4 * (7/5 - 1/3) * (4 + 6)
[12804] ['1/7', '1/4', '3/5', '2', '3'] -> 2 / (3 - 1/4 / (1/7 * 3/5))
[12805] ['1/6', '5/9', '9/7', '3', '8'] -> 3 / (9/7 * (1/6 - 5/9 / 8))
[12806] ['7/9', '7/9', '3', '3', '7/2'] -> (3 + 7/9 * 3) / (7/9 / 7/2)
[12807] ['1/7', '2/9', '2', '9/2', '8'] -> 8 + 9/2 * (2 + 2/9 / 1/7)
[12808] ['2/7', '2/5', '7/9', '1', '8'] -> (8 / 7/9 - 2/7) / 2/5 - 1
[12809] ['8/9', '7/4', '9/5', '4', '9'] -> 8/9 * 4 * (7/4 + 9 / 9/5)
[12810] ['1/8', '8/9', '7/4', '7', '9'] -> 7 / (1/8 * 7/4) - 8/9 * 9
[12811] ['9/8', '3/2', '2', '7/3', '5'] -> (2 + 5) / (9/8 + 3/2 - 7/3)
[12812] ['4/7', '3/5', '3/4', '6', '8'] -> 6 / (3/5 - 4/7) / (3/4 + 8)
[12813] ['7/9', '5/4', '3', '9/2', '6'] -> 6 / (5/4 * 3 - 7/9 * 9/2)
[12814] ['1/7', '1/4', '2/5', '2', '8'] -> (8 / 2/5 - 2 / 1/7) / 1/4
[12815] ['7/9', '4/5', '5/6', '3', '3'] -> 3 / (7/9 - 4/5 * 5/6) - 3
[12816] ['2/7', '2/5', '7/8', '1', '8'] -> 1 / (2/7 * 7/8) + 8 / 2/5
[12817] ['8/9', '7/4', '4', '9/2', '9'] -> (9/2 + 9) / (7/4 / (4 - 8/9))
[12818] ['7/9', '9/7', '7/5', '3', '6'] -> (3 - 7/9) * 6 * 9/7 * 7/5
[12819] ['1/4', '1/2', '5/7', '3', '5'] -> (3 - 5/7) / (1/2 / (1/4 + 5))
[12820] ['4/7', '3/5', '5/6', '6', '8'] -> (6 + 8) / 4/7 - 3/5 * 5/6
[12821] ['1/7', '1/4', '4/9', '2', '8'] -> (2 / (1/4 - 1/7) - 8) / 4/9
[12822] ['3/8', '5/4', '4/3', '3', '7'] -> (5/4 * 3 + 7 / 4/3) / 3/8
[12823] ['1/4', '1/2', '7/9', '3', '5'] -> 5 / (1/4 * 3) / (7/9 - 1/2)
[12824] ['7/9', '9/7', '9/5', '3', '6'] -> (9/5 + 3) * (6 - 7/9 * 9/7)
[12825] ['1/8', '8/9', '7/2', '7', '9'] -> 8/9 * 9 + 7 / (1/8 * 7/2)
[12826] ['2/7', '2/5', '1', '9/8', '8'] -> 8 / (1 / (2/7 + 2/5) - 9/8)
[12827] ['1/7', '1/4', '5/3', '2', '3'] -> 2 / (3 - 5/3 / (1/7 / 1/4))
[12828] ['1/4', '1/2', '8/9', '3', '5'] -> 1/2 * 3 + 5 / (1/4 * 8/9)
[12829] ['1/9', '7/8', '7/3', '3', '6'] -> (7/3 + 6 * (1/9 + 3)) / 7/8
[12830] ['1/7', '1/4', '9/5', '2', '3'] -> 2 / (1/4 / 1/7 - 3 / 9/5)
[12831] ['1/8', '9/8', '6/5', '7', '9'] -> 6/5 * (1/8 + 9/8) * (7 + 9)
[12832] ['8/9', '9/5', '7/3', '4', '9'] -> (4 - 7/3) * 9 * 8/9 * 9/5
[12833] ['1/6', '4/7', '4/5', '3', '8'] -> (8 / 4/5 - 3) / (1/6 / 4/7)
[12834] ['1/9', '7/8', '3', '7/2', '6'] -> 6 / (7/2 / (1/9 + 3) - 7/8)
[12835] ['9/8', '8/5', '2', '5/2', '5'] -> (5/2 + 5) / (9/8 / (8/5 + 2))
[12836] ['8/9', '9/5', '5/2', '4', '9'] -> 8/9 * (9 + 4 * 9/5 * 5/2)
[12837] ['1/7', '1/4', '7/9', '2', '8'] -> (8 - 1/7 * 2) / (1/4 / 7/9)
[12838] ['9/8', '8/5', '2', '8/3', '5'] -> 9/8 * 2 * (8/3 + 8/5 * 5)
[12839] ['5/7', '1', '9/8', '5/2', '4'] -> 5/2 / (5/7 * (9/8 - 1)) - 4
[12840] ['5/9', '6/5', '7/4', '3', '4'] -> 6/5 / ((4 - 3) / 5/9 - 7/4)
[12841] ['4/7', '3/5', '7/6', '6', '8'] -> 4/7 * 7/6 + (6 + 8) / 3/5
[12842] ['1/7', '1/4', '5/6', '2', '8'] -> 8 / (5/6 / (2 - 1/4) - 1/7)
[12843] ['8/9', '9/5', '7/2', '4', '9'] -> 4 + 8/9 * 9/5 * (7/2 + 9)
[12844] ['2/7', '2/5', '1', '3/2', '8'] -> 8 / 2/7 - (3/2 + 1 / 2/5)
[12845] ['9/8', '8/5', '2', '7/2', '5'] -> (2 * 7/2 - 8/5) / (9/8 / 5)
[12846] ['7/9', '4/5', '6/5', '3', '3'] -> 3 / (7/9 - 4/5 / 6/5) - 3
[12847] ['1/8', '9/8', '9/5', '7', '9'] -> (9 / 9/5 - 9/8) / 1/8 - 7
[12848] ['1/4', '5/9', '4/7', '3', '5'] -> 5 * (3 / 4/7 - 1/4 / 5/9)
[12849] ['1/9', '8/9', '8/5', '3', '6'] -> 8/5 * 3 * (6 - (1/9 + 8/9))
[12850] ['4/7', '3/5', '4/3', '6', '8'] -> 3/5 * (4/7 + 8) * (6 - 4/3)
[12851] ['1/6', '4/7', '6/5', '3', '8'] -> (4/7 + 8) * (3 - 1/6 * 6/5)
[12852] ['1/7', '2/7', '7/9', '2', '3'] -> (2/7 * 3 + 2 / 7/9) / 1/7
[12853] ['5/9', '5/4', '5/4', '3', '4'] -> 4 * (5/4 / 5/9 + 5/4 * 3)
[12854] ['1/8', '9/8', '7/2', '7', '9'] -> 7 / (1/8 * 7/2) + 9 / 9/8
[12855] ['1/4', '5/9', '5/7', '3', '5'] -> (5/9 + 3) * (5 / 5/7 - 1/4)
[12856] ['3/8', '2/5', '5/9', '4', '6'] -> (6 - 4) / (5/9 * 3/8 * 2/5)
[12857] ['1/7', '2/7', '4/5', '2', '3'] -> 2 / (1/7 / 4/5 - 2/7 / 3)
[12858] ['5/9', '5/4', '9/7', '3', '4'] -> (5/4 + 4) * 9/7 * (5/9 + 3)
[12859] ['1/9', '9/8', '6/5', '3', '6'] -> 6 / (1/9 * 6/5) / (3 - 9/8)
[12860] ['2/7', '2/5', '1', '9/4', '8'] -> 9/4 * (8 / (2/7 + 2/5) - 1)
[12861] ['9/8', '9/8', '8/7', '4', '9'] -> (9 / 8/7 - 9/8) / (9/8 / 4)
[12862] ['4/7', '3/5', '9/4', '6', '8'] -> 6 / 8 / (3/5 - 4/7) - 9/4
[12863] ['5/9', '5/4', '7/5', '3', '4'] -> 5/4 * (5/9 + 3) * (7/5 + 4)
[12864] ['1/4', '5/9', '4/5', '3', '5'] -> 3 / (1/4 * 4/5) + 5 / 5/9
[12865] ['9/8', '7/4', '9/5', '2', '5'] -> 5 * (2 + 9/5 / (9/8 / 7/4))
[12866] ['1/6', '4/7', '8/5', '3', '8'] -> 8/5 + 8 / (1/6 + 4/7 / 3)
[12867] ['9/8', '9/8', '6/5', '4', '9'] -> 4 * (9/8 / (6/5 - 9/8) - 9)
[12868] ['7/9', '7/5', '5/2', '3', '6'] -> 5/2 * 6 / (7/9 / 7/5) - 3
[12869] ['3/8', '2/5', '5/7', '4', '6'] -> 2/5 * 4 + 6 / (3/8 * 5/7)
[12870] ['7/9', '4/5', '8/5', '3', '3'] -> 8/5 / (4/5 * 3 - 7/9 * 3)
[12871] ['9/8', '7/4', '2', '9/4', '5'] -> (7/4 + 5) / (9/8 * (9/4 - 2))
[12872] ['7/9', '7/5', '8/3', '3', '6'] -> 8/3 + 6 * (3 + 7/9 / 7/5)
[12873] ['1/6', '4/7', '9/5', '3', '8'] -> 3 / (1/6 * 9/5) + 8 / 4/7
[12874] ['7/9', '4/5', '5/3', '3', '3'] -> (5/3 / (4/5 - 7/9) - 3) / 3
[12875] ['1/9', '9/8', '8/5', '3', '6'] -> 9/8 + 6 + 3 / (1/9 * 8/5)
[12876] ['1/8', '8/7', '9/7', '7', '9'] -> 9/7 / (1/8 - 8/7 / (7 + 9))
[12877] ['3/8', '2/5', '7/9', '4', '6'] -> (3/8 + 4) * (6 - 2/5 / 7/9)
[12878] ['2/7', '2/5', '1', '8/3', '8'] -> 8 / 2/5 / (1 / 2/7 - 8/3)
[12879] ['4/7', '3/5', '9/2', '6', '8'] -> 8 * (6 / 4/7 - 9/2 / 3/5)
[12880] ['7/9', '7/5', '3', '7/2', '6'] -> 7/5 * (7/2 * 6 - 3 / 7/9)
[12881] ['1/4', '5/9', '8/7', '3', '5'] -> 8/7 * (3 / 1/4 + 5 / 5/9)
[12882] ['3/8', '7/5', '3/2', '3', '7'] -> (3/8 + 3/2) * (3 + 7/5 * 7)
[12883] ['4/7', '5/8', '5/8', '6', '8'] -> 4/7 * 6 * (8 - 5/8 / 5/8)
[12884] ['1/9', '9/8', '9/5', '3', '6'] -> (6 / (1/9 * 9/5) - 3) / 9/8
[12885] ['1/6', '3/5', '5/7', '3', '8'] -> (8 + 3/5 - 3) / (1/6 / 5/7)
[12886] ['2/7', '2/5', '1', '9/2', '8'] -> (2/7 + 2/5) * (9/2 * 8 - 1)
[12887] ['3/8', '2/5', '8/7', '4', '6'] -> 4 / 2/5 + 6 / (3/8 * 8/7)
[12888] ['4/7', '5/8', '3/4', '6', '8'] -> (6 + 8 / 4/7) / (5/8 / 3/4)
[12889] ['1/8', '8/7', '9/5', '7', '9'] -> (8/7 * 7 - 9 / 9/5) / 1/8
[12890] ['5/9', '9/7', '4/3', '3', '4'] -> (4/3 + 4 / 9/7) / (5/9 / 3)
[12891] ['5/7', '1', '8/7', '9/4', '4'] -> 9/4 * 4 / (1 - 5/7 / 8/7)
[12892] ['1/6', '3/5', '7/9', '3', '8'] -> 8 / (3 / 3/5 - 7/9 / 1/6)
[12893] ['1/4', '5/9', '8/5', '3', '5'] -> (8/5 - 1/4) * 5 * (5/9 + 3)
[12894] ['3/8', '2/5', '9/7', '4', '6'] -> (3/8 + 4) * (6 - 2/5 * 9/7)
[12895] ['2/7', '3/7', '3/5', '1', '8'] -> (3/7 + 1) * 8 / (2/7 / 3/5)
[12896] ['5/7', '1', '7/6', '7/6', '4'] -> 4 / 7/6 / (1 / 7/6 - 5/7)
[12897] ['9/8', '9/5', '2', '7/2', '5'] -> 9/5 * 5 / (7/2 - (9/8 + 2))
[12898] ['3/8', '7/5', '5/2', '3', '7'] -> 3 / (7/5 * 5/2 / 7 - 3/8)
[12899] ['5/9', '9/7', '3/2', '3', '4'] -> 4 / (5/9 - 3/2 / (9/7 * 3))
[12900] ['4/7', '5/8', '5/6', '6', '8'] -> 4/7 * 8 * (6 - 5/8 / 5/6)
[12901] ['5/9', '9/7', '8/5', '3', '4'] -> (9/7 + 3) * (4 / 5/9 - 8/5)
[12902] ['9/8', '2', '9/4', '5/2', '5'] -> 2 * (5/2 * 5 - 9/8 / 9/4)
[12903] ['1/6', '3/5', '7/8', '3', '8'] -> 3 / (7/8 / 3/5 - 1/6 * 8)
[12904] ['3/8', '7/5', '3', '7/2', '7'] -> 3 / (3/8 * 7 - 7/2 / 7/5)
[12905] ['4/7', '5/8', '8/9', '6', '8'] -> 8 / (6 * (5/8 - 4/7)) - 8/9
[12906] ['7/9', '4/5', '3', '3', '9/2'] -> (3 - 7/9) * 9/2 * 4/5 * 3
[12907] ['3/8', '2/5', '7/3', '4', '6'] -> 6 / (3/8 * 2/5) / (4 - 7/3)
[12908] ['5/7', '1', '7/6', '3/2', '4'] -> 4 / (5/7 * 7/6 - 1 / 3/2)
[12909] ['1/9', '8/7', '3/2', '3', '6'] -> (1/9 + 3) * (6 + 8/7 * 3/2)
[12910] ['1/8', '7/6', '7/5', '7', '9'] -> 7 / (1/8 * 9 - 7/6 / 7/5)
[12911] ['4/7', '5/8', '8/7', '6', '8'] -> 6 * (8/7 + 8 * 4/7 * 5/8)
[12912] ['5/9', '9/7', '9/5', '3', '4'] -> 4 * (9/5 + 3 / (5/9 * 9/7))
[12913] ['3/8', '2/5', '4', '9/2', '6'] -> (6 / 2/5 - 9/2) / 3/8 - 4
[12914] ['7/9', '8/5', '5/2', '3', '6'] -> 8/5 / (6 / 5/2 - 7/9 * 3)
[12915] ['4/7', '5/8', '7/6', '6', '8'] -> 8 + 6 * (5/8 + 7/6 / 4/7)
[12916] ['1/8', '7/6', '8/5', '7', '9'] -> 7 + 8/5 * (1/8 + 7/6 * 9)
[12917] ['1/7', '1/3', '3/5', '2', '8'] -> 3/5 * (8 / (1/3 - 1/7) - 2)
[12918] ['7/9', '5/6', '8/9', '3', '3'] -> 3 / 3 / (7/9 / 8/9 - 5/6)
[12919] ['1/9', '8/7', '9/5', '3', '6'] -> 8/7 * (6 + 3 / (1/9 * 9/5))
[12920] ['4/7', '5/8', '6/5', '6', '8'] -> 4/7 * 8 * (6 - 5/8 * 6/5)
[12921] ['1/7', '1/3', '5/8', '2', '8'] -> 2 / (1/7 * (5/8 - 1/3 / 8))
[12922] ['9/8', '8/7', '8/3', '4', '9'] -> 8/7 * (9 + 4 * 9/8 * 8/3)
[12923] ['4/7', '5/8', '5/4', '6', '8'] -> (6 + 8) / 4/7 - 5/8 / 5/4
[12924] ['5/9', '9/7', '8/3', '3', '4'] -> 8/3 / (3 / 9/7 - 5/9 * 4)
[12925] ['2/7', '4/9', '4/7', '1', '8'] -> (4/7 + 8) / (1 - 2/7 / 4/9)
[12926] ['8/7', '8/7', '6/5', '2', '5'] -> 5 * (8/7 + 8/7 * (6/5 + 2))
[12927] ['1/6', '3/5', '9/4', '3', '8'] -> (8 - 3 / 9/4) / (1/6 / 3/5)
[12928] ['1/7', '1/3', '4/5', '2', '8'] -> 1/3 * (2 + 8 / (1/7 * 4/5))
[12929] ['1/9', '8/7', '3', '7/2', '6'] -> 6 + (8/7 + 3 / 7/2) / 1/9
[12930] ['3/8', '5/3', '5/3', '3', '7'] -> (3 + 7 - 5/3 / 5/3) / 3/8
[12931] ['2/7', '4/9', '3/5', '1', '8'] -> 8 / 3/5 / (4/9 / 2/7 - 1)
[12932] ['1/4', '4/7', '9/8', '3', '5'] -> (1/4 + 5 / 4/7) / (9/8 / 3)
[12933] ['9/8', '7/6', '7/6', '4', '9'] -> (4 - 7/6 / 7/6) / (9/8 / 9)
[12934] ['7/9', '5/3', '7/4', '3', '6'] -> (6 + 5/3 + 3) / (7/9 / 7/4)
[12935] ['4/7', '5/8', '4/3', '6', '8'] -> (6 + 8 / 4/7) / (5/8 * 4/3)
[12936] ['5/7', '1', '7/6', '4', '9/2'] -> (4 * 9/2 - 1 / 7/6) / 5/7
[12937] ['5/9', '9/7', '3', '4', '9/2'] -> 4 / (5/9 * 9/2 - 3 / 9/7)
[12938] ['1/9', '8/7', '3', '9/2', '6'] -> 8/7 * 6 * (3 + 1/9 * 9/2)
[12939] ['4/7', '5/8', '7/5', '6', '8'] -> 7/5 * 6 * 8 * 4/7 * 5/8
[12940] ['8/7', '8/7', '4/3', '2', '5'] -> 8/7 / (5 - 2 * (8/7 + 4/3))
[12941] ['7/9', '5/6', '5/4', '3', '3'] -> 3 / (7/9 - 5/6 / 5/4) - 3
[12942] ['5/7', '1', '6/5', '6/5', '4'] -> 6/5 * 4 / (1 / 5/7 - 6/5)
[12943] ['1/6', '5/8', '5/7', '3', '8'] -> (8 * 5/8 / 5/7 - 3) / 1/6
[12944] ['5/9', '4/3', '7/5', '3', '4'] -> 3 * (4/3 / 5/9 + 7/5 * 4)
[12945] ['1/9', '7/6', '6/5', '3', '6'] -> 6/5 * (3 / 1/9 - 7/6 * 6)
[12946] ['1/7', '3/8', '1/2', '2', '3'] -> 3 / (3/8 / 1/7 - (1/2 + 2))
[12947] ['4/7', '5/8', '8/5', '6', '8'] -> 4/7 * 6 * (8 - 5/8 * 8/5)
[12948] ['5/7', '1', '6/5', '5/4', '4'] -> 1 / 5/7 / (5/4 - 6/5) - 4
[12949] ['3/8', '3/7', '4/5', '4', '6'] -> (6 / 3/7 - 4 / 4/5) / 3/8
[12950] ['1/9', '7/6', '7/5', '3', '6'] -> 7/5 * (3 / (1/9 * 7/6) - 6)
[12951] ['5/7', '1', '6/5', '4/3', '4'] -> 4 / (4/3 - 1 / (5/7 * 6/5))
[12952] ['1/4', '4/7', '7/5', '3', '5'] -> (5 / 7/5 - (4/7 - 3)) / 1/4
[12953] ['4/7', '5/8', '9/5', '6', '8'] -> 9/5 / (6 / (4/7 + 8) - 5/8)
[12954] ['1/6', '5/8', '8/7', '3', '8'] -> 8 / 1/6 / (3 / 8/7 - 5/8)
[12955] ['7/9', '5/6', '8/5', '3', '3'] -> 8/5 / (3 / 3 - 7/9 / 5/6)
[12956] ['3/8', '3/7', '9/8', '4', '6'] -> (4 + 6 / 3/7) / (9/8 - 3/8)
[12957] ['4/7', '5/8', '9/4', '6', '8'] -> 4/7 * (6 * (8 - 5/8) - 9/4)
[12958] ['2/7', '4/9', '5/6', '1', '8'] -> (1 / 2/7 - (5/6 - 8)) / 4/9
[12959] ['1/6', '5/8', '7/6', '3', '8'] -> 8 + (3 + 7/6 / 1/6) / 5/8
[12960] ['7/9', '5/6', '5/3', '3', '3'] -> 5/3 / (5/6 - 7/9) - (3 + 3)
[12961] ['7/9', '9/5', '8/3', '3', '6'] -> (3 - 7/9) * (6 + 9/5 * 8/3)
[12962] ['3/8', '3/7', '6/5', '4', '6'] -> (3/8 + 4) * (6 - 3/7 * 6/5)
[12963] ['1/4', '4/7', '9/5', '3', '5'] -> 5 * (3 / 4/7 - 1/4 * 9/5)
[12964] ['4/7', '5/8', '7/3', '6', '8'] -> 8 / (7/3 / 4/7 - 5/8 * 6)
[12965] ['2/7', '4/9', '7/8', '1', '8'] -> 8 / (4/9 * (1 - 2/7 * 7/8))
[12966] ['1/9', '6/5', '9/7', '3', '6'] -> (6 / 6/5 - 3 / 9/7) / 1/9
[12967] ['1/8', '6/5', '5/2', '7', '9'] -> (5/2 - 7 + 9 / 6/5) / 1/8
[12968] ['1/7', '3/8', '8/9', '2', '3'] -> 2 / 3/8 + 3 / (1/7 / 8/9)
[12969] ['5/9', '7/5', '8/5', '3', '4'] -> 8/5 * 4 / (5/9 * 3 - 7/5)
[12970] ['1/7', '1/3', '2', '9/4', '8'] -> 2 / (1/7 * 1/3) - 9/4 * 8
[12971] ['1/9', '6/5', '7/4', '3', '6'] -> (6 / (1/9 * 6/5) - 3) / 7/4
[12972] ['4/7', '5/8', '8/3', '6', '8'] -> 6 * 5/8 * 8/3 + 8 / 4/7
[12973] ['1/4', '4/7', '8/3', '3', '5'] -> 4/7 * 8/3 * 3 * (1/4 + 5)
[12974] ['3/8', '3/7', '3/2', '4', '6'] -> (6 - 3/2) / (3/8 * 3/7) - 4
[12975] ['1/7', '3/8', '6/5', '2', '3'] -> (6/5 + 3) / (3/8 / (1/7 + 2))
[12976] ['5/7', '1', '6/5', '7/3', '4'] -> 4 / (5/7 / 6/5 - 1 / 7/3)
[12977] ['1/8', '6/5', '7/2', '7', '9'] -> (7/2 + 7 - 9 / 6/5) / 1/8
[12978] ['2/7', '4/9', '1', '6/5', '8'] -> 8 / (4/9 * (1 - 2/7)) - 6/5
[12979] ['5/9', '7/5', '7/4', '3', '4'] -> 3 * (7/5 / 7/4 + 4 / 5/9)
[12980] ['4/7', '5/8', '9/2', '6', '8'] -> (9/2 / 4/7 - 6) / (5/8 / 8)
[12981] ['1/7', '3/8', '4/3', '2', '3'] -> (2 + 3 / 1/7) / (4/3 - 3/8)
[12982] ['7/9', '5/6', '5/2', '3', '3'] -> 3 * (7/9 + 5/2 * 3) - 5/6
[12983] ['1/4', '3/5', '5/7', '3', '5'] -> (3 + 5 / 5/7) / (1/4 / 3/5)
[12984] ['9/8', '6/5', '8/3', '4', '9'] -> 4 * 9 / (9/8 * 6/5) - 8/3
[12985] ['1/8', '5/4', '5/3', '7', '9'] -> (9 / 5/4 - 7 / 5/3) / 1/8
[12986] ['7/9', '5/6', '8/3', '3', '3'] -> (5/6 + 8/3) * (3 + 3 / 7/9)
[12987] ['2/5', '2/5', '5/9', '3', '7'] -> 7 / (2/5 * 5/9) - 3 / 2/5
[12988] ['1/7', '3/8', '2/5', '2', '8'] -> 2 / (2/5 - 3/8) - 8 / 1/7
[12989] ['5/9', '7/5', '5/2', '3', '4'] -> 4 / (5/2 - 3 * 5/9 * 7/5)
[12990] ['1/7', '3/8', '8/5', '2', '3'] -> 3 / 1/7 / (2 / 8/5 - 3/8)
[12991] ['1/4', '3/5', '7/9', '3', '5'] -> (5 / 3/5 - 7/9 * 3) / 1/4
[12992] ['8/7', '7/6', '8/5', '2', '5'] -> (8/5 + 2) * 5 * 8/7 * 7/6
[12993] ['1/7', '3/8', '5/3', '2', '3'] -> (2 / 1/7 - 5/3 * 3) / 3/8
[12994] ['8/7', '7/6', '5/3', '2', '5'] -> (2 + 5) / (5/3 / 8/7 - 7/6)
[12995] ['4/5', '4/5', '8/9', '3', '6'] -> 3 / (4/5 / 8/9 - 4/5) - 6
[12996] ['2/7', '4/9', '1', '3/2', '8'] -> 8 * (3/2 / 2/7 - 1 / 4/9)
[12997] ['2/5', '2/5', '7/9', '3', '7'] -> 3 * (7 / 7/9 - 2/5 / 2/5)
[12998] ['5/9', '7/5', '3', '4', '9/2'] -> 4 / 5/9 / (9/2 - 7/5 * 3)
[12999] ['8/7', '7/6', '7/4', '2', '5'] -> 2 * 5 / (7/4 - 8/7 * 7/6)
[13000] ['4/7', '2/3', '6/5', '6', '8'] -> (4/7 + 8) * (2/3 * 6 - 6/5)
[13001] ['3/8', '3/7', '5/2', '4', '6'] -> 6 / (3/8 / 3/7 - 5/2 / 4)
[13002] ['2/7', '4/9', '1', '7/4', '8'] -> 8 / 2/7 - (7/4 + 1 / 4/9)
[13003] ['4/5', '5/6', '6/7', '3', '6'] -> 3 / (4/5 / 6/7 - 5/6) - 6
[13004] ['8/7', '7/6', '9/5', '2', '5'] -> 9/5 * 2 * 5 * 8/7 * 7/6
[13005] ['1/7', '3/8', '3/5', '2', '8'] -> 2 / (1/7 * 3/8) - 8 / 3/5
[13006] ['5/7', '1', '5/4', '3/2', '4'] -> 4 / (5/4 / (5/7 * 3/2) - 1)
[13007] ['7/9', '6/7', '8/7', '3', '3'] -> (3 + 3 / 7/9) / (8/7 - 6/7)
[13008] ['9/8', '5/4', '8/3', '4', '9'] -> 9 + 9/8 * 5/4 * 8/3 * 4
