[62658] ['1/4', '3/8', '5/9', '5', '8'] -> (5 / 5/9 - 3/8 * 8) / 1/4
[67838] ['3/5', '7/9', '1', '9/2', '7'] -> 7 / (1 - 7/9) - 9/2 / 3/5
[67839] ['3/8', '5/6', '9/8', '5', '8'] -> 8 * (5 / 5/6 - 9/8 / 3/8)
[67840] ['1/6', '1/6', '7/6', '7', '7'] -> (7 + 7 / (1/6 + 1/6)) / 7/6
[67841] ['3/7', '8/5', '9/5', '9', '9'] -> 9 / (9/5 - 8/5) - 9 / 3/7
[67842] ['4/7', '5/4', '8/5', '5', '6'] -> 4/7 * 6 * (5 + 5/4 * 8/5)
[67843] ['2/9', '4/9', '1', '7/5', '5'] -> (1 + 7/5) * 5 / (2/9 / 4/9)
[67844] ['1/9', '9/7', '9/7', '4', '4'] -> (4 / 1/9 - 9/7 * 4) / 9/7
[67845] ['5/9', '1', '9/2', '9/2', '9'] -> 5/9 * (9/2 + 9/2 * 9) - 1
[67846] ['3/7', '1', '6/5', '9/5', '2'] -> 9/5 / (1 / 2 - 3/7) - 6/5
[67847] ['4/7', '5/4', '5/3', '5', '6'] -> 6 * (5 / (4/7 * 5/3) - 5/4)
[67848] ['4/7', '4/7', '4/7', '1', '9'] -> 9 * (4/7 + 4/7) / (1 - 4/7)
[67849] ['1/9', '9/7', '4/3', '4', '4'] -> (4 + 4 / (1/9 * 9/7)) / 4/3
[67850] ['3/8', '7/4', '9/5', '2', '5'] -> 9/5 * 5 * (7/4 / 3/8 - 2)
[67851] ['3/5', '4/5', '8/9', '1', '7'] -> (4/5 + 7) / (1 - 3/5 / 8/9)
[67852] ['1/6', '1/6', '5/4', '7', '7'] -> 7 / 7 / (1/6 * 5/4 - 1/6)
[67853] ['3/8', '4/9', '7/9', '2', '2'] -> 2 / 2 / (3/8 + 4/9 - 7/9)
[67854] ['1/9', '9/7', '7/5', '4', '4'] -> 4 + 4 / (7/5 * 1/9 * 9/7)
[67855] ['3/7', '1', '6/5', '2', '7/3'] -> 6/5 / (2 / (7/3 - 3/7) - 1)
[67856] ['5/8', '8/7', '7/6', '4', '6'] -> 6 / (5/8 / 7/6 - 8/7 / 4)
[67857] ['8/9', '1', '9/5', '7/2', '6'] -> (7/2 - 1) * 6 * 8/9 * 9/5
[67858] ['4/9', '5/6', '9/4', '6', '6'] -> 6 * (5/6 * 6 - 4/9 * 9/4)
[67859] ['2/9', '4/9', '1', '9/4', '5'] -> (1 + 5) / (9/4 - 4/9 / 2/9)
[67860] ['1/6', '5/6', '6/7', '1', '6'] -> (6 - (5/6 + 1 / 6/7)) / 1/6
[67861] ['3/8', '5/6', '9/7', '5', '8'] -> (5 + 8) / (5/6 - 3/8 / 9/7)
[67862] ['4/7', '4/7', '4/5', '1', '9'] -> (1 + 9) / (4/7 / (4/7 + 4/5))
[67863] ['1/6', '1/6', '7/5', '7', '7'] -> (1/6 + 7 / 7/5) / 1/6 - 7
[67864] ['3/8', '9/5', '2', '7/3', '5'] -> 5 * (9/5 - 7/3 + 2 / 3/8)
[67865] ['5/8', '8/7', '4/3', '4', '6'] -> (4 / (4/3 - 8/7) - 6) / 5/8
[67866] ['3/7', '5/3', '5/3', '9', '9'] -> 3/7 * 9 * (9 - 5/3 * 5/3)
[67867] ['4/7', '5/4', '8/3', '5', '6'] -> 6 / (4/7 / 8/3) - 5 / 5/4
[67868] ['1/6', '1/6', '8/5', '7', '7'] -> 8/5 * (1/6 / 1/6 + 7 + 7)
[67869] ['4/9', '5/6', '7/2', '6', '6'] -> 6 / (5/6 * 7/2 - 4/9 * 6)
[67870] ['3/8', '4/9', '7/8', '2', '2'] -> 3/8 * 2 / (2 - 7/8 / 4/9)
[67871] ['3/5', '1', '1', '5/3', '5/3'] -> 5/3 / (5/3 - (3/5 + 1)) - 1
[67872] ['3/5', '4/5', '1', '7/3', '7'] -> (1 + 7/3) * (7 - (3/5 - 4/5))
[67873] ['3/7', '5/3', '9/5', '9', '9'] -> 9 / 3/7 + 9 / (5/3 * 9/5)
[67874] ['3/8', '5/6', '7/4', '5', '8'] -> (5 + 8) / (7/4 - (3/8 + 5/6))
[67875] ['4/9', '6/7', '7/8', '6', '6'] -> 6 + 6 / (7/8 * 4/9 * 6/7)
[67876] ['3/8', '4/9', '9/8', '2', '2'] -> 2 / 4/9 / (9/8 / 2 - 3/8)
[67877] ['3/7', '1', '6/5', '2', '9/2'] -> 6/5 * (9/2 / (3/7 / 2) - 1)
[67878] ['4/7', '4/7', '8/9', '1', '9'] -> 1 + (4/7 + 8/9) / (4/7 / 9)
[67879] ['3/8', '2', '7/3', '7/3', '5'] -> (2 * 5 - 7/3 / 7/3) / 3/8
[67880] ['8/9', '1', '5/2', '7/2', '6'] -> 8/9 * (5/2 + 7/2 * (1 + 6))
[67881] ['4/7', '9/7', '5/3', '5', '6'] -> (5/3 * 6 - (9/7 - 5)) / 4/7
[67882] ['2/9', '1/2', '4/5', '1', '5'] -> 5 * (1 / 2/9 - (1/2 - 4/5))
[67883] ['3/7', '1', '5/4', '4/3', '2'] -> (4/3 + 2 / 3/7) / (5/4 - 1)
[67884] ['1/6', '1/6', '9/2', '7', '7'] -> (7 + 7) / (1/6 * 9/2 - 1/6)
[67885] ['3/8', '6/7', '6/7', '5', '8'] -> 8 + (5 + 6/7 / 6/7) / 3/8
[67886] ['4/7', '4/7', '1', '8/7', '9'] -> (9 - 1) / (4/7 / (4/7 + 8/7))
[67887] ['3/5', '5/6', '1', '9/8', '7'] -> 7 / (5/6 + 9/8 - 1 / 3/5)
[67888] ['4/7', '4/3', '4/3', '5', '6'] -> 6 * (4/3 + 5 - 4/3 / 4/7)
[67889] ['3/8', '6/7', '8/9', '5', '8'] -> (8 + 5 / 3/8) / 6/7 - 8/9
[67890] ['3/7', '5/3', '9/2', '9', '9'] -> (9 + 9 / 9/2) / 3/7 - 5/3
[67891] ['4/9', '6/7', '5/4', '6', '6'] -> 5/4 + (6 + 6 / 4/9) / 6/7
[67892] ['5/8', '8/7', '5/2', '4', '6'] -> 6 / (5/2 / (4 - 8/7) - 5/8)
[67893] ['2/9', '1/2', '1', '8/7', '5'] -> 8/7 * (5 / 2/9 - (1/2 + 1))
[67894] ['3/5', '5/6', '1', '8/7', '7'] -> 7 / (5/6 / 8/7) / (1 - 3/5)
[67895] ['3/8', '6/7', '9/8', '5', '8'] -> 6/7 * 8 * (5 - (3/8 + 9/8))
[67896] ['4/9', '6/7', '9/7', '6', '6'] -> 9/7 * 6 * 6 * 4/9 / 6/7
[67897] ['4/7', '4/7', '1', '5/4', '9'] -> 9 / (5/4 - 1 / (4/7 + 4/7))
[67898] ['3/8', '6/7', '7/6', '5', '8'] -> 8 + (5 + 6/7 * 7/6) / 3/8
[67899] ['3/7', '1', '5/4', '5/3', '2'] -> 2 / (5/4 - 5/3 / (3/7 + 1))
[67900] ['3/5', '5/6', '1', '9/7', '7'] -> 7 / (9/7 - 1) - 3/5 * 5/6
[67901] ['1/9', '4/3', '7/5', '4', '4'] -> 4 / (7/5 - 4/3) - 4 / 1/9
[67902] ['4/9', '6/7', '7/5', '6', '6'] -> 6/7 + (6 + 6 / 7/5) / 4/9
[67903] ['4/7', '4/3', '9/4', '5', '6'] -> 6 / (9/4 / (4/7 / 4/3) - 5)
[67904] ['3/7', '1', '5/4', '7/4', '2'] -> 2 / (1 / (3/7 * 7/4) - 5/4)
[67905] ['3/5', '5/6', '1', '4/3', '7'] -> 4/3 * 7 / (5/6 / 3/5 - 1)
[67906] ['5/8', '8/7', '4', '9/2', '6'] -> 6 / (9/2 / (8/7 + 4) - 5/8)
[67907] ['3/7', '9/5', '9/4', '9', '9'] -> 9/5 / 9/4 * (9 + 9 / 3/7)
[67908] ['3/5', '1', '1', '7/4', '9/5'] -> 3/5 * (1 + 1) / (9/5 - 7/4)
[67909] ['3/8', '4/9', '7/4', '2', '2'] -> 2 / (2 - (7/4 + 3/8 * 4/9))
[67910] ['1', '9/8', '9/8', '9/5', '6'] -> 6 / ((9/8 + 9/8) / 9/5 - 1)
[67911] ['3/5', '5/6', '1', '3/2', '7'] -> (1 + 7) * 3/2 / (3/5 * 5/6)
[67912] ['3/7', '1', '5/4', '9/5', '2'] -> 2 / (1 / 3/7 - 5/4 * 9/5)
[67913] ['1/6', '6/7', '1', '9/4', '6'] -> 6 / (1 / 9/4 - 1/6 / 6/7)
[67914] ['1/6', '1/5', '1/2', '7', '7'] -> (1/5 + 7) * (1/2 * 7 - 1/6)
[67915] ['2/9', '1/2', '1', '9/5', '5'] -> 5 / (9/5 * 2/9 * 1/2) - 1
[67916] ['3/5', '1', '1', '7/4', '9/4'] -> 9/4 / (7/4 / (3/5 + 1) - 1)
[67917] ['1/9', '4/3', '7/4', '4', '4'] -> 7/4 * (4 + 4/3 / 1/9) - 4
[67918] ['5/8', '7/6', '6/5', '4', '6'] -> (4 + 6) / (7/6 - 5/8 * 6/5)
[67919] ['4/9', '6/7', '5/3', '6', '6'] -> 6 * 6 / (5/3 / 6/7 - 4/9)
[67920] ['3/5', '5/6', '1', '5/3', '7'] -> (1 + 5/3) * (3/5 + 7 / 5/6)
[67921] ['1/6', '1/5', '5/9', '7', '7'] -> (7 + 7) / 5/9 - 1/5 / 1/6
[67922] ['5/8', '7/6', '5/4', '4', '6'] -> 5/8 * 4 / (5/4 - 7/6) - 6
[67923] ['1', '9/8', '8/7', '8/7', '6'] -> 8/7 * 6 / (9/8 * 8/7 - 1)
[67924] ['3/7', '9/5', '5/2', '9', '9'] -> 5/2 * (9 + 9/5 / 3/7) - 9
[67925] ['3/7', '1', '5/4', '2', '7/3'] -> 2 / (7/3 * (1 - 3/7) - 5/4)
[67926] ['4/7', '4/7', '1', '9/4', '9'] -> (9 + 4/7 * 9/4) / (1 - 4/7)
[67927] ['1/6', '7/8', '1', '8/7', '6'] -> (6 - (1 + 7/8 * 8/7)) / 1/6
[67928] ['3/8', '6/7', '8/5', '5', '8'] -> 6/7 * 8 * (3/8 + 5 / 8/5)
[67929] ['3/8', '4/9', '2', '2', '7/2'] -> 2 * ((2 + 7/2) / 4/9 - 3/8)
[67930] ['2/9', '5/9', '5/7', '1', '5'] -> (1 + 5 / 5/7) / (5/9 - 2/9)
[67931] ['3/5', '5/6', '1', '7/3', '7'] -> (7/3 + 7) / (5/6 / 3/5 - 1)
[67932] ['3/7', '9/5', '7/2', '9', '9'] -> 7/2 * (9 - 9 * 3/7 / 9/5)
[67933] ['4/9', '6/7', '5/2', '6', '6'] -> 6 / (5/2 / 6/7 - 4/9 * 6)
[67934] ['3/8', '1/2', '4/7', '2', '2'] -> (2 + 2 / (1/2 * 4/7)) / 3/8
[67935] ['1/9', '7/5', '3/2', '4', '4'] -> 4 / (3/2 / (7/5 + 4) - 1/9)
[67936] ['1/6', '1/5', '2/3', '7', '7'] -> 7 / 1/5 - (7 + 2/3 / 1/6)
[67937] ['3/8', '6/7', '7/4', '5', '8'] -> 5 * 8 / (7/4 / 6/7 - 3/8)
[67938] ['2/9', '5/9', '4/5', '1', '5'] -> (5 - 5/9) / (2/9 * 4/5) - 1
[67939] ['3/7', '1', '5/4', '2', '7/2'] -> 2 / (1 / 3/7 + 5/4 - 7/2)
[67940] ['3/8', '1/2', '3/5', '2', '2'] -> 2 / (1/2 / 3/5 - 3/8 * 2)
[67941] ['1/6', '1/5', '5/7', '7', '7'] -> (7 - 1/5 * 7) / (1/6 / 5/7)
[67942] ['4/7', '7/5', '8/3', '5', '6'] -> 8/3 * (5 / 7/5 - (4/7 - 6))
[67943] ['3/5', '6/7', '7/8', '1', '7'] -> 7 / (7/8 / 3/5 - 1 / 6/7)
[67944] ['3/7', '1', '5/4', '2', '9/2'] -> 9/2 / (5/4 / (1 - 3/7) - 2)
[67945] ['1/6', '7/8', '1', '5/3', '6'] -> (6 / 1/6 - 1) / (7/8 * 5/3)
[67946] ['4/9', '7/8', '7/8', '6', '6'] -> 6 / 4/9 + 6 * (7/8 + 7/8)
[67947] ['5/8', '7/6', '7/3', '4', '6'] -> 6 / ((7/6 + 7/3) / 4 - 5/8)
[67948] ['3/8', '6/7', '8/3', '5', '8'] -> (5 - 8/3) * (8 + 6/7 / 3/8)
[67949] ['3/7', '9/4', '8/3', '9', '9'] -> 9 / 3/7 + 9 - 9/4 * 8/3
[67950] ['1', '9/8', '8/7', '3/2', '6'] -> 6 * (1 + 8/7 * (9/8 + 3/2))
[67951] ['3/8', '1/2', '4/5', '2', '2'] -> (2 + 2 / 4/5) / (3/8 * 1/2)
[67952] ['5/8', '7/6', '7/2', '4', '6'] -> 7/6 / (5/8 - 7/2 / 6) - 4
[67953] ['4/9', '7/8', '8/7', '6', '6'] -> 6 + (8/7 + 6 / 7/8) / 4/9
[67954] ['4/7', '3/2', '9/5', '5', '6'] -> 5 * 3/2 * 9/5 + 6 / 4/7
[67955] ['3/5', '1', '1', '9/5', '5/2'] -> 1 / (5/2 / (3/5 + 9/5) - 1)
[67956] ['1/6', '8/9', '8/9', '1', '6'] -> (6 - (1 + 8/9 / 8/9)) / 1/6
[67957] ['3/7', '7/3', '5/2', '9', '9'] -> (7/3 - 3/7) * (9 + 9 / 5/2)
[67958] ['3/8', '1/2', '6/7', '2', '2'] -> 2 / (3/8 - 1/2 / 6/7 / 2)
[67959] ['1/6', '1/5', '7/8', '7', '7'] -> 7 / 7 / (7/8 - 1/6 / 1/5)
[67960] ['1/6', '8/9', '1', '9/8', '6'] -> (6 - (1 + 8/9 * 9/8)) / 1/6
[67961] ['4/7', '3/2', '5/2', '5', '6'] -> (3/2 + 6 / 4/7) / (5/2 / 5)
[67962] ['3/7', '1', '9/7', '8/5', '2'] -> 3/7 / (9/7 / 2 - 1 / 8/5)
[67963] ['2/9', '5/9', '1', '5/4', '5'] -> (5 - 5/9) / (2/9 / 5/4) - 1
[67964] ['3/7', '7/3', '9/2', '9', '9'] -> 7/3 * (3/7 + 9) + 9 / 9/2
[67965] ['1/9', '7/5', '7/2', '4', '4'] -> 4 / 1/9 / (4 - 7/2 / 7/5)
[67966] ['4/9', '7/8', '5/4', '6', '6'] -> (5/4 * 6 + 6 / 4/9) / 7/8
[67968] ['3/7', '1', '9/7', '5/3', '2'] -> (1 + 9/7) / (3/7 + 5/3 - 2)
[67967] ['3/5', '6/7', '1', '5/4', '7'] -> 6/7 * 7 / (1 - 3/5 * 5/4)
[67969] ['4/7', '8/5', '8/5', '5', '6'] -> 5 * (8/5 + 6 - 8/5 / 4/7)
[67970] ['1', '9/8', '8/7', '9/5', '6'] -> 6 / (1 / 8/7 - 9/8 / 9/5)
[67971] ['3/7', '5/2', '8/3', '9', '9'] -> 9 / 3/7 / (9 / 8/3 - 5/2)
[67972] ['4/9', '7/8', '9/7', '6', '6'] -> (6 + 6) / (9/7 * 4/9 * 7/8)
[67973] ['4/7', '3/5', '1', '9/8', '9'] -> 9 / 3/5 / (1 / 4/7 - 9/8)
[67974] ['3/8', '1/2', '9/7', '2', '2'] -> 2 / (2 * 3/8 / 9/7 - 1/2)
[67975] ['1/9', '3/2', '8/5', '4', '4'] -> 8/5 * (4 + 3/2 / 1/9) - 4
[67976] ['2/5', '2/5', '7/4', '2', '5'] -> (5 + 2/5 / 2/5) / (2 - 7/4)
[67977] ['1/6', '8/9', '1', '6/5', '6'] -> 6 / (1/6 / 6/5 - (8/9 - 1))
[67978] ['5/8', '6/5', '8/3', '4', '6'] -> 8/3 * (6 + 4 * 5/8 * 6/5)
[67979] ['4/7', '8/5', '7/4', '5', '6'] -> 6 * (5 * 8/5 / 7/4 - 4/7)
[67980] ['1', '9/8', '8/7', '7/3', '6'] -> 6 * (1 + 7/3 * 9/8 * 8/7)
[67981] ['4/7', '3/5', '1', '8/7', '9'] -> (4/7 + 8/7) * (9 / 3/5 - 1)
[67982] ['2/9', '5/9', '1', '9/4', '5'] -> (1 + 5) / (5/9 / 2/9 - 9/4)
[67983] ['3/7', '1', '9/7', '2', '5/2'] -> (2 + 5/2) / (3/7 / (1 + 9/7))
[67984] ['3/8', '8/9', '7/6', '5', '8'] -> 7/6 * (8 + 5 / 3/8) - 8/9
[67985] ['3/5', '6/7', '1', '8/5', '7'] -> 7 * 6/7 * 8/5 / (1 - 3/5)
[67986] ['4/7', '3/5', '1', '5/4', '9'] -> 9 / (4/7 * 3/5) - (1 + 5/4)
[67987] ['2/5', '2/5', '2', '7/2', '5'] -> 5 * (2 + 7/2 * (2/5 + 2/5))
[67988] ['3/8', '8/9', '6/5', '5', '8'] -> 6/5 * (8/9 + 8) + 5 / 3/8
[67989] ['3/7', '8/3', '9/2', '9', '9'] -> 9 / 3/7 - (9 - 8/3 * 9/2)
[67990] ['3/8', '1/2', '2', '2', '7/3'] -> 1/2 * 2 / (3/8 + 2 - 7/3)
[67991] ['3/5', '6/7', '1', '5/3', '7'] -> 7 * (1 + 5/3 * (3/5 + 6/7))
[67992] ['2/5', '2/5', '2', '9/2', '5'] -> (2/5 + 2) / (5 - (2/5 + 9/2))
[67993] ['1/6', '1/5', '9/7', '7', '7'] -> (7 - 9/7 / 1/5) / (1/6 / 7)
[67994] ['2/9', '4/7', '3/5', '1', '5'] -> (1 + 5 / 3/5) / (2/9 / 4/7)
[67995] ['1', '9/8', '7/6', '6/5', '6'] -> 7/6 * 6 / (9/8 - 1 / 6/5)
[67996] ['4/9', '4/9', '4/9', '9', '9'] -> (4/9 + 4/9 + 4/9) * (9 + 9)
[67997] ['1/9', '8/5', '9/4', '4', '4'] -> 8/5 * 4 * (4 - 1/9 * 9/4)
[67998] ['4/9', '7/8', '9/4', '6', '6'] -> 6 + (9/4 + 6 / 4/9) / 7/8
[67999] ['2/5', '3/7', '3/7', '2', '5'] -> 5 / (2/5 / 2) - 3/7 / 3/7
[68000] ['3/8', '8/9', '7/5', '5', '8'] -> (8 - 7/5 / 3/8) / (8/9 / 5)
[68001] ['4/7', '8/5', '9/2', '5', '6'] -> 4/7 * (6 + 5 * 8/5 * 9/2)
[68002] ['4/9', '4/9', '5/9', '9', '9'] -> 9 * (4/9 + 9 * 4/9 * 5/9)
[68003] ['1/9', '8/5', '7/3', '4', '4'] -> ((4 + 4) / 8/5 - 7/3) / 1/9
[68004] ['3/7', '1', '4/3', '8/5', '2'] -> 8/5 / (2 / (3/7 + 1) - 4/3)
[68005] ['3/5', '1', '1', '7/3', '5/2'] -> (3/5 + 1) / (1 - 7/3 / 5/2)
[68006] ['4/9', '7/8', '5/2', '6', '6'] -> 6 / (4/9 / 6) / (7/8 + 5/2)
[68007] ['4/7', '5/3', '5/3', '5', '6'] -> 5 * 6 / (5/3 / 4/7 - 5/3)
[68008] ['1/6', '1', '9/8', '9/8', '6'] -> (6 - (1 + 9/8 / 9/8)) / 1/6
[68009] ['3/7', '1', '4/3', '5/3', '2'] -> 2 / (1 / (3/7 * 4/3) - 5/3)
[68010] ['2/5', '3/7', '1/2', '2', '5'] -> (5 / 2/5 - 2) / 3/7 - 1/2
[68011] ['4/9', '7/8', '8/3', '6', '6'] -> (6 - (8/3 - 6)) / (4/9 * 7/8)
[68012] ['1/9', '8/5', '7/2', '4', '4'] -> 4 / 1/9 - 8/5 * (7/2 + 4)
[68013] ['4/7', '5/3', '7/4', '5', '6'] -> 6 * (4/7 * 7/4 + 5 / 5/3)
[68014] ['3/5', '6/7', '1', '8/3', '7'] -> 8/3 * (7 / (3/5 / 6/7) - 1)
[68015] ['2/9', '4/7', '5/7', '1', '5'] -> (5 + 4/7 / (5/7 + 1)) / 2/9
[68016] ['1/9', '8/5', '4', '4', '9/2'] -> 8/5 * 9/2 * (4 - 1/9) - 4
[68017] ['4/7', '5/3', '9/5', '5', '6'] -> 6 / (9/5 / (4/7 / 5/3) - 5)
[68018] ['3/8', '5/9', '3/4', '2', '2'] -> 2 / 2 / (5/9 * 3/4 - 3/8)
[68019] ['1/6', '1', '9/8', '9/7', '6'] -> (6 / (1/6 * 9/7) - 1) / 9/8
[68020] ['5/8', '9/7', '5/3', '4', '6'] -> (6 + 5/3 + 4) / (5/8 / 9/7)
[68021] ['4/7', '5/3', '9/4', '5', '6'] -> (5 + 5/3 * 6) / 4/7 - 9/4
[68022] ['1/6', '1/5', '7/2', '7', '7'] -> (1/5 + 7) * (7 - (1/6 + 7/2))
[68023] ['2/5', '3/7', '5/8', '2', '5'] -> (5/8 + 5) * (2 / 3/7 - 2/5)
[68024] ['3/7', '1', '4/3', '2', '9/4'] -> 2 / (4/3 / (1 - 3/7) - 9/4)
[68025] ['1/6', '1', '9/8', '7/5', '6'] -> 7/5 / (9/8 / (6 - 1) - 1/6)
[68026] ['2/5', '3/7', '2/3', '2', '5'] -> 2/3 + (5 + 2 / 2/5) / 3/7
[68027] ['1/9', '5/3', '7/2', '4', '4'] -> (4 - 5/3) * 4 / (1/9 * 7/2)
[68028] ['3/5', '1', '1', '5/2', '9/2'] -> 5/2 * (3/5 + 9/2 * (1 + 1))
[68029] ['4/9', '8/9', '6/5', '6', '6'] -> 6 * (6 * 8/9 / 6/5 - 4/9)
[68030] ['3/8', '5/9', '5/6', '2', '2'] -> 2 / (3/8 * 2 - 5/9 / 5/6)
[68031] ['4/7', '5/3', '5/2', '5', '6'] -> (6 / 4/7 - 5/2) / (5/3 / 5)
[68032] ['1', '9/8', '6/5', '7/5', '6'] -> 7/5 * 6 / (9/8 * 6/5 - 1)
[68033] ['1/6', '1/5', '9/2', '7', '7'] -> (1/5 + 7) * (9/2 - 1/6 * 7)
[68034] ['4/9', '8/9', '9/7', '6', '6'] -> (6 + 6 / 9/7) / (8/9 - 4/9)
[68035] ['3/8', '5/9', '7/8', '2', '2'] -> 2 / (3/8 * (5/9 + 2) - 7/8)
[68036] ['3/5', '7/8', '1', '9/8', '7'] -> (1 + 7) / (7/8 / 3/5 - 9/8)
[68037] ['2/5', '3/7', '7/9', '2', '5'] -> (2 - 2/5) * 5 / (3/7 * 7/9)
[68038] ['1', '9/8', '6/5', '5/3', '6'] -> 6 / (9/8 - 1) / (6/5 * 5/3)
[68039] ['4/7', '5/8', '2/3', '1', '9'] -> 9 / (4/7 * 2/3) - (5/8 - 1)
[68040] ['3/7', '1', '4/3', '2', '8/3'] -> 8/3 / (4/3 / 3/7 - (1 + 2))
[68041] ['3/5', '1', '1', '8/3', '9/2'] -> 9/2 * (1 / 3/5 + 1 + 8/3)
[68042] ['1/6', '1', '8/7', '8/7', '6'] -> (6 - (1 + 8/7 / 8/7)) / 1/6
[68043] ['3/8', '8/7', '6/5', '5', '8'] -> 8/7 * 5 * (6/5 + 3/8 * 8)
[68044] ['2/5', '3/7', '5/6', '2', '5'] -> 2 * (2/5 * 5/6 + 5 / 3/7)
[68045] ['4/7', '7/4', '9/5', '5', '6'] -> (9/5 - 4/7 * 7/4) * 5 * 6
[68046] ['3/5', '7/8', '1', '5/4', '7'] -> (1 + 7 / 5/4) / (7/8 - 3/5)
[68047] ['1/6', '1', '8/7', '6/5', '6'] -> (6/5 + 6 / (1 + 8/7)) / 1/6
[68048] ['4/7', '5/8', '7/9', '1', '9'] -> 9 / (4/7 - 1 + 5/8 / 7/9)
[68049] ['5/8', '9/7', '8/3', '4', '6'] -> 9/7 * (8/3 + (4 + 6) / 5/8)
[68050] ['3/7', '1', '4/3', '2', '9/2'] -> 1 + 9/2 * (2 + 4/3 / 3/7)
[68051] ['4/9', '9/8', '9/8', '6', '6'] -> (6 / 9/8 + 6 / 9/8) / 4/9
[68052] ['1/6', '2/9', '3/7', '7', '7'] -> (7 / 3/7 - 7) / (1/6 + 2/9)
[68053] ['3/8', '5/9', '6/5', '2', '2'] -> 2 / (3/8 * 2 - 5/9 * 6/5)
[68054] ['2/5', '3/7', '8/9', '2', '5'] -> (2 / 3/7 - 2/5) / (8/9 / 5)
[68055] ['4/7', '5/8', '5/6', '1', '9'] -> 9 / (4/7 * 5/8) - 1 / 5/6
[68056] ['5/8', '9/7', '4', '9/2', '6'] -> 6 / (9/2 / (9/7 * 4) - 5/8)
[68057] ['3/8', '8/7', '8/5', '5', '8'] -> (3/8 + 5 / 8/5) * (8 - 8/7)
[68058] ['4/9', '9/8', '8/7', '6', '6'] -> (6 + 6 / (9/8 * 8/7)) / 4/9
[68059] ['4/7', '7/4', '5/2', '5', '6'] -> 7/4 * (4/7 + 6) + 5/2 * 5
[68060] ['1', '9/8', '5/4', '8/5', '6'] -> 6 / (9/8 - 1) / (5/4 * 8/5)
[68061] ['2/5', '3/7', '9/8', '2', '5'] -> 9/8 * 5 * (2 / 3/7 - 2/5)
[68062] ['3/7', '1', '7/5', '8/5', '2'] -> 1 / (7/5 / (3/7 * 8/5) - 2)
[68063] ['1/9', '9/5', '7/3', '4', '4'] -> (4 + 4 / 9/5) / (1/9 * 7/3)
[68064] ['1/6', '1', '8/7', '5/3', '6'] -> 8/7 / 5/3 * (6 / 1/6 - 1)
[68065] ['4/9', '9/8', '6/5', '6', '6'] -> 6 * (6 / (9/8 * 6/5) - 4/9)
[68066] ['1/6', '2/9', '4/7', '7', '7'] -> 7 / 1/6 - 7 / (2/9 / 4/7)
[68067] ['4/7', '5/8', '8/9', '1', '9'] -> (1 + 9 / (4/7 / 8/9)) / 5/8
[68068] ['4/9', '4/9', '9/7', '9', '9'] -> 9 * (9 * 4/9 / 9/7 - 4/9)
[68069] ['1/6', '1', '8/7', '9/5', '6'] -> 8/7 * (1 + 6 / (1/6 * 9/5))
[68070] ['1', '9/8', '9/7', '9/7', '6'] -> 6 / (9/8 / 9/7) / (9/7 - 1)
[68071] ['4/7', '5/8', '1', '9/8', '9'] -> (1 + 9 / (4/7 * 9/8)) / 5/8
[68072] ['3/8', '5/9', '8/5', '2', '2'] -> 2 / (3/8 * 5/9) / (2 - 8/5)
[68073] ['3/7', '1', '7/5', '7/4', '2'] -> 2 / (7/4 - 1 / (3/7 * 7/5))
[68074] ['1/9', '9/5', '7/2', '4', '4'] -> 4 / ((4 - 7/2) / 9/5 - 1/9)
[68075] ['2/5', '3/7', '9/7', '2', '5'] -> (2 - 2/5) * 5 / (3/7 / 9/7)
[68076] ['5/8', '5/8', '5/6', '1', '1'] -> 1 / (5/6 * (5/8 + 5/8) - 1)
[68077] ['4/9', '4/9', '7/4', '9', '9'] -> (9 + 9) / (7/4 - 4/9 / 4/9)
[68078] ['3/8', '5/9', '7/4', '2', '2'] -> (2 + 7/4 / 3/8) / (5/9 / 2)
[68079] ['4/7', '9/5', '5/2', '5', '6'] -> 9/5 * (5/2 + 5) + 6 / 4/7
[68080] ['2/5', '3/7', '4/3', '2', '5'] -> 5 * (2/5 + 2 / 3/7) - 4/3
[68081] ['3/7', '1', '7/5', '2', '9/4'] -> 9/4 / (2 / (3/7 + 7/5) - 1)
[68082] ['4/9', '4/9', '9/5', '9', '9'] -> 9 * (4/9 + 9 * 4/9 / 9/5)
[68083] ['5/8', '7/5', '5/3', '4', '6'] -> (6 + 5/3 * (7/5 + 4)) / 5/8
[68084] ['1', '9/8', '9/7', '8/5', '6'] -> 6 / (9/8 / 9/7 - 1 / 8/5)
[68085] ['5/8', '5/8', '7/8', '1', '1'] -> 1 / (1 / (5/8 + 7/8) - 5/8)
[68086] ['1/6', '1', '7/6', '8/5', '6'] -> 8/5 / (7/6 / (6 - 1) - 1/6)
[68087] ['3/8', '5/9', '2', '2', '9/4'] -> (2 + (2 + 9/4) / 3/8) / 5/9
[68088] ['4/9', '4/9', '5/2', '9', '9'] -> 4/9 * 9 / (4/9 - 5/2 / 9)
[68089] ['4/7', '5/8', '1', '4/3', '9'] -> (9 / 4/7 - 1 / 4/3) / 5/8
[68090] ['4/7', '9/4', '9/4', '5', '6'] -> 9/4 + 9/4 * 5 + 6 / 4/7
[68091] ['1/6', '1', '7/6', '9/5', '6'] -> 6 / (7/6 / (1 + 9/5) - 1/6)
