[1] ['4/7', '3/5', '8/5', '3', '5'] -> 3/5 + 3 * (5 + 8/5 / 4/7)
[10080] ['7/9', '5/6', '9/8', '4', '9'] -> 9 * (4 * 7/9 * 9/8 - 5/6)
[10081] ['1/9', '3/4', '6/7', '2', '8'] -> 8 * (2 / (3/4 * 6/7) - 1/9)
[10082] ['2/9', '3/7', '1', '9/2', '8'] -> (8 / ((2/9 * 3/7) * 9/2) - 1))
[10083] ['2/3', '4/5', '5/2', '3', '3'] -> (2/3 + 4/5 * 5/2) * 3 * 3
[10084] ['4/9', '1/2', '9/7', '3', '4'] -> 4 / (3 * (4/9 - 1/2 / 9/7))
[10085] ['4/9', '4/7', '9/8', '6', '8'] -> (6 + 8) / 4/7 - 4/9 * 9/8
[10086] ['2/7', '3/5', '7/8', '3', '7'] -> (3 + 7) / (7/8 * 2/7 / 3/5)
[10087] ['8/7', '9/5', '9/5', '3', '5'] -> 8/7 * (3 + 5 * (9/5 + 9/5))
[10088] ['7/9', '5/6', '8/7', '4', '9'] -> (4 - 8/7) * 9 * 7/9 / 5/6
[10089] ['1/9', '7/9', '5/6', '7', '9'] -> (5/6 - (1/9 - 7/9)) * (7 + 9)
[10090] ['1/4', '5/9', '8/5', '4', '6'] -> 6 + 4 / (8/5 * 1/4 * 5/9)
[10091] ['4/9', '4/7', '7/6', '6', '8'] -> 8 / (4/9 - 4/7 * 7/6 / 6)
[10092] ['8/7', '9/5', '9/4', '3', '5'] -> 9/5 * 5 / (3 / 8/7 - 9/4)
[10093] ['5/6', '5/6', '2', '7/3', '5'] -> (7/3 + 5/6 * 2) * 5 / 5/6
[10094] ['3/5', '7/4', '7/4', '3', '6'] -> 6 * (3 / 3/5 - 7/4 / 7/4)
[10095] ['2/9', '4/9', '3/5', '1', '8'] -> 8 / (4/9 / 2/9 - 1 / 3/5)
[10096] ['2/7', '3/5', '9/8', '3', '7'] -> 3 / (2/7 * 7 - 9/8 / 3/5)
[10097] ['8/7', '9/5', '5/2', '3', '5'] -> 3 / (9/5 * 5/2 - 5 / 8/7)
[10098] ['4/9', '4/7', '5/4', '6', '8'] -> 8 / (4/9 * 4/7) - 5/4 * 6
[10099] ['2/9', '4/9', '5/8', '1', '8'] -> (8 * 4/9 / 2/9 - 1) / 5/8
[10100] ['5/6', '6/7', '6/7', '2', '5'] -> (6/7 + 2) / (5 * (6/7 - 5/6))
[10101] ['1/9', '3/4', '6/5', '2', '8'] -> 2 / (3/4 / 1/9 - 8 / 6/5)
[10102] ['1/9', '7/9', '8/7', '2', '3'] -> (8/7 / (1/9 * 3) - (2 / 7/9)))
[10103] ['2/7', '3/5', '7/6', '3', '7'] -> (3/5 + 3) * (7 - 2/7 * 7/6)
[10104] ['3/5', '8/9', '1', '5/2', '4'] -> (4 / ((3/5 * 5/2) * 1) - 8/9))
[10105] ['1/4', '5/9', '4', '9/2', '6'] -> 4 / (5/9 * 9/2 / 6 - 1/4)
[10106] ['1/9', '7/9', '7/6', '7', '9'] -> (7/9 / 7/6 - (7 - 9)) / 1/9
[10107] ['2/9', '4/9', '5/7', '1', '8'] -> 8 / (2/9 / (1 - 5/7) - 4/9)
[10108] ['7/9', '5/6', '8/5', '4', '9'] -> (8/5 - 7/9 / 5/6) * 4 * 9
[10109] ['3/5', '8/9', '1', '8/3', '4'] -> 4 * (1 + 8/3 / (3/5 * 8/9))
[10110] ['4/9', '4/7', '3/2', '6', '8'] -> 8 / (4/9 * 4/7) - (3/2 + 6)
[10111] ['1/9', '3/4', '9/7', '2', '8'] -> (8 * 3/4 / 9/7 - 2) / 1/9
[10112] ['1/9', '7/9', '8/5', '2', '3'] -> 8/5 * 3 * (7/9 / 1/9 - 2)
[10113] ['1/4', '4/7', '7/9', '4', '6'] -> 4/7 * 6 + 4 / (1/4 * 7/9)
[10114] ['2/7', '3/5', '3/2', '3', '7'] -> 7 / 2/7 - (3 - 3/2 / 3/5)
[10115] ['7/9', '5/6', '9/4', '4', '9'] -> 9 / (4 - 9/4 * (7/9 + 5/6))
[10116] ['8/7', '9/4', '3', '7/2', '5'] -> 3 * 5 + 7/2 * 8/7 * 9/4
[10117] ['1/9', '7/9', '2', '5/2', '3'] -> (2 * 5/2 - 7/9 * 3) / 1/9
[10118] ['1/5', '6/7', '8/5', '3', '5'] -> 6/7 * (5 + (8/5 + 3) / 1/5)
[10119] ['2/9', '4/9', '1', '9/7', '8'] -> 8 / (2/9 / (9/7 - 1) - 4/9)
[10120] ['1/9', '7/9', '7/5', '7', '9'] -> (7 + 9) / (1/9 + 7/9 / 7/5)
[10121] ['4/9', '5/9', '9/8', '3', '4'] -> 4 / (3 * (5/9 - 4/9 * 9/8))
[10122] ['5/6', '6/7', '6/5', '2', '5'] -> (6/7 + 6/5) * 2 * (5/6 + 5)
[10123] ['4/9', '4/7', '9/4', '6', '8'] -> 4/7 * 6 * (8 - 4/9 * 9/4)
[10124] ['3/5', '8/3', '3', '9/2', '6'] -> 3/5 * (6 * (8/3 + 9/2) - 3)
[10125] ['2/9', '4/9', '1', '7/5', '8'] -> (1 + 7/5) * (8 + 4/9 / 2/9)
[10126] ['1/9', '7/9', '8/5', '7', '9'] -> 8/5 * (7 + 9 * (1/9 + 7/9))
[10127] ['5/6', '6/7', '5/4', '2', '5'] -> 5 / (5/6 * 2 - 5/4 / 6/7)
[10128] ['2/3', '6/7', '8/9', '3', '3'] -> 3 / (8/9 - 2/3 / 6/7) - 3
[10129] ['1/4', '4/7', '6/5', '4', '6'] -> (4/7 + 4) * (1/4 + 6 / 6/5)
[10130] ['1/7', '1/6', '1/4', '3', '8'] -> 8 / (1/7 * (3 - 1/6 / 1/4))
[10131] ['3/5', '1', '9/8', '7/6', '4'] -> 4 / (3/5 * (7/6 - 1 / 9/8))
[10132] ['1/9', '7/9', '6/5', '2', '8'] -> (8 / (6/5 * (7/9 / 2)) - 1/9))
[10133] ['5/8', '5/8', '7/9', '3', '6'] -> 6 / (5/8 / 5/8 - 7/9) - 3
[10134] ['2/7', '3/5', '8/3', '3', '7'] -> 3 + 8/3 / 2/7 + 7 / 3/5
[10135] ['7/9', '6/7', '8/7', '4', '9'] -> 6/7 * 9 * (4 - 7/9 * 8/7)
[10136] ['1/5', '6/7', '5/2', '3', '5'] -> 5/2 - 3 / 6/7 + 5 / 1/5
[10137] ['1/9', '7/9', '9/4', '7', '9'] -> 9/4 * (7/9 - 1/9) * (7 + 9)
[10138] ['5/8', '5/8', '6/7', '3', '6'] -> 3 * (5/8 / 5/8 + 6 / 6/7)
[10139] ['1/9', '4/5', '9/8', '2', '3'] -> 2 * 9/8 / 1/9 + 3 / 4/5
[10140] ['1/9', '7/9', '9/7', '2', '8'] -> 8 / (1/9 * (2 + 7/9 * 9/7))
[10141] ['1/7', '1/6', '3/8', '3', '8'] -> (3 / 1/7 - 8) / (1/6 + 3/8)
[10142] ['4/9', '3/5', '5/8', '6', '8'] -> 4/9 * 6 + 8 / (3/5 * 5/8)
[10143] ['4/9', '4/7', '3/5', '3', '4'] -> 4 / (3/5 - 4/9) - 4/7 * 3
[10144] ['7/9', '6/7', '5/4', '4', '9'] -> (4 - 7/9 * 6/7) * 9 / 5/4
[10145] ['5/8', '5/8', '8/7', '3', '6'] -> 8/7 * 3 * (6 + 5/8 / 5/8)
[10146] ['5/6', '6/7', '8/5', '2', '5'] -> (8/5 + 2) * (5/6 + 5 / 6/7)
[10147] ['8/7', '8/3', '3', '7/2', '5'] -> 3 + 8/3 * (7/2 + 5 / 8/7)
[10148] ['3/5', '1', '9/8', '7/5', '4'] -> 3/5 / (7/5 - (9/8 + 1 / 4))
[10149] ['1/9', '4/5', '7/6', '2', '3'] -> 3 * (7/6 / 1/9 - 2 / 4/5)
[10150] ['5/6', '6/7', '5/3', '2', '5'] -> (5/3 + 2 / 6/7) * 5 / 5/6
[10151] ['1/9', '4/5', '4/5', '7', '9'] -> 4/5 + 7 + 9 + 4/5 / 1/9
[10152] ['2/3', '6/7', '5/4', '3', '3'] -> 6/7 / (3 / (3 - 2/3) - 5/4)
[10153] ['1/5', '7/8', '7/8', '3', '5'] -> 5 * 7/8 / 1/5 - (7/8 - 3)
[10154] ['5/6', '6/7', '7/4', '2', '5'] -> 7/4 * 2 * (6/7 + 5 / 5/6)
[10155] ['1/9', '4/5', '6/7', '2', '8'] -> 6/7 * (2 / 1/9 + 8 / 4/5)
[10156] ['4/9', '3/5', '6/7', '6', '8'] -> 6/7 * (6 / 3/5 + 8 / 4/9)
[10157] ['1/9', '4/5', '9/7', '2', '3'] -> (4/5 + 2) * (9/7 / 1/9 - 3)
[10158] ['4/9', '4/7', '3/4', '3', '4'] -> 3 + 4 / (3/4 * 4/9 * 4/7)
[10159] ['2/7', '5/8', '3/4', '3', '7'] -> 3 / (2/7 * 3/4 - 5/8 / 7)
[10160] ['7/6', '7/6', '6/5', '3', '5'] -> 6/5 * 5 * (3 + 7/6 / 7/6)
[10161] ['5/6', '6/7', '9/5', '2', '5'] -> 9/5 * 2 * (5/6 + 5 / 6/7)
[10162] ['1/5', '7/8', '7/6', '3', '5'] -> 5 / (7/8 / 1/5 - (7/6 + 3))
[10163] ['1/7', '1/6', '5/8', '3', '8'] -> (5/8 / 1/7 - 3 / 8) / 1/6
[10164] ['5/6', '6/7', '2', '9/4', '5'] -> 5 / (5/6 + 2 - 9/4 / 6/7)
[10165] ['5/8', '2/3', '6/7', '3', '6'] -> (3 + 6 / 6/7) / (5/8 * 2/3)
[10166] ['3/5', '1', '9/8', '9/4', '4'] -> 4 / (1 - 9/8 / (3/5 * 9/4))
[10167] ['1/9', '4/5', '8/9', '2', '8'] -> 8 * (8/9 / 4/5 - (1/9 - 2))
[10168] ['4/9', '3/5', '9/8', '6', '8'] -> 3/5 * 6 * (8 / 9/8 - 4/9)
[10169] ['1/5', '7/8', '9/7', '3', '5'] -> 3 / (7/8 * 9/7 - 1/5 * 5)
[10170] ['7/6', '7/6', '3/2', '3', '5'] -> 3/2 * (7/6 / 7/6 + 3 * 5)
[10171] ['4/9', '4/7', '5/6', '3', '4'] -> 4 / (3 * (5/6 - 4/9 / 4/7))
[10172] ['2/3', '6/7', '7/4', '3', '3'] -> 7/4 * 3 * 3 * (2/3 + 6/7)
[10173] ['2/9', '1/2', '1', '5/4', '8'] -> (8 / (2/9 * (5/4 / 1/2)) - 1))
[10174] ['1/4', '3/5', '8/9', '4', '6'] -> 4 / (8/9 * 1/4 * 3/5) - 6
[10175] ['1/7', '1/6', '3/4', '3', '8'] -> 8 * 3/4 / 1/7 - 3 / 1/6
[10176] ['7/6', '7/6', '5/3', '3', '5'] -> 5 * 5/3 * 3 - 7/6 / 7/6
[10177] ['7/9', '7/8', '7/8', '4', '9'] -> 4 * (7/9 * 9 - 7/8 / 7/8)
[10178] ['5/6', '6/7', '2', '9/2', '5'] -> 9/2 * 5 - (5/6 - 2 / 6/7)
[10179] ['1/4', '3/5', '9/8', '4', '6'] -> 9/8 * 4 / (1/4 * 3/5) - 6
[10180] ['4/9', '4/7', '8/9', '3', '4'] -> (4/9 + 8/9 / 4/7) * 3 * 4
[10181] ['1/5', '7/8', '5/3', '3', '5'] -> 5 / (5/3 - 7/8 / (1/5 * 3))
[10182] ['1/9', '4/5', '2', '7/3', '3'] -> (3 - (2 - 7/3)) * 4/5 / 1/9
[10183] ['1/9', '4/5', '7/6', '2', '8'] -> (2 / 1/9 + 8 / 4/5) / 7/6
[10184] ['3/5', '1', '9/8', '8/3', '4'] -> 4 * (1 + 8/3 * 9/8 / 3/5)
[10185] ['5/6', '7/8', '8/9', '2', '5'] -> 5/6 * 2 / (5 * (8/9 - 7/8))
[10186] ['2/9', '1/2', '1', '8/5', '8'] -> 1/2 + 1 + 8 / (2/9 * 8/5)
[10187] ['4/9', '3/5', '7/6', '6', '8'] -> (6 / 3/5 + 8 / 4/9) / 7/6
[10188] ['2/3', '6/7', '5/2', '3', '3'] -> 2/3 * 3 / (3 - 5/2 / 6/7)
[10189] ['1/9', '4/5', '5/4', '2', '8'] -> 8 / (1/9 * (2 + 4/5 * 5/4))
[10190] ['1/5', '7/8', '9/4', '3', '5'] -> 5 * 3 / 1/5 / (7/8 + 9/4)
[10191] ['7/6', '6/5', '9/7', '3', '5'] -> 5 * (3 + 9/7 * 7/6 * 6/5)
[10192] ['2/7', '5/8', '9/8', '3', '7'] -> 3 / (7 * 2/7 * 5/8 - 9/8)
[10193] ['2/3', '6/7', '3', '3', '9/2'] -> 9/2 * (3 + 3 * 2/3 / 6/7)
[10194] ['1/9', '4/5', '9/7', '2', '8'] -> 2 / (1/9 * 9/7) + 8 / 4/5
[10195] ['1/7', '1/6', '9/8', '3', '8'] -> (8 / 1/6 - 3 / 1/7) / 9/8
[10196] ['1/5', '7/8', '7/3', '3', '5'] -> 3 / (1/5 - 7/8 / 7/3 *
)[10197] ['1/9', '5/6', '8/9', '2', '3'] -> ((8/9 + 3) / 5/6 - 2) / 1/9
[10198] ['2/7', '5/8', '7/6', '3', '7'] -> (7 + 3 / 2/7) / (5/8 * 7/6)
[10199] ['7/6', '6/5', '7/4', '3', '5'] -> 5 * (3 + 7/4 * 6/5 / 7/6)
[10200] ['2/9', '5/9', '4/7', '1', '8'] -> (8 / ((2/9 + 5/9) * 1) - 4/7))
[10201] ['4/9', '4/7', '7/5', '3', '4'] -> 7/5 * 4 * (3 + 4/7 / 4/9)
[10202] ['1/7', '1/6', '5/4', '3', '8'] -> (3 / (1/6 * (5/4 / 1/7)) - 8))
[10203] ['4/9', '3/5', '7/3', '6', '8'] -> 3/5 * 8 * (7/3 + 4/9 * 6)
[10204] ['3/5', '1', '8/7', '6/5', '4'] -> (3/5 + 1) / (6/5 - 8/7) - 4
[10205] ['7/9', '7/8', '7/4', '4', '9'] -> (7/9 * 9 - 7/4) * 4 / 7/8
[10206] ['2/9', '5/9', '5/7', '1', '8'] -> (8 - 2/9) * (5/7 + 1) / 5/9
[10207] ['4/9', '4/7', '8/5', '3', '4'] -> (8/5 + 4) * (3 + 4/7 / 4/9)
[10208] ['2/3', '7/8', '6/5', '3', '3'] -> (3 + 3) / (6/5 * (7/8 - 2/3))
[10209] ['1/9', '4/5', '7/4', '2', '8'] -> (8 / ((1/9 * 4/5) * 7/4) + 2))
[10210] ['5/6', '7/8', '2', '7/3', '5'] -> 5 / (5/6 * 2 + 7/8 - 7/3)
[10211] ['2/7', '5/8', '5/4', '3', '7'] -> 3 / (2/7 * 7 - (5/8 + 5/4))
[10212] ['1/9', '4/5', '5/3', '7', '9'] -> 5/3 * 4/5 / 1/9 * (9 - 7)
[10213] ['2/9', '5/9', '3/4', '1', '8'] -> 8 / (2/9 / (1 - 3/4) - 5/9)
[10214] ['1/9', '5/6', '9/7', '2', '3'] -> 2 / (5/6 / (9/7 + 3) - 1/9)
[10215] ['1/9', '4/5', '2', '9/4', '8'] -> 4/5 * (8 / (1/9 * 9/4) - 2)
[10216] ['5/6', '7/8', '2', '8/3', '5'] -> 5 * (2 + 8/3 * 7/8 / 5/6)
[10217] ['7/6', '6/5', '3', '9/2', '5'] -> ((9/2 / (5 * 6/5) - 7/6)) - 3)
[10218] ['4/9', '4/7', '7/4', '3', '4'] -> 3 * (4 / 4/9 - 4/7 * 7/4)
[10219] ['2/7', '5/8', '4/3', '3', '7'] -> 3 / (2/7 / 4/3 - 5/8 / 7)
[10220] ['1/9', '4/5', '7/4', '7', '9'] -> 7 + 9 * (7/4 + 1/9 / 4/5)
[10221] ['2/3', '7/8', '7/5', '3', '3'] -> (3 / (3 * 2/3) - (7/8 / 7/5)))
[10222] ['1/5', '8/9', '5/4', '3', '5'] -> 3 / (5/4 - 5 * 1/5 / 8/9)
[10223] ['2/3', '7/8', '8/5', '3', '3'] -> 3 / (2/3 / 8/5 - 7/8 / 3)
[10224] ['5/6', '8/9', '9/8', '2', '5'] -> 5 / ((2 - 8/9) / 5/6 - 9/8)
[10225] ['1/7', '1/6', '8/3', '3', '8'] -> (8/3 / 1/6 + 8 / 1/7) / 3
[10226] ['1/9', '4/5', '7/3', '7', '9'] -> ((7/3 + 7) / 4/5 - 9) / 1/9
[10227] ['7/9', '8/9', '6/5', '4', '9'] -> 6/5 * 9 * (7/9 * 4 - 8/9)
[10228] ['1/9', '5/6', '6/7', '2', '8'] -> 2 / (5/6 / 6/7 - 1/9 * 8)
[10229] ['1/9', '6/7', '7/8', '2', '3'] -> 7/8 * (6/7 / 2 + 3 / 1/9)
[10230] ['7/6', '5/4', '8/5', '3', '5'] -> 8/5 / ((5 - 7/6) / 5/4 - 3)
[10231] ['5/8', '5/7', '7/4', '3', '6'] -> 3 * (6 + 7/4 * 5/7 / 5/8)
[10232] ['4/9', '4/7', '3', '4', '9/2'] -> 4 / (4/7 - 4/9) - (3 + 9/2)
[10233] ['1/7', '1/5', '2/9', '3', '8'] -> 2/9 * 3 + 8 / (1/7 + 1/5)
[10234] ['1/9', '5/6', '9/8', '2', '8'] -> 9/8 * 8 + 2 * 5/6 / 1/9
[10235] ['4/9', '5/8', '6/7', '6', '8'] -> (8 / (4/9 * 6/7) - 6) / 5/8
[10236] ['7/6', '5/4', '9/5', '3', '5'] -> 5 / (3 / 9/5 - 7/6 * 5/4)
[10237] ['1/9', '4/5', '9/2', '7', '9'] -> (1/9 + 7) * (9 - 9/2 / 4/5)
[10238] ['1/7', '1/5', '1/4', '3', '8'] -> (3 - 1/5) * (8 + 1/7 / 1/4)
[10239] ['4/9', '3/5', '5/8', '3', '4'] -> (4/9 + 4) * (3/5 + 3 / 5/8)
[10240] ['1/9', '5/6', '8/7', '2', '8'] -> (8 / (8/7 * 2) - 5/6) / 1/9
[10241] ['7/9', '9/8', '7/6', '4', '9'] -> 9 * (4 - 7/6 / (7/9 * 9/8))
[10242] ['7/6', '5/4', '8/3', '3', '5'] -> 8/3 / (5/4 - 7/6) - (3 + 5)
[10243] ['2/7', '5/8', '3', '9/2', '7'] -> (3 + 9/2) * 7 * 2/7 / 5/8
[10244] ['1/9', '5/6', '6/7', '7', '9'] -> (9 / 6/7 - (5/6 + 7)) / 1/9
[10245] ['1/5', '8/9', '7/4', '3', '5'] -> 3 / (7/4 / 5 - 1/5 / 8/9)
[10246] ['1/9', '6/7', '6/5', '2', '3'] -> (6/5 + 3) * (6/7 / 1/9 - 2)
[10247] ['2/3', '8/9', '8/7', '3', '3'] -> 3 / (8/9 / 8/7 - 2/3) - 3
[10248] ['2/9', '4/7', '4/7', '1', '8'] -> 8 * (4/7 / 2/9 - (4/7 - 1))
[10249] ['4/9', '3/5', '7/9', '3', '4'] -> (4 / 3/5 - 4/9) * 3 / 7/9
[10250] ['1/5', '8/9', '5/2', '3', '5'] -> (1/5 + 5/2) * (5 + 8/9 + 3)
[10251] ['4/9', '3/5', '6/7', '3', '4'] -> (6/7 + 3) * (4 / 3/5 - 4/9)
[10252] ['7/9', '9/8', '4/3', '4', '9'] -> (4 + 9) / (9/8 - 7/9 / 4/3)
[10253] ['1/9', '6/7', '7/5', '2', '3'] -> 7/5 * 3 * (6/7 / 1/9 - 2)
[10254] ['3/5', '1', '8/7', '7/3', '4'] -> 8/7 / (4 / 7/3 - 1 / 3/5)
[10255] ['1/7', '1/5', '1/2', '3', '8'] -> (3 - 1/7) * (8 + 1/5 / 1/2)
[10256] ['1/9', '5/6', '6/5', '7', '9'] -> (9 + 6/5 - 7) * 5/6 / 1/9
[10257] ['2/3', '8/9', '9/7', '3', '3'] -> (3 + 3 / 9/7) / (8/9 - 2/3)
[10258] ['1/4', '5/7', '3/4', '4', '6'] -> 6 / (1/4 + 5/7 - 3/4) - 4
[10259] ['5/8', '5/7', '3', '9/2', '6'] -> 3 / (5/8 / 5/7 - 9/2 / 6)
[10260] ['2/7', '2/3', '8/5', '3', '7'] -> 2/7 / (3 / 7 - 2/3 / 8/5)
[10261] ['2/3', '8/9', '4/3', '3', '3'] -> (4/3 + 8/9 / 2/3) * 3 * 3
[10262] ['2/9', '4/7', '2/3', '1', '8'] -> 2/3 / (2/9 * 8 - 1 / 4/7)
[10263] ['1/9', '5/6', '5/4', '7', '9'] -> (5/6 / 5/4 - (7 - 9)) / 1/9
[10264] ['4/9', '3/5', '9/8', '3', '4'] -> 9/8 * 3 * (4/9 + 4 / 3/5)
[10265] ['4/9', '5/8', '3/2', '6', '8'] -> 6 * (8 - (5/8 + 3/2 / 4/9))
[10266] ['5/8', '3/4', '7/9', '3', '6'] -> (3 - 7/9) * (3/4 + 6) / 5/8
[10267] ['7/9', '9/8', '8/5', '4', '9'] -> 8/5 * (4 + 9/8 * (7/9 + 9))
[10268] ['2/3', '8/9', '3/2', '3', '3'] -> 3 / (2/3 * 3/2 - 8/9) - 3
[10269] ['1/9', '6/7', '7/8', '2', '8'] -> 2 / 1/9 + 8 * 6/7 * 7/8
[10270] ['5/6', '9/8', '9/8', '2', '5'] -> (5 / (5/6 * (9/8 + 9/8)) - 2))
[10271] ['7/9', '9/8', '7/4', '4', '9'] -> (9 - 7/4 / 7/9) * 4 / 9/8
[10272] ['1/7', '1/5', '2/3', '3', '8'] -> (8 / (1/5 * (2/3 / 1/7)) - 3))
[10273] ['2/7', '5/7', '4/5', '3', '7'] -> 4/5 * (3 + (5/7 + 7) / 2/7)
[10274] ['2/3', '8/9', '8/5', '3', '3'] -> 3 / (2/3 - 8/9 / 8/5) - 3
[10275] ['1/5', '9/8', '9/7', '3', '5'] -> 3 / (1/5 * 5 - 9/8 / 9/7)
[10276] ['4/9', '5/8', '5/2', '6', '8'] -> 8 * (5/2 / (4/9 * 5/8) - 6)
[10277] ['2/9', '4/7', '5/6', '1', '8'] -> 4/7 / 5/6 * (8 / 2/9 - 1)
[10278] ['2/9', '4/7', '7/8', '1', '8'] -> 8 / (2/9 * (1 + 4/7 * 7/8))
[10279] ['3/5', '1', '7/6', '9/7', '4'] -> 4 / (1 / 3/5 - 7/6 * 9/7)
[10280] ['2/7', '5/7', '9/8', '3', '7'] -> 7 / (9/8 - 5/7 / (2/7 * 3))
[10281] ['7/9', '9/8', '5/2', '4', '9'] -> 4 * (9 - (7/9 + 5/2 / 9/8))
[10282] ['1/9', '6/7', '2', '3', '9/2'] -> 6/7 * 2 * 9/2 * (1/9 + 3)
[10283] ['1/9', '6/7', '5/4', '2', '8'] -> 6/7 * (5/4 * 8 + 2 / 1/9)
[10284] ['4/9', '2/3', '5/7', '6', '8'] -> (2/3 + 5/7 * (6 + 8)) / 4/9
[10285] ['2/3', '8/9', '9/4', '3', '3'] -> (2/3 + 8/9 * 9/4) * 3 * 3
[10286] ['1/7', '1/5', '7/8', '3', '8'] -> 8 / 7/8 - (1/7 - 3 / 1/5)
[10287] ['7/6', '4/3', '9/4', '3', '5'] -> 9/4 * (4/3 + 7/6 * (3 + 5))
[10288] ['7/9', '8/7', '6/5', '4', '9'] -> (4 - 8/7) * 9 * 7/9 * 6/5
[10289] ['1/9', '6/7', '7/5', '2', '8'] -> 2 + 7/5 * (8 + 6/7 / 1/9)
[10290] ['1/9', '5/6', '7/3', '7', '9'] -> 5/6 / (7/3 / (7 + 9) - 1/9)
[10291] ['3/5', '1', '7/6', '7/4', '4'] -> 4 / (1 / 3/5 - 7/4 / 7/6)
[10292] ['1/5', '9/8', '3', '7/2', '5'] -> 1/5 * 5 / (7/2 / 3 - 9/8)
[10293] ['1/7', '1/5', '8/9', '3', '8'] -> 8 / (1/5 * 8/9) - 3 / 1/7
[10294] ['2/9', '4/7', '1', '6/5', '8'] -> 4/7 * 6/5 * (8 / 2/9 - 1)
[10295] ['7/6', '7/5', '7/5', '3', '5'] -> (7/5 + 7/5 * 3) * 5 / 7/6
[10296] ['1/9', '6/7', '8/5', '2', '8'] -> (8 / 8/5 - 2 / 6/7) / 1/9
[10297] ['2/7', '5/7', '9/4', '3', '7'] -> (5/7 + 7 / 3) * 9/4 / 2/7
[10298] ['4/9', '2/3', '9/7', '6', '8'] -> 9/7 * (6 + (4/9 + 8) / 2/3)
[10299] ['1/7', '1/5', '9/8', '3', '8'] -> 8 * 9/8 / 1/5 - 3 / 1/7
[10300] ['4/9', '3/5', '3', '4', '9/2'] -> 9/2 * (4 / 3/5 - 4/9 * 3)
[10301] ['5/6', '8/7', '7/6', '2', '5'] -> 8/7 / (7/6 - 5/6) * (2 + 5)
[10302] ['1/9', '6/7', '5/3', '2', '8'] -> (2 / (6/7 * (5/3 / 8)) - 1/9))
[10303] ['5/8', '7/9', '8/7', '3', '6'] -> 6 * (5/8 + 3 / (7/9 * 8/7))
[10304] ['7/9', '8/7', '7/5', '4', '9'] -> (7/5 + 7/9 * 9) * (4 - 8/7)
[10305] ['4/9', '2/3', '7/5', '6', '8'] -> (2/3 + (6 + 8) / 7/5) / 4/9
[10306] ['3/5', '1', '7/6', '7/3', '4'] -> 4 / (1 - 7/6 / (3/5 * 7/3))
[10307] ['2/7', '3/4', '4/5', '3', '7'] -> 4/5 * 7 * (2/7 + 3 / 3/4)
[10308] ['4/9', '5/8', '5/8', '3', '4'] -> 3 * (4 / 4/9 - 5/8 / 5/8)
[10309] ['2/7', '3/4', '5/6', '3', '7'] -> 3 / (3/4 * (2/7 - 5/6 / 7))
[10310] ['5/6', '8/7', '5/4', '2', '5'] -> 5 / (2 * 5/6 / 8/7 - 5/4)
[10311] ['2/9', '4/7', '1', '3/2', '8'] -> 4/7 * (3/2 + (1 + 8) / 2/9)
[10312] ['1/9', '6/7', '9/8', '7', '9'] -> (9 - 6/7 * 7) / (1/9 * 9/8)
[10313] ['1/9', '7/8', '7/5', '2', '3'] -> (2 / 1/9 - 3) * 7/5 / 7/8
[10314] ['7/9', '8/7', '5/3', '4', '9'] -> (9 - 5/3 / 7/9) * 4 / 8/7
[10315] ['5/8', '7/9', '6/5', '3', '6'] -> (3 - 7/9) * (6/5 + 6 / 5/8)
[10316] ['1/7', '1/5', '4/3', '3', '8'] -> 8 / (4/3 / (3 - 1/5) - 1/7)
[10317] ['5/8', '7/9', '5/4', '3', '6'] -> (5/8 + 7/9) * 3 * 6 - 5/4
[10318] ['2/7', '3/4', '6/5', '3', '7'] -> (6/5 - 2/7) * 7 * (3/4 + 3)
[10319] ['7/9', '8/7', '9/5', '4', '9'] -> 7/9 * (9/5 + 9) * (4 - 8/7)
[10320] ['1/9', '7/8', '8/5', '2', '3'] -> (7/8 + 2) / 1/9 - 3 / 8/5
[10321] ['2/3', '9/8', '8/5', '3', '3'] -> 3 / (3 * 2/3 / 8/5 - 9/8)
[10322] ['1/4', '5/7', '4', '9/2', '6'] -> 9/2 * 6 / (1/4 + 5/7) - 4
[10323] ['3/5', '1', '6/5', '9/7', '4'] -> 4 * (3/5 / (9/7 - 6/5) - 1)
[10324] ['7/9', '8/7', '5/2', '4', '9'] -> 4 + 7/9 * 8/7 * 5/2 * 9
[10325] ['1/9', '7/8', '9/5', '2', '3'] -> 3 / (2 / 9/5 - (1/9 + 7/8))
[10326] ['1/9', '6/7', '2', '9/2', '8'] -> 8 * 9/2 / 6/7 - 2 / 1/9
[10327] ['5/8', '7/9', '7/5', '3', '6'] -> (3 + 6 / 7/9) * 7/5 / 5/8
[10328] ['7/6', '8/5', '7/4', '3', '5'] -> 8/5 / (7/6 / 7/4 - 3 / 5)
[10329] ['1/9', '6/7', '4/3', '7', '9'] -> 6/7 * (4/3 / 1/9 + 7 + 9)
[10330] ['5/6', '8/7', '8/5', '2', '5'] -> 8/7 * (5/6 + 5) * (8/5 + 2)
[10331] ['1/5', '8/7', '9/5', '3', '5'] -> 8/7 * 3 * (5 + 1/5 + 9/5)
[10332] ['1/7', '1/5', '5/3', '3', '8'] -> 5/3 * ((1/5 + 3) / 1/7 - 8)
[10333] ['1/4', '3/4', '7/5', '4', '6'] -> (7/5 + 1/4 + 3/4) * (4 + 6)
