[89506] ['2/9', '2/9', '5/3', '6', '9'] -> 5/3 * (6 + 9) - 2/9 / 2/9
[97879] ['7/8', '9/7', '9/7', '5', '9'] -> 5 * 9 / (7/8 + 9/7 / 9/7)
[97880] ['2/9', '6/5', '5/4', '5', '6'] -> 6/5 + (6 + 5 / 2/9) / 5/4
[97881] ['4/5', '8/9', '2', '4', '9/2'] -> (2 - 8/9) * 9/2 * (4/5 + 4)
[97882] ['2/7', '8/9', '8/5', '6', '7'] -> 7 * (6 / 8/5 - 2/7 / 8/9)
[97883] ['3/4', '4/3', '9/5', '4', '4'] -> 9/5 * (4/3 + 4 * 3/4 * 4)
[97884] ['4/9', '1', '5/4', '8/5', '3'] -> 8/5 / (3 * 4/9 / 5/4 - 1)
[97885] ['1/4', '2/5', '8/7', '8', '8'] -> (8 + 8 / 8/7) * 2/5 / 1/4
[97886] ['3/7', '5/4', '7/3', '6', '9'] -> 6 * 9 / (5/4 + 3/7 * 7/3)
[97887] ['1/7', '5/2', '8/3', '5', '9'] -> (8/3 + 9) * (1/7 + 5) / 5/2
[97888] ['3/4', '7/5', '7/5', '4', '4'] -> 4 * (3/4 + 7/5 * 4) - 7/5
[97889] ['4/9', '1', '5/4', '7/4', '3'] -> 3 / ((7/4 - 5/4) / 4/9 - 1)
[97890] ['3/7', '5/4', '7/2', '6', '9'] -> 6 / 3/7 + (7/2 + 9) / 5/4
[97891] ['1/4', '2/7', '8/9', '1', '2'] -> 8/9 * (2 / (1/4 * 2/7) - 1)
[97892] ['1/7', '5/9', '2/3', '8', '9'] -> 8 / (5/9 * 9 - 2/3 / 1/7)
[97893] ['5/8', '9/7', '3/2', '3', '8'] -> (9/7 + 3) * (8 - 3/2 / 5/8)
[97894] ['1/4', '2/5', '9/7', '8', '8'] -> (2/5 + 8) * (8 - 9/7 / 1/4)
[97895] ['1/7', '8/3', '7/2', '5', '9'] -> 8/3 * (7/2 * (1/7 + 5) - 9)
[97896] ['1/4', '2/7', '1', '9/8', '2'] -> (2 / (1/4 * 2/7) - 1) / 9/8
[97897] ['1/4', '2/5', '4/3', '8', '8'] -> 4/3 * (8 / 2/5 - 1/4 * 8)
[97898] ['2/9', '6/5', '9/4', '5', '6'] -> (6 + 6/5 * 5) / (2/9 * 9/4)
[97899] ['1/5', '4/9', '2/3', '1', '1'] -> (2/3 + (1 + 1) / 1/5) / 4/9
[97900] ['2/7', '9/8', '9/8', '6', '7'] -> 6 / (9/8 + 9/8 - 2/7 * 7)
[97901] ['5/8', '9/7', '5/3', '3', '8'] -> 8 / (5/3 / 5/8 - 3 / 9/7)
[97902] ['7/8', '9/7', '7/4', '5', '9'] -> (5 + 9 / 9/7) * 7/4 / 7/8
[97903] ['1/4', '2/5', '7/3', '8', '8'] -> 8 / (1/4 / 2/5 - 7/3 / 8)
[97904] ['2/9', '6/5', '7/3', '5', '6'] -> 6 * (2/9 + 5 / 6/5) - 7/3
[97905] ['4/9', '1', '5/4', '5/2', '3'] -> 3 / (5/4 / (4/9 * 5/2) - 1)
[97906] ['1/6', '1/6', '2/7', '5', '9'] -> 2/7 * (5 / 1/6 + 9 / 1/6)
[97907] ['3/7', '4/3', '8/5', '6', '9'] -> 8/5 / (9 / (3/7 + 6) - 4/3)
[97908] ['5/8', '9/7', '9/5', '3', '8'] -> (8 / (5/8 * (3 / 9/7)) - 9/5))
[97909] ['1/4', '2/7', '1', '7/5', '2'] -> (1 + 2 / (2/7 * 7/5)) / 1/4
[97910] ['3/4', '7/5', '5/2', '4', '4'] -> (4 + 4 * 7/5 * 5/2) / 3/4
[97911] ['1/6', '1/6', '3/7', '5', '9'] -> 9 * (5 - 1/6 / (1/6 * /7)
)[97912] ['4/9', '1', '5/4', '3', '7/2'] -> (1 + 7/2) / (3 - 5/4 / 4/9)
[97913] ['1/4', '2/5', '9/2', '8', '8'] -> 8 * (9/2 / 2/5 - (1/4 + 8))
[97914] ['2/5', '7/6', '9/7', '3', '9'] -> 3 - 7/6 * 9/7 + 9 / 2/5
[97915] ['1/7', '5/9', '7/8', '8', '9'] -> (8 - 5/9 * 9) / (1/7 * 7/8)
[97916] ['4/5', '9/8', '5/3', '2', '4'] -> 4 / (9/8 * 2 - 5/3 / 4/5)
[97917] ['1/6', '1/6', '5/7', '5', '9'] -> (5/7 + 1/6 / 1/6) * (5 + 9)
[97918] ['1/4', '2/7', '1', '5/3', '2'] -> 1 / (1/4 / 2/7 - 5/3 / 2)
[97919] ['4/5', '9/8', '7/4', '2', '4'] -> 9/8 * 4 / (7/4 / 4/5 - 2)
[97920] ['1/7', '5/9', '9/8', '8', '9'] -> (9 * 5/9 / 1/7 - 8) / 9/8
[97921] ['1/4', '3/7', '1/2', '8', '8'] -> 3/7 * (8 / (1/4 * 1/2) - 8)
[97922] ['4/5', '9/8', '2', '9/4', '4'] -> 9/4 / (4 - (9/8 + 2) / 4/5)
[97923] ['1/4', '3/7', '5/9', '8', '8'] -> (8 / 1/4 - 8 / 3/7) / 5/9
[97924] ['4/9', '1', '9/7', '7/5', '3'] -> 3 / (7/5 - 9/7) - 1 / 4/9
[97925] ['2/5', '7/6', '7/4', '3', '9'] -> 3 - 7/4 / 7/6 + 9 / 2/5
[97926] ['1/7', '5/9', '7/6', '8', '9'] -> 8 * 9 * (5/9 / 7/6 - 1/7)
[97927] ['3/7', '7/5', '7/4', '6', '9'] -> 7/4 * (3/7 + 9 + 6 / 7/5)
[97928] ['4/5', '9/8', '2', '7/3', '4'] -> 4 / (4/5 * (9/8 + 2) - 7/3)
[97929] ['5/8', '9/7', '3', '9/2', '8'] -> (8 - 9/2) * (9/7 + 3) / 5/8
[97930] ['2/5', '7/6', '9/4', '3', '9'] -> 9/4 * (9 + 2/5 * (7/6 + 3))
[97931] ['1/7', '5/9', '6/5', '8', '9'] -> (8 / (5/9 * 9) - (6/5 / 1/7)))
[97932] ['2/7', '9/8', '3/2', '6', '7'] -> 7 * (3/2 + 6 * 2/7 * 9/8)
[97933] ['1/4', '2/7', '1', '2', '8/3'] -> (2 + 8/3) * (2/7 + 1) / 1/4
[97934] ['2/9', '5/4', '7/2', '5', '6'] -> 5/4 * (6 / 2/9 - 5) - 7/2
[97935] ['1/6', '1/6', '8/7', '5', '9'] -> (5 - 1/6 * 9) * 8/7 / 1/6
[97936] ['2/7', '9/8', '8/5', '6', '7'] -> 7 * (6 / 8/5 - 2/7 * 9/8)
[97937] ['3/7', '7/5', '9/2', '6', '9'] -> (6 * 9/2 / 7/5 - 9) / 3/7
[97938] ['2/5', '7/6', '3', '7/2', '9'] -> 9 + (3 + 7/2 / 7/6) / 2/5
[97939] ['4/9', '1', '9/7', '5/3', '3'] -> (5/3 + 3) * (1 + 9/7) / 4/9
[97940] ['7/8', '4/3', '5/3', '5', '9'] -> 9 / (5 * (7/8 - 4/3 / 5/3))
[97941] ['1/4', '1/3', '4/7', '1', '2'] -> 1 / (1/3 / 4/7 * - 1/4)
[97942] ['2/9', '9/7', '7/5', '5', '6'] -> (9/7 + 5) / 2/9 - 6 / 7/5
[97943] ['1/6', '1/6', '9/7', '5', '9'] -> (1/6 + 5) / 1/6 - 9 / 9/7
[97944] ['3/4', '8/5', '8/3', '4', '4'] -> 4 * (8/3 + 4 / (3/4 * 8/5))
[97945] ['5/8', '7/5', '9/4', '3', '8'] -> (3 + 9/4 * 8) / (5/8 * 7/5)
[97946] ['1/6', '1/6', '7/5', '5', '9'] -> 5 * (9 - 7/5 / (1/6 + 1/6))
[97947] ['1/7', '5/9', '7/5', '8', '9'] -> 8 - 1/7 * 7/5 + 9 / 5/9
[97948] ['2/7', '9/8', '9/5', '6', '7'] -> 9/8 * 7 * (6 / 9/5 - 2/7)
[97949] ['2/9', '9/7', '7/4', '5', '6'] -> 6 / (7/4 / 9/7 - 2/9 * 5)
[97950] ['3/4', '5/3', '5/3', '4', '4'] -> 4 * (4 + 3/4 + 5/3) - 5/3
[97951] ['1/4', '3/7', '9/8', '8', '8'] -> (9/8 - 1/4) * 8 * 3/7 * 8
[97952] ['2/7', '9/8', '7/3', '6', '7'] -> 9/8 * (7/3 / 7 + 6 / 2/7)
[97953] ['1/4', '1/3', '7/9', '1', '2'] -> 1/3 * 2 / (1/4 + 7/9 - 1)
[97954] ['3/4', '5/3', '9/5', '4', '4'] -> 4 * (3/4 * 4 + 5/3 * 9/5)
[97955] ['4/9', '1', '9/7', '7/3', '3'] -> 7/3 * (9/7 + (1 + 3) / 4/9)
[97956] ['1/6', '1/5', '3/8', '5', '9'] -> 1/5 / (3/8 / 9 - 1/6 / 5)
[97957] ['4/5', '8/7', '7/5', '2', '4'] -> 2 / (7/5 / (8/7 - 4/5) - 4)
[97958] ['3/4', '7/4', '9/5', '4', '4'] -> 9/5 * (4 + 4 * 7/4 / 3/4)
[97959] ['2/9', '9/7', '7/3', '5', '6'] -> (6 + 9/7 - 5) * 7/3 / 2/9
[97960] ['1/4', '3/7', '3/2', '8', '8'] -> 3/7 * (8 + 8 * 3/2 / 1/4)
[97961] ['1/5', '4/9', '1', '1', '4/3'] -> ((1 + 4/3) / 1/5 - 1) / 4/9
[97962] ['7/8', '7/5', '9/4', '5', '9'] -> 9 / (5 * (7/5 - 7/8) - 9/4)
[97963] ['2/5', '5/4', '7/3', '3', '9'] -> (7/3 + 3) * 9 * 2/5 * 5/4
[97964] ['4/5', '8/7', '8/5', '2', '4'] -> 8/5 / (2 - (4/5 + 8/7)) - 4
[97965] ['7/8', '7/5', '7/3', '5', '9'] -> 7/3 / (7/8 - 7/5 * 5 / 9)
[97966] ['1/7', '5/9', '9/5', '8', '9'] -> 9/5 * 5/9 / 1/7 + 8 + 9
[97967] ['4/5', '8/7', '5/3', '2', '4'] -> (8/7 + 4) * 5/3 * (4/5 + 2)
[97968] ['1/5', '4/9', '1', '1', '3/2'] -> 3/2 + (1 + 1) / (1/5 * 4/9)
[97969] ['3/7', '8/5', '9/5', '6', '9'] -> 8/5 / 9/5 * (6 + 9 / 3/7)
[97970] ['1/4', '3/7', '5/3', '8', '8'] -> 8 * (8 * 1/4 / 3/7 - 5/3)
[97971] ['4/5', '8/7', '7/4', '2', '4'] -> 7/4 * 4 * (2 + 8/7 / 4/5)
[97972] ['1/5', '4/9', '1', '1', '8/5'] -> 1 + (1 + 8/5 / 4/9) / 1/5
[97973] ['1/4', '3/8', '2/5', '1', '2'] -> (1 / 1/4 + 2 / 2/5) / 3/8
[97974] ['3/4', '9/5', '7/3', '4', '4'] -> 4 / (7/3 / 4 - 3/4 / 9/5)
[97975] ['3/7', '8/5', '9/4', '6', '9'] -> 8/5 * (9 / 3/7 - 9/4) - 6
[97976] ['1/4', '3/7', '9/5', '8', '8'] -> 9/5 * (8 / 1/4 - 8 / 3/7)
[97977] ['5/8', '9/5', '3', '7/2', '8'] -> 9/5 / (7/2 / (8 - 3) - 5/8)
[97978] ['1/5', '4/9', '1', '1', '5/3'] -> (1 + 5/3) / (1/5 * (1 - 4/9))
[97979] ['3/4', '9/5', '5/2', '4', '4'] -> (9/5 - 3/4 / 5/2) * 4 * 4
[97980] ['1/4', '3/7', '9/4', '8', '8'] -> 8 * (1/4 + 8 - 9/4 / 3/7)
[97981] ['1/6', '1/5', '3/4', '5', '9'] -> 9 / (5 * (1/5 - 1/6 * 3/4))
[97982] ['2/7', '7/6', '9/7', '6', '7'] -> 9/7 * (7 / 2/7 - 7/6) - 6
[97983] ['3/4', '9/5', '7/2', '4', '4'] -> (7/2 * 4 - 4) * 9/5 / 3/4
[97984] ['1/4', '3/8', '4/7', '1', '2'] -> (2 + 1 / (1/4 * 4/7)) / 3/8
[97985] ['1/6', '1/5', '7/9', '5', '9'] -> (7/9 + 1/5 / 9) * 5 / 1/6
[97986] ['3/7', '8/5', '7/2', '6', '9'] -> 8/5 * (9 * 6 / 7/2 - 3/7)
[97987] ['1/4', '3/8', '5/7', '1', '2'] -> 1 / (3/8 / (2 - 5/7) - 1/4)
[97988] ['4/5', '8/7', '2', '8/3', '4'] -> 4 / (2 / 4/5 - 8/3 / 8/7)
[97989] ['3/4', '7/3', '7/3', '4', '4'] -> 4 / 3/4 + 4 * (7/3 + 7/3)
[97990] ['2/5', '9/7', '8/3', '3', '9'] -> 9/7 * (8/3 / 2/5 + 3 + 9)
[97991] ['1/4', '3/8', '4/5', '1', '2'] -> (2 / (1/4 * 4/5) - 1) / 3/8
[97992] ['2/9', '7/5', '7/4', '5', '6'] -> 6 + 5 / (7/4 * 2/9 / 7/5)
[97993] ['3/4', '7/3', '5/2', '4', '4'] -> 4 * (7/3 * 4 - 5/2 / 3/4)
[97994] ['2/7', '6/5', '5/4', '6', '7'] -> (6/5 + 2/7 * 7) * 5/4 * 6
[97995] ['1/4', '4/9', '3/5', '8', '8'] -> (8 / 4/9 - 8) * 3/5 / 1/4
[97996] ['4/5', '7/6', '7/6', '2', '4'] -> 4 / (2 / 4/5 - (7/6 + 7/6))
[97997] ['3/7', '5/3', '9/4', '6', '9'] -> 6 / (9 - 9/4 * 5/3 / 3/7)
[97998] ['2/5', '4/3', '4/3', '3', '9'] -> (3 + 9) * (4/3 / 2/5 - 4/3)
[97999] ['1/4', '3/8', '1', '6/5', '2'] -> 1 / (2 * 1/4 / 6/5 - 3/8)
[98000] ['4/9', '1', '7/5', '5/3', '3'] -> 5/3 / (7/5 - 4/9 * 3) - 1
[98001] ['1/5', '1/2', '1/2', '1', '1'] -> (1 + 1 / 1/5) / (1/2 * 1/2)
[98002] ['3/7', '5/3', '5/2', '6', '9'] -> 5/3 * (6 + 9 / (3/7 * 5/2))
[98003] ['7/9', '7/9', '7/9', '4', '4'] -> 4 * (4 + (7/9 + 7/9) / 7/9)
[98004] ['1/4', '3/8', '1', '7/5', '2'] -> 1 / (1/4 / (2 - 7/5) - 3/8)
[98005] ['7/9', '7/9', '5/6', '4', '4'] -> (4 + 7/9 / 7/9) * 4 / 5/6
[98006] ['4/5', '7/6', '3/2', '2', '4'] -> 4 / (7/6 + 3/2 - 2 / 4/5)
[98007] ['2/5', '4/3', '3', '7/2', '9'] -> 9 * (3 / 2/5 - (4/3 + 7/2))
[98008] ['2/3', '5/7', '7/6', '3', '8'] -> 8 / (2/3 / 7/6 - 5/7 / 3)
[98009] ['1/5', '1/2', '5/8', '1', '1'] -> (1 + 1 / 1/2) / (1/5 * 5/8)
[98010] ['2/9', '3/2', '9/5', '5', '6'] -> (9/5 * 5 + 6 / 2/9) / 3/2
[98011] ['7/8', '9/5', '9/5', '5', '9'] -> 5 * 9 / (7/8 + 9/5 / 9/5)
[98012] ['1/7', '3/5', '5/8', '8', '9'] -> 5/8 * 8 * (9 - 3/5 / 1/7)
[98013] ['7/9', '7/9', '8/7', '4', '4'] -> 4 / (8/7 - 7/9 / 7/9) - 4
[98014] ['1/5', '1/2', '5/7', '1', '1'] -> (1 + 1 / 5/7) / (1/5 * 1/2)
[98015] ['1/4', '2/5', '4/7', '1', '2'] -> (1 / 2/5 + 2 / 4/7) / 1/4
[98016] ['7/8', '9/5', '7/3', '5', '9'] -> (9 - (7/3 - 5)) * 9/5 / 7/8
[98017] ['2/5', '5/3', '7/4', '3', '9'] -> 9 / (3 - 7/4 / (2/5 * 5/3))
[98018] ['1/5', '1/2', '3/4', '1', '1'] -> (1 + 1 / 1/5) / (3/4 - 1/2)
[98019] ['7/9', '7/9', '5/4', '4', '4'] -> 4 * (7/9 / 7/9 + 5/4 * 4)
[98020] ['1/7', '3/5', '5/7', '8', '9'] -> 9 * 1/7 / 3/5 * 8 / 5/7
[98021] ['1/4', '4/9', '6/5', '8', '8'] -> 6/5 * (1/4 * 8 + 8 / 4/9)
[98022] ['2/9', '8/5', '7/4', '5', '6'] -> (6 + 5 * 8/5 / 2/9) / 7/4
[98023] ['1/4', '2/5', '5/7', '1', '2'] -> (2 / (2/5 * 5/7) - 1) / 1/4
[98024] ['7/9', '7/9', '9/7', '4', '4'] -> 4 * (4 + 9/7 * (7/9 + 7/9))
[98025] ['3/7', '9/5', '7/2', '6', '9'] -> 9 / (9/5 - 3/7 * 7/2) - 6
[98026] ['2/3', '5/7', '7/4', '3', '8'] -> 8 / (3 / 7/4 - (2/3 + 5/7))
[98027] ['1/5', '1/2', '4/5', '1', '1'] -> (4/5 + (1 + 1) / 1/2) / 1/5
[98028] ['2/9', '8/5', '7/3', '5', '6'] -> (6 + 7/3 - 5) * 8/5 / 2/9
[98029] ['7/9', '7/9', '4/3', '4', '4'] -> (4 + 4) / (4/3 - 7/9 / 7/9)
[98030] ['2/7', '5/4', '7/3', '6', '7'] -> 6 / (7/3 * (2/7 - 5/4 / 7))
[98031] ['1/5', '1/2', '5/6', '1', '1'] -> (1 + 1) / (5/6 * 1/5 * 1/2)
[98032] ['3/7', '9/5', '9/2', '6', '9'] -> 9 / (9/2 - 9/5 / 3/7) - 6
[98033] ['2/9', '8/5', '7/2', '5', '6'] -> 7/2 * 8/5 / 2/9 - 6 / 5
[98034] ['4/9', '1', '3/2', '3/2', '3'] -> 3/2 / (3/2 - (4/9 + 1)) - 3
[98035] ['1/6', '2/9', '3/5', '5', '9'] -> 9 * (3/5 / 2/9 - 1/6 / 5)
[98036] ['1/4', '2/5', '7/8', '1', '2'] -> (1 + 2 / (1/4 * 2/5)) / 7/8
[98037] ['7/9', '7/9', '8/5', '4', '4'] -> 8/5 * (4 * 4 - 7/9 / 7/9)
[98038] ['2/9', '8/5', '9/2', '5', '6'] -> 5 * 8/5 / 2/9 / (6 - 9/2)
[98039] ['1/6', '2/9', '5/8', '5', '9'] -> (5 / ((1/6 * 2/9) * 5/8) * 9))
[98040] ['4/5', '5/4', '3/2', '2', '4'] -> 3/2 / ((5/4 + 2) / 4/5 - 4)
[98041] ['4/9', '1', '3/2', '7/4', '3'] -> 3/2 / (1 + 3 - 7/4 / 4/9)
[98042] ['2/7', '9/7', '9/5', '6', '7'] -> 9/7 * (7 + 6 / (2/7 * 9/5))
[98043] ['7/9', '7/9', '9/4', '4', '4'] -> 4 * (9/4 + 4) - 7/9 / 7/9
[98044] ['1/4', '2/5', '1', '8/7', '2'] -> 8/7 * (1 + 2 / (1/4 * 2/5))
[98045] ['7/9', '7/9', '7/2', '4', '4'] -> 7/2 * 4 / (7/9 - 7/9 / 4)
[98046] ['3/7', '5/2', '7/2', '6', '9'] -> 6 / 3/7 + 9 - (5/2 - 7/2)
[98047] ['1/4', '2/5', '1', '7/6', '2'] -> 1 / (1/4 / 2/5 - 7/6 / 2)
[98048] ['7/8', '9/2', '9/2', '5', '9'] -> 5 * 9 / (7/8 + 9/2 / 9/2)
[98049] ['1/6', '2/9', '7/8', '5', '9'] -> (5 / 2/9 - 1/6 * 9) / 7/8
[98050] ['7/9', '7/9', '4', '4', '9/2'] -> (7/9 + 7/9) * 4 * 9/2 - 4
[98051] ['4/9', '1', '8/5', '8/5', '3'] -> 8/5 / (3 * (1 - 4/9) - 8/5)
[98052] ['2/3', '3/4', '9/5', '3', '8'] -> (8 + 2/3 * 3) * 9/5 / 3/4
[98053] ['8/9', '8/9', '9/8', '5', '9'] -> 9 * (5 / 9/8 - (8/9 + 8/9))
[98054] ['3/7', '8/3', '8/3', '6', '9'] -> 6 / 3/7 + 9 + 8/3 / 8/3
[98055] ['1/7', '3/5', '5/4', '8', '9'] -> 8 * (9 / 5/4 - 3/5 / 1/7)
[98056] ['4/5', '9/7', '7/5', '2', '4'] -> (4/5 + 4) / (2 - 9/7 * 7/5)
[98057] ['1/4', '1/2', '7/9', '8', '8'] -> (8 + 8 / (1/4 + 1/2)) / 7/9
[98058] ['1/6', '2/9', '8/7', '5', '9'] -> 8/7 * (5 / 2/9 - 1/6 * 9)
[98059] ['8/9', '8/9', '8/7', '5', '9'] -> 8/7 * (5 + 9 * (8/9 + 8/9))
[98060] ['1/7', '3/5', '9/7', '8', '9'] -> (9 - 3/5 * (9/7 + 8)) / 1/7
[98061] ['7/9', '4/5', '5/6', '4', '4'] -> (4 + 4/5 * 5/6) * 4 / 7/9
[98062] ['4/9', '1', '8/5', '9/5', '3'] -> 8/5 * 3 / (1 - 4/9 * 9/5)
[98063] ['1/4', '1/2', '6/7', '8', '8'] -> 6/7 * (8 / 1/4 - 1/2 * 8)
[98064] ['1/4', '2/5', '1', '2', '9/4'] -> (2/5 + 2) * (1 + 9/4 / 1/4)
[98065] ['1/5', '1/2', '1', '1', '3/2'] -> (1 + 3/2) / (1/5 * 1/2) - 1
[98066] ['1/6', '2/9', '9/7', '5', '9'] -> 9/7 * 2/9 / 1/6 * (5 + 9)
[98067] ['1/4', '1/2', '8/9', '8', '8'] -> (8 + 8) / (8/9 * (1/4 + 1/2))
[98068] ['2/7', '7/5', '7/4', '6', '7'] -> (2/7 + 6 / 7/5) * (7 - 7/4)
[98069] ['1/7', '3/5', '7/5', '8', '9'] -> 7/5 * 8 * 9 * 1/7 / 3/5
[98070] ['8/9', '8/9', '5/4', '5', '9'] -> 9 * (5 * 8/9 / 5/4 - 8/9)
[98071] ['1/4', '2/5', '1', '2', '7/3'] -> 2 / (1/4 + 7/3 - 1 / 2/5)
[98072] ['4/5', '9/7', '5/3', '2', '4'] -> 9/7 * 5/3 * 4 * (4/5 + 2)
[98073] ['4/9', '1', '8/5', '7/3', '3'] -> 1 / (7/3 / (8/5 * 3) - 4/9)
[98074] ['1/6', '2/9', '7/5', '5', '9'] -> 5 * (7/5 / 2/9 - 1/6 * 9)
[98075] ['8/9', '8/9', '9/7', '5', '9'] -> 8/9 * 9 * (5 / 9/7 - 8/9)
[98076] ['4/9', '4/9', '3/4', '6', '9'] -> (3/4 + 6) * (4/9 * 9 - 4/9)
[98077] ['1/7', '3/5', '3/2', '8', '9'] -> (3/5 + 9) * (3/2 / 1/7 - 8)
[98078] ['2/9', '7/3', '7/2', '5', '6'] -> 6 / ((7/2 - 7/3) / 2/9 - 5)
[98079] ['2/3', '7/9', '8/5', '3', '8'] -> (8 + 2/3 + 3) * 8/5 / 7/9
[98080] ['1/4', '1/2', '9/7', '8', '8'] -> 9/7 * (8 + 8 / (1/4 + 1/2))
[98081] ['4/9', '1', '8/5', '5/2', '3'] -> 3 * (5/2 * 8/5 / 4/9 - 1)
[98082] ['1/6', '2/9', '8/5', '5', '9'] -> 8/5 * 5 / (9 * 1/6 * 2/9)
[98083] ['4/9', '4/9', '7/9', '6', '9'] -> 6 / (4/9 - 7/9 / (4/9 * 9))
[98084] ['1/4', '3/7', '5/9', '1', '2'] -> 2 / (3/7 * (1 - (1/4 + 5/9)))
[98085] ['2/7', '7/5', '8/3', '6', '7'] -> 8/3 * ((6 + 7) / 7/5 - 2/7)
[98086] ['1/4', '1/4', '2/7', '5', '6'] -> 5 / 2/7 + 6 + 1/4 + 1/4
[98087] ['3/7', '4/9', '1/2', '3', '9'] -> 9 / (3 - 1/2 / (3/7 * 4/9))
[98088] ['4/5', '9/7', '2', '7/3', '4'] -> (4/5 + 4) * (2 + 9/7 * 7/3)
[98089] ['1/4', '3/7', '3/4', '1', '2'] -> (1 / 3/4 + 2 / 3/7) / 1/4
[98090] ['7/9', '4/5', '6/5', '4', '4'] -> (4 + 4/5 / 6/5) * 4 / 7/9
[98091] ['1/7', '3/5', '7/3', '8', '9'] -> 3/5 * 7/3 * (9 + 1/7 + 8)
[98092] ['1/5', '1/2', '1', '1', '8/3'] -> 8/3 * (1 / (1/5 * 1/2) - 1)
[98093] ['4/9', '1', '5/3', '5/3', '3'] -> (1 + 5/3) / (5/3 / 3 - 4/9)
[98094] ['3/7', '4/9', '3/5', '3', '9'] -> (3 / (3/5 - 4/9) - 9) / 3/7
[98095] ['1/4', '5/9', '3/5', '8', '8'] -> 8 * (8 * 1/4 / 5/9 - 3/5)
[98096] ['4/9', '1', '5/3', '7/4', '3'] -> ((1 / (4/9 * 7/4) - 5/3)) - 3)
[98097] ['4/9', '4/9', '9/7', '6', '9'] -> (4/9 + 4/9 * 6) * (9 - 9/7)
[98098] ['8/9', '8/9', '7/2', '5', '9'] -> (5 - 7/2) * 9 * (8/9 + 8/9)
[98099] ['4/9', '1', '5/3', '9/5', '3'] -> (1 + 9/5 * 3) * 5/3 / 4/9
[98100] ['4/5', '9/7', '2', '7/2', '4'] -> 2 + 7/2 * (9/7 + 4 / 4/5)
[98101] ['1/6', '1/4', '8/9', '5', '9'] -> 1/6 * 9 + 5 / (1/4 * 8/9)
[98102] ['7/9', '4/5', '7/5', '4', '4'] -> 4/5 + 4 * (4 + 7/5 / 7/9)
[98103] ['1/5', '5/9', '3/5', '1', '1'] -> (1 + 1 / 3/5) / (1/5 * 5/9)
[98104] ['4/5', '9/7', '2', '4', '9/2'] -> 4 * (2 / 4/5 + 9/2 / 9/7)
[98105] ['1/7', '5/8', '5/8', '8', '9'] -> 5/8 / (1/7 * 5/8) + 8 + 9
[98106] ['2/3', '4/5', '3/2', '3', '8'] -> 8 / (2/3 / 4/5 - 3/2 / 3)
[98107] ['2/7', '8/5', '5/3', '6', '7'] -> 2/7 * 7 / (5/3 - 8/5) - 6
[98108] ['1/4', '5/9', '5/7', '8', '8'] -> 5/9 * (8 / 1/4 + 8 / 5/7)
[98109] ['1/6', '1/4', '8/5', '5', '9'] -> (9 - 8/5 * 5) / (1/6 * 1/4)
[98110] ['4/9', '1', '5/3', '5/2', '3'] -> (5/2 * (5/3 + 3) - 1) / 4/9
[98111] ['1/5', '5/9', '2/3', '1', '1'] -> (1 + 2/3 + 1) / (1/5 * 5/9)
[98112] ['4/9', '1', '5/3', '3', '7/2'] -> 3 + (1 + 5/3) * 7/2 / 4/9
[98113] ['4/9', '1/2', '3/5', '6', '9'] -> 4/9 * 9 + 6 / (1/2 * 3/5)
[98114] ['7/9', '4/5', '5/3', '4', '4'] -> (4 + 4) / (4/5 - 7/9 / 5/3)
[98115] ['1/5', '5/9', '3/4', '1', '1'] -> (1 + 1) / (3/4 * 1/5 * 5/9)
[98116] ['1/4', '3/7', '1', '5/4', '2'] -> 1 / (5/4 / 2 - 1/4 / 3/7)
[98117] ['4/9', '1/2', '5/7', '6', '9'] -> 6 / (5/7 - 1/2) - 4/9 * 9
[98118] ['1/5', '5/9', '7/9', '1', '1'] -> 5/9 / (1 - (1/5 + 7/9)) - 1
[98119] ['2/7', '8/5', '8/3', '6', '7'] -> (6 - 2/7) * 7 * 8/5 / 8/3
[98120] ['2/7', '5/3', '5/3', '6', '7'] -> 7 * (6 / 5/3 - 2/7 / 5/3)
[98121] ['4/9', '1/2', '6/7', '6', '9'] -> (6/7 + 6) * (4/9 * 9 - 1/2)
[98122] ['1/6', '2/7', '3/5', '5', '9'] -> 5 + 3/5 * (1/6 + 9 / 2/7)
[98123] ['1/7', '5/8', '5/6', '8', '9'] -> 8 / (5/6 / (1/7 * 5/8) - 9)
[98124] ['4/5', '3/2', '2', '7/3', '4'] -> 4 * (3/2 * 7/3 + 2 / 4/5)
[98125] ['4/9', '1', '7/4', '3', '7/2'] -> 3 / (7/4 / (4/9 * 7/2) - 1)
[98126] ['1/4', '5/9', '9/7', '8', '8'] -> 8 / 9/7 + 8 * 5/9 / 1/4
[98127] ['1/5', '5/9', '7/8', '1', '1'] -> (1 / (5/9 * (1/5 + 7/8)) - 1))
[98128] ['8/9', '8/7', '8/7', '5', '9'] -> 8/7 * 5 + 9 * (8/9 + 8/7)
[98129] ['7/9', '4/5', '8/3', '4', '4'] -> 8/3 / (4 - 4 * 7/9 / 4/5)
[98130] ['4/9', '1/2', '9/7', '6', '9'] -> 4/9 / (6 / (9/7 * 9) - 1/2)
[98131] ['1/6', '2/7', '7/9', '5', '9'] -> 1/6 * 9 + 5 / (2/7 * 7/9)
[98132] ['1/4', '2/7', '5/8', '5', '6'] -> 6 * (1/4 / 2/7 + 5/8 * 5)
