[71605] ['4/9', '4/7', '7/2', '5', '8'] -> (4/9 * (5 + (8 / (4/7 / 7/2))))
[79720] ['1/7', '3/4', '5/6', '4', '7'] -> (((3/4 * 4) - 1/7) / (5/6 / 7))
[79721] ['2/7', '5/9', '3/4', '2', '4'] -> ((4 + (2 / (2/7 * 3/4))) / 5/9)
[79722] ['1', '8/5', '9/4', '7/3', '7'] -> ((7 / ((1 + 8/5) - 7/3)) - 9/4)
[79723] ['3/7', '5/7', '5/7', '1', '6'] -> ((6 * (3/7 + 5/7)) / (1 - 5/7))
[79724] ['3/7', '8/9', '1', '8/3', '5'] -> (((5 - 1) / (3/7 / 8/3)) - 8/9)
[79725] ['1', '8/5', '9/4', '5/2', '7'] -> (5/2 * ((8/5 * 9/4) - (1 - 7)))
[79726] ['2/7', '5/9', '4/5', '2', '4'] -> ((4/5 - 2) + (4 / (2/7 * 5/9)))
[79727] ['1/8', '1/6', '8/9', '5', '7'] -> ((5 / 1/8) / (7 - (8/9 / 1/6)))
[79728] ['1', '1', '9/8', '3/2', '5/3'] -> (1 / ((1 - 9/8) - (3/2 - 5/3)))
[79729] ['5/7', '5/6', '1', '3/2', '2'] -> (2 / (5/6 * (3/2 - (1 / 5/7))))
[79730] ['1/6', '1', '7/6', '9/4', '7'] -> ((1 + 7) * (9/4 * (1/6 + 7/6)))
[79731] ['8/9', '8/9', '9/7', '6', '6'] -> (((8/9 / 9/7) * (6 * 6)) - 8/9)
[79732] ['2/7', '5/9', '5/6', '2', '4'] -> ((2 + (4 / 2/7)) / (5/9 / 5/6))
[79733] ['1/7', '3/4', '6/5', '4', '7'] -> ((6/5 * 7) * ((3/4 * 4) - 1/7))
[79734] ['1', '1', '9/8', '3/2', '9/5'] -> (1 / ((1 / 3/2) - (9/8 / 9/5)))
[79735] ['1/6', '1', '6/5', '6/5', '7'] -> ((7 - (1 + 6/5)) / (1/6 * 6/5))
[79736] ['1/8', '1/6', '9/7', '5', '7'] -> (((5 / (1/6 * 7)) - 9/7) / 1/8)
[79737] ['1', '8/5', '9/4', '9/2', '7'] -> (8/5 * (1 + (7 / (9/4 / 9/2))))
[79738] ['3/7', '1', '9/8', '9/8', '5'] -> ((9/8 + 9/8) * ((5 / 3/7) - 1))
[79739] ['3/4', '8/7', '7/5', '9', '9'] -> (7/5 * ((9 + 9) - (3/4 * 8/7)))
[79740] ['3/7', '5/7', '1', '9/8', '6'] -> (6 / (9/8 - (1 / (3/7 + 5/7))))
[79741] ['1/7', '3/4', '7/5', '4', '7'] -> ((7/5 + 7) * ((3/4 * 4) - 1/7))
[79742] ['5/7', '5/6', '1', '7/4', '2'] -> (1 / ((7/4 / (5/7 / 5/6)) - 2))
[79743] ['1/9', '1/7', '1/5', '6', '9'] -> ((6 / (1/5 - 1/7)) - (9 / 1/9))
[79744] ['3/4', '8/7', '8/5', '9', '9'] -> (8/5 * (((9 + 9) / 8/7) - 3/4))
[79745] ['8/9', '8/9', '7/3', '6', '6'] -> (((8/9 * 7/3) * (6 + 6)) - 8/9)
[79746] ['1', '8/5', '7/3', '7/2', '7'] -> (7 + ((1 + 7/3) * (8/5 + 7/2)))
[79747] ['1/9', '1/7', '2/9', '6', '9'] -> ((6 / 1/7) - (9 / (1/9 / 2/9)))
[79748] ['2/7', '5/9', '9/8', '2', '4'] -> (4 / ((5/9 / 2/7) - (2 / 9/8)))
[79749] ['3/7', '5/7', '1', '7/5', '6'] -> ((1 + 7/5) * (6 / (3/7 / 5/7)))
[79750] ['8/9', '8/9', '7/2', '6', '6'] -> ((8/9 * 6) + (6 * (8/9 * 7/2)))
[79751] ['5/9', '9/7', '7/4', '2', '2'] -> (2 / (2 - (5/9 + (7/4 / 9/7))))
[79752] ['1/7', '1', '4/3', '8/5', '3'] -> (((3 / 1/7) - 1) / (4/3 / 8/5))
[79753] ['1', '8/5', '5/2', '8/3', '7'] -> (8/3 * ((1 / 5/2) + (8/5 + 7)))
[79754] ['8/9', '8/9', '9/2', '6', '6'] -> (6 / ((8/9 / 8/9) - (9/2 / 6)))
[79755] ['1/6', '1', '6/5', '9/4', '7'] -> ((7 / ((1 / 9/4) - 1/6)) - 6/5)
[79756] ['3/7', '3/4', '3/4', '1', '6'] -> ((6 / 3/7) / ((1 / 3/4) - 3/4))
[79757] ['1/9', '1/7', '2/5', '6', '9'] -> ((6 / (1/7 * 2/5)) - (9 / 1/9))
[79758] ['1', '8/5', '7/2', '7/2', '7'] -> (8/5 * ((1 + 7/2) + (7/2 + 7)))
[79759] ['1/7', '7/9', '4/5', '4', '7'] -> ((4/5 * (7/9 + 7)) * (4 - 1/7))
[79760] ['1/7', '1', '4/3', '3', '7/2'] -> (7/2 * ((3 * (1 + 4/3)) - 1/7))
[79761] ['2/7', '5/9', '6/5', '2', '4'] -> ((2 + (4 / 2/7)) / (5/9 * 6/5))
[79762] ['1/4', '2/5', '8/7', '4', '4'] -> ((4 / 2/5) + (4 / (1/4 * 8/7)))
[79763] ['1/9', '1/7', '4/9', '6', '9'] -> (((9 + (4/9 - 6)) / 1/7) - 1/9)
[79764] ['3/4', '8/7', '5/2', '9', '9'] -> (8/7 * ((9 / (3/4 / 5/2)) - 9))
[79765] ['1', '5/3', '5/3', '5/3', '7'] -> ((7 * (5/3 + 5/3)) - (1 - 5/3))
[79766] ['8/9', '9/8', '9/7', '6', '6'] -> (((6 * 6) / (9/8 * 9/7)) - 8/9)
[79767] ['3/4', '8/7', '8/3', '9', '9'] -> ((8/3 - 8/7) * (9 + (3/4 * 9)))
[79768] ['1/7', '7/9', '6/7', '4', '7'] -> ((7/9 * 4) * (7 - (1/7 - 6/7)))
[79769] ['5/9', '9/7', '2', '2', '8/3'] -> (8/3 / ((5/9 - 2) + (2 / 9/7)))
[79770] ['5/7', '6/7', '8/9', '1', '2'] -> (((2 / (1 - 8/9)) - 6/7) / 5/7)
[79771] ['1/9', '2/7', '5/8', '2', '2'] -> ((2 / (1/9 * 2/7)) / (5/8 + 2))
[79772] ['1', '5/3', '5/3', '9/4', '7'] -> ((5/3 * 9/4) * (7 - (1 / 5/3)))
[79773] ['1/7', '7/9', '7/8', '4', '7'] -> ((4 - 1/7) * (7 * (7/9 / 7/8)))
[79774] ['3/4', '7/6', '6/5', '9', '9'] -> (((7/6 * 9) + (9 / 6/5)) / 3/4)
[79775] ['3/7', '3/4', '1', '6/5', '6'] -> ((1 + (6 / 3/7)) / (3/4 / 6/5))
[79776] ['5/7', '6/7', '1', '9/8', '2'] -> (1 / (2 - (9/8 + (5/7 / 6/7))))
[79777] ['1/8', '1/5', '7/9', '5', '7'] -> ((7 / (1/5 - 1/8)) / (7/9 * 5))
[79778] ['1/4', '2/5', '7/4', '4', '4'] -> (4 + ((1/4 + 7/4) / (2/5 / 4)))
[79779] ['1/7', '1', '7/5', '7/3', '3'] -> (3 / ((1 / (7/5 + 7/3)) - 1/7))
[79780] ['1/9', '2/7', '5/7', '2', '2'] -> (((2 / (5/7 - 2/7)) - 2) / 1/9)
[79781] ['3/7', '1', '9/8', '7/4', '5'] -> (5 / ((1 / (3/7 * 7/4)) - 9/8))
[79782] ['1', '5/3', '5/3', '5/2', '7'] -> ((5/2 * ((5/3 * 7) - 5/3)) - 1)
[79783] ['3/4', '7/6', '7/5', '9', '9'] -> ((9 + (9 / 7/5)) / (3/4 / 7/6))
[79784] ['5/7', '6/7', '1', '7/6', '2'] -> ((6/7 + 2) / (5/7 * (7/6 - 1)))
[79785] ['5/7', '6/7', '1', '6/5', '2'] -> ((6/7 + 2) / ((1 / 6/5) - 5/7))
[79786] ['1/7', '1', '7/5', '8/3', '3'] -> (3 / (((1 / 7/5) / 8/3) - 1/7))
[79787] ['5/9', '4/3', '8/5', '2', '2'] -> (2 / ((5/9 / (8/5 - 4/3)) - 2))
[79788] ['1', '1', '9/8', '5/3', '7/2'] -> (1 / ((5/3 * (1 + 9/8)) - 7/2))
[79789] ['3/7', '3/4', '1', '5/3', '6'] -> ((5/3 + ((1 + 6) / 3/7)) / 3/4)
[79790] ['1/8', '1/5', '8/9', '5', '7'] -> ((8/9 * 5) * (7 - (1/5 / 1/8)))
[79791] ['1/9', '2/7', '7/9', '2', '2'] -> ((2 - 2/7) * (2 / (1/9 / 7/9)))
[79792] ['1/6', '1', '9/7', '7/5', '7'] -> ((9/7 - (1 / 7/5)) / (1/6 / 7))
[79793] ['1', '5/3', '7/4', '7/4', '7'] -> ((7/4 + (1 + 7/4)) * (7 - 5/3))
[79794] ['8/9', '8/7', '8/7', '6', '6'] -> ((6 * ((8/9 * 6) - 8/7)) - 8/7)
[79795] ['1/7', '7/9', '5/4', '4', '7'] -> ((4 - 1/7) / (5/4 / (7/9 + 7)))
[79796] ['1/7', '1', '7/5', '3', '7/2'] -> ((3 - 1/7) * (7/2 * (1 + 7/5)))
[79797] ['1', '5/3', '7/4', '9/5', '7'] -> (5/3 * ((7/4 * (9/5 + 7)) - 1))
[79798] ['5/9', '4/3', '9/5', '2', '2'] -> ((2 / (5/9 / 4/3)) / (2 - 9/5))
[79799] ['3/7', '1', '9/8', '5/2', '5'] -> (1 / ((5/2 / (3/7 * 5)) - 9/8))
[79800] ['2/7', '5/9', '9/5', '2', '4'] -> (4 * ((2 / 2/7) - (5/9 * 9/5)))
[79801] ['1/6', '1', '9/7', '8/5', '7'] -> (8/5 * ((1 / 1/6) + (9/7 * 7)))
[79802] ['1/4', '3/7', '5/9', '4', '4'] -> (4 / (3/7 * (1/4 + (5/9 / 4))))
[79803] ['3/7', '3/4', '1', '8/3', '6'] -> (6 / (3/4 * (8/3 - (1 / 3/7))))
[79804] ['1/7', '7/9', '7/5', '4', '7'] -> ((7/5 + 4) * (7 * (7/9 - 1/7)))
[79805] ['3/7', '1', '9/8', '8/3', '5'] -> (1 / (8/3 - (3/7 * (9/8 + 5))))
[79806] ['1/6', '1', '9/7', '5/3', '7'] -> ((5/3 - 1/6) * (7 * (1 + 9/7)))
[79807] ['3/4', '7/6', '8/3', '9', '9'] -> ((9 + 9) / (8/3 - (3/4 + 7/6)))
[79808] ['3/7', '3/4', '1', '9/2', '6'] -> ((3/4 + 9/2) * (6 - (3/7 + 1)))
[79809] ['1/9', '1/7', '7/8', '6', '9'] -> ((6 / (1/7 - 1/9)) / (7/8 * 9))
[79810] ['1/7', '1', '3/2', '9/4', '3'] -> (3/2 + (9/4 * (3 + (1 / 1/7))))
[79811] ['3/7', '1', '9/8', '7/2', '5'] -> (3/7 / (((5 - 1) / 7/2) - 9/8))
[79812] ['1/6', '1', '9/7', '7/4', '7'] -> (7/4 * ((9/7 / 1/6) - (1 - 7)))
[79813] ['1/7', '7/9', '3/2', '4', '7'] -> (4 / ((7/9 * 3/2) - (1/7 * 7)))
[79814] ['3/7', '7/9', '7/9', '1', '6'] -> ((7/9 + (1 / 3/7)) / (7/9 / 6))
[79815] ['1/8', '1/5', '9/4', '5', '7'] -> ((9/4 / 1/8) + (7 - (1/5 * 5)))
[79816] ['1', '1', '9/8', '7/4', '5/2'] -> (1 / ((7/4 / (5/2 - 1)) - 9/8))
[79817] ['1/4', '3/7', '5/8', '4', '4'] -> ((4 / 4) / (5/8 - (1/4 / 3/7)))
[79818] ['1', '5/3', '9/5', '7/3', '7'] -> (7 * ((1 / 7/3) + (5/3 * 9/5)))
[79819] ['5/7', '6/7', '1', '2', '5/2'] -> (6/7 / (((5/2 - 1) / 2) - 5/7))
[79820] ['3/7', '1', '9/8', '9/2', '5'] -> (1 / (((5 - 9/2) / 3/7) - 9/8))
[79821] ['8/9', '8/7', '7/5', '6', '6'] -> (8/7 + ((8/9 / 7/5) * (6 * 6)))
[79822] ['1/8', '1/5', '7/2', '5', '7'] -> (((1/5 * 5) + (7 / 7/2)) / 1/8)
[79823] ['5/9', '7/5', '8/5', '2', '2'] -> ((2 / 5/9) / (7/5 - (2 / 8/5)))
[79824] ['1', '1', '9/8', '7/4', '7/2'] -> ((1 + (7/2 / 7/4)) / (9/8 - 1))
[79825] ['1/4', '3/7', '7/9', '4', '4'] -> (4 / (1/4 - ((3/7 * 7/9) / 4)))
[79826] ['3/7', '1', '8/7', '5/4', '5'] -> ((3/7 * (1 + 5)) / (5/4 - 8/7))
[79827] ['5/9', '7/5', '5/3', '2', '2'] -> (2 / ((5/9 / (5/3 - 7/5)) - 2))
[79828] ['1', '5/3', '9/4', '5/2', '7'] -> (((5/2 * 7) / (5/3 - 1)) - 9/4)
[79829] ['5/7', '7/8', '7/8', '1', '2'] -> ((5/7 + (2 / 7/8)) / (1 - 7/8))
[79830] ['1/4', '3/7', '4/5', '4', '4'] -> ((4 / (4/5 * (3/7 - 1/4))) - 4)
[79831] ['1/9', '2/7', '9/7', '2', '2'] -> ((2 - 2/7) * (2 / (1/9 * 9/7)))
[79832] ['3/4', '6/5', '7/2', '9', '9'] -> ((9 * (3/4 + (7/2 / 6/5))) - 9)
[79833] ['3/7', '7/9', '1', '9/8', '6'] -> ((6 + (1 / 3/7)) / (9/8 - 7/9))
[79834] ['1/6', '1', '4/3', '9/5', '7'] -> ((4/3 * 7) / ((1 / 9/5) - 1/6))
[79835] ['1/7', '7/9', '5/2', '4', '7'] -> ((4 / 7/9) / ((5/2 / 7) - 1/7))
[79836] ['1/9', '2/7', '4/3', '2', '2'] -> ((2 - 2/7) * (2 + (4/3 / 1/9)))
[79837] ['1/7', '1', '8/5', '7/3', '3'] -> (3 / (((1 / 8/5) / 7/3) - 1/7))
[79838] ['1/4', '3/7', '8/9', '4', '4'] -> (((4 / 3/7) - 4) / (1/4 * 8/9))
[79839] ['5/7', '7/8', '1', '9/8', '2'] -> ((5/7 + (2 / 7/8)) / (9/8 - 1))
[79840] ['3/7', '7/9', '1', '7/6', '6'] -> ((1 + (7/6 * 6)) / (3/7 * 7/9))
[79841] ['8/9', '8/7', '7/4', '6', '6'] -> (7/4 * (6 + (6 / (8/9 / 8/7))))
[79842] ['1/6', '1', '7/5', '3/2', '7'] -> ((1 + (7 / 7/5)) / (1/6 * 3/2))
[79843] ['1/4', '3/7', '9/8', '4', '4'] -> (((4 / 3/7) - 4) / (1/4 / 9/8))
[79844] ['1/8', '2/9', '3/7', '5', '7'] -> ((5 / 7) / (1/8 - (2/9 * 3/7)))
[79845] ['1/7', '1', '8/5', '3', '7/2'] -> (3 / ((1 / 8/5) - (1/7 * 7/2)))
[79846] ['2/7', '4/7', '8/9', '2', '4'] -> ((2 + 4) / (4/7 - (2/7 / 8/9)))
[79847] ['5/9', '7/5', '2', '2', '5/2'] -> ((2 / 5/9) / (7/5 - (5/2 / 2)))
[79848] ['1/4', '3/7', '6/5', '4', '4'] -> (((4 / 3/7) - (4 / 6/5)) / 1/4)
[79849] ['1/7', '1', '8/5', '3', '9/2'] -> (3 / (9/2 - (1 / (1/7 * 8/5))))
[79850] ['1/8', '2/9', '5/9', '5', '7'] -> (7 / ((1/8 * 5) + (2/9 - 5/9)))
[79851] ['2/7', '4/7', '9/8', '2', '4'] -> ((2 + 4) / (4/7 - (2/7 * 9/8)))
[79852] ['1', '7/4', '7/4', '9/4', '7'] -> (7 * ((7/4 + 9/4) - (1 / 7/4)))
[79853] ['5/9', '7/5', '2', '2', '8/3'] -> (8/3 / (2 - (5/9 * (7/5 + 2))))
[79854] ['1/6', '1', '7/5', '9/4', '7'] -> ((7 / (1/6 * 7/5)) / (9/4 - 1))
[79855] ['3/7', '1', '7/6', '6/5', '5'] -> ((6/5 + (1 / 7/6)) / (3/7 / 5))
[79856] ['1', '7/4', '7/4', '7/3', '7'] -> ((7/4 * (1 + 7)) / (7/3 - 7/4))
[79857] ['5/7', '7/8', '1', '9/7', '2'] -> ((1 + 2) * (9/7 / (7/8 - 5/7)))
[79858] ['2/7', '4/7', '9/7', '2', '4'] -> (((4/7 + 9/7) / (2/7 / 4)) - 2)
[79859] ['3/7', '1', '7/6', '5/4', '5'] -> ((5 / 7/6) / ((3/7 + 1) - 5/4))
[79860] ['1', '7/4', '7/4', '5/2', '7'] -> (7 * (1 + ((7/4 + 5/2) / 7/4)))
[79861] ['1/8', '2/9', '3/5', '5', '7'] -> ((7 / (2/9 - 1/8)) / (3/5 * 5))
[79862] ['2/7', '4/7', '7/5', '2', '4'] -> ((4/7 + (4 / 7/5)) / (2/7 / 2))
[79863] ['1', '7/4', '7/4', '8/3', '7'] -> (8/3 * ((1 + 7) + (7/4 / 7/4)))
[79864] ['3/7', '7/9', '1', '8/5', '6'] -> ((8/5 / (3/7 * 7/9)) * (6 - 1))
[79865] ['3/7', '1', '7/6', '4/3', '5'] -> (4/3 / (((1 + 7/6) / 3/7) - 5))
[79866] ['1/8', '2/9', '5/8', '5', '7'] -> ((5/8 + (1/8 * 7)) + (5 / 2/9))
[79867] ['8/9', '8/7', '9/2', '6', '6'] -> (8/9 * ((6 / (8/7 / 6)) - 9/2))
[79868] ['1/4', '3/7', '5/3', '4', '4'] -> (4 / ((1/4 / 3/7) - (5/3 / 4)))
[79869] ['5/7', '7/8', '1', '5/3', '2'] -> (1 / ((5/3 / (5/7 / 7/8)) - 2))
[79870] ['1/9', '1/7', '5/2', '6', '9'] -> ((6 / (1/7 / 5/2)) - (9 / 1/9))
[79871] ['3/4', '9/7', '8/3', '9', '9'] -> (8/3 + ((9 + (9 / 9/7)) / 3/4))
[79872] ['5/9', '3/2', '7/4', '2', '2'] -> (2 / (7/4 - (2 * (5/9 * 3/2))))
[79873] ['1', '1', '9/8', '9/4', '9/2'] -> ((1 + (9/2 / 9/4)) / (9/8 - 1))
[79874] ['1', '7/4', '9/5', '9/4', '7'] -> ((1 + 7) * (7/4 + (9/4 / 9/5)))
[79875] ['3/7', '4/5', '4/5', '1', '6'] -> ((4/5 + 4/5) * (1 + (6 / 3/7)))
[79876] ['1', '7/4', '9/5', '7/3', '7'] -> ((7 * (1 + 7/3)) / (7/4 / 9/5))
[79877] ['1/6', '1', '8/5', '8/5', '7'] -> ((7 + (1 - 8/5)) / (1/6 * 8/5))
[79878] ['5/9', '3/2', '2', '2', '7/3'] -> ((2 * 7/3) / ((3/2 / 2) - 5/9))
[79879] ['1/7', '1', '7/4', '5/2', '3'] -> (((5/2 / 7/4) - (1 - 3)) / 1/7)
[79880] ['1/9', '1/6', '3/7', '6', '9'] -> (6 + (9 / (1/9 + (1/6 / 3/7))))
[79881] ['1', '1', '9/8', '7/3', '5/2'] -> (1 / ((1 - 9/8) - (7/3 - 5/2)))
[79882] ['3/7', '1', '7/6', '7/4', '5'] -> ((1 + 5) / (3/7 * (7/4 - 7/6)))
[79883] ['5/9', '3/2', '2', '2', '7/2'] -> ((2 / 3/2) / (2 - (5/9 * 7/2)))
[79884] ['1/4', '3/7', '7/2', '4', '4'] -> (4 + (7/2 * (4 + (3/7 / 1/4))))
[79885] ['8/9', '7/6', '8/5', '6', '6'] -> (((6 / (8/5 / 6)) - 7/6) / 8/9)
[79886] ['1/9', '1/6', '5/7', '6', '9'] -> ((9 / (1/9 + 1/6)) - (6 / 5/7))
[79887] ['1', '7/4', '9/5', '8/3', '7'] -> ((9/5 * 8/3) * (1 + (7 / 7/4)))
[79888] ['1/7', '1', '7/4', '3', '9/2'] -> (3 / ((9/2 * (1/7 * 7/4)) - 1))
[79889] ['1/7', '4/5', '4', '9/2', '7'] -> ((4 + (4/5 / 1/7)) * (7 - 9/2))
[79890] ['1/9', '1/3', '4/7', '2', '2'] -> ((1/3 + 2) * (2 / (1/9 / 4/7)))
[79891] ['8/9', '7/6', '5/3', '6', '6'] -> ((5/3 - 8/9) * (6 / (7/6 / 6)))
[79892] ['3/7', '1', '7/6', '5/2', '5'] -> (((5/2 * 5) / (3/7 * 7/6)) - 1)
[79893] ['1', '1', '9/8', '5/2', '8/3'] -> (1 / ((1 - 9/8) - (5/2 - 8/3)))
[79894] ['2/7', '3/5', '5/6', '2', '4'] -> (((4 / 2/7) - 2) / (3/5 * 5/6))
[79895] ['1/7', '5/6', '7/8', '4', '7'] -> (((4 / 1/7) - (7 / 7/8)) / 5/6)
[79896] ['1/9', '1/6', '6/7', '6', '9'] -> ((9 + (6 / 6/7)) / (1/9 / 1/6))
[79897] ['3/7', '1', '7/6', '8/3', '5'] -> (8/3 * ((5 / (3/7 * 7/6)) - 1))
[79898] ['3/4', '7/5', '7/3', '9', '9'] -> ((9 + (9 / 7/3)) / (3/4 / 7/5))
[79899] ['1/8', '2/9', '9/8', '5', '7'] -> ((9/8 / (1/8 / 2/9)) * (5 + 7))
[79900] ['1', '7/4', '9/4', '9/4', '7'] -> ((9/4 + (9/4 * 7)) / (7/4 - 1))
[79901] ['1/7', '1', '9/4', '5/2', '3'] -> (3 / ((9/4 / (1 - 1/7)) - 5/2))
[79902] ['3/7', '1', '6/5', '6/5', '5'] -> ((1 + 5) * (6/5 + (6/5 / 3/7)))
[79903] ['1/7', '5/6', '9/8', '4', '7'] -> (7 / (1/7 * (4 - (5/6 + 9/8))))
[79904] ['1', '1', '9/8', '8/3', '9/2'] -> (9/2 * ((1 / (9/8 - 1)) - 8/3))
[79905] ['2/7', '3/5', '8/9', '2', '4'] -> (((4 / (2/7 * 3/5)) - 2) / 8/9)
[79906] ['1/7', '1', '9/4', '3', '7/2'] -> (3 / ((7/2 * (1/7 * 9/4)) - 1))
[79908] ['3/7', '4/5', '1', '6/5', '6'] -> (((4/5 + 1) / (3/7 / 6)) - 6/5)
[79907] ['1/8', '2/9', '6/5', '5', '7'] -> (7 / ((1/8 / 5) + (2/9 * 6/5)))
[79909] ['2/7', '3/5', '9/8', '2', '4'] -> (9/8 * ((4 / (2/7 * 3/5)) - 2))
[79910] ['1/7', '5/6', '5/4', '4', '7'] -> ((5/6 * 7) * (4 + (1/7 / 5/4)))
[79911] ['5/9', '8/5', '2', '2', '7/3'] -> (2 / (7/3 - (2 / (5/9 * 8/5))))
[79912] ['1/9', '1/6', '9/7', '6', '9'] -> ((9 + (1/9 - 6)) / (1/6 / 9/7))
[79913] ['1/9', '1/6', '7/5', '6', '9'] -> ((9 / (1/9 + 1/6)) - (7/5 * 6))
[79914] ['5/7', '8/9', '1', '6/5', '2'] -> ((2 / (5/7 * (1 - 8/9))) - 6/5)
[79915] ['1/7', '5/6', '8/5', '4', '7'] -> (7 / (1/7 + (5/6 / (8/5 + 4))))
[79916] ['2/7', '3/5', '7/6', '2', '4'] -> ((4 + (2 / (3/5 * 7/6))) / 2/7)
[79917] ['5/9', '8/5', '2', '2', '7/2'] -> ((2 / 5/9) / ((7/2 / 2) - 8/5))
[79918] ['3/7', '4/5', '1', '4/3', '6'] -> (6 * ((1 / 3/7) + (4/3 / 4/5)))
[79919] ['8/9', '6/5', '5/4', '6', '6'] -> ((8/9 * 6) * (6 - (6/5 * 5/4)))
[79920] ['1/7', '1', '8/3', '3', '9/2'] -> (9/2 * (3 + (8/3 / (1/7 + 1))))
[79921] ['1', '1', '8/7', '8/7', '7/6'] -> ((8/7 / (1 + 1)) / (7/6 - 8/7))
[79922] ['3/7', '4/5', '1', '7/5', '6'] -> (6 / (1 - (7/5 * (3/7 / 4/5))))
[79923] ['1/4', '4/9', '5/4', '4', '4'] -> ((4 / (1/4 + 5/4)) / (4/9 / 4))
[79924] ['1/6', '1', '9/5', '9/4', '7'] -> (9/5 * ((9/4 * (7 - 1)) - 1/6))
[79925] ['1/9', '1/5', '2/7', '6', '9'] -> ((6 / (1/5 * 2/7)) - (9 / 1/9))
[79926] ['1/8', '2/9', '5/3', '5', '7'] -> ((5/3 / 5) * (7 / (2/9 - 1/8)))
[79927] ['3/7', '1', '6/5', '8/5', '5'] -> (8/5 * (1 + (5 / (3/7 / 6/5))))
[79928] ['3/7', '4/5', '1', '3/2', '6'] -> (6 / ((3/2 / (3/7 + 1)) - 4/5))
[79929] ['1/6', '1', '9/5', '7/3', '7'] -> ((7/3 + 7) / ((1 / 9/5) - 1/6))
[79930] ['5/7', '8/9', '1', '4/3', '2'] -> (8/9 / ((4/3 / (2 - 5/7)) - 1))
[79931] ['1/6', '1/6', '3/5', '1', '3'] -> ((3 / (1/6 * 3/5)) - (1 / 1/6))
[79932] ['3/7', '1', '6/5', '7/4', '5'] -> ((6/5 * 5) / (1 - (3/7 * 7/4)))
[79933] ['2/7', '3/5', '9/7', '2', '4'] -> (4 / ((9/7 / 2) - (2/7 / 3/5)))
[79934] ['1', '1', '8/7', '8/7', '9/7'] -> ((9/7 + (1 + 8/7)) / (8/7 - 1))
[79935] ['1/9', '1/5', '3/7', '6', '9'] -> (((6 / (1/9 + 1/5)) - 9) / 3/7)
[79936] ['3/7', '4/5', '1', '5/3', '6'] -> (6 / ((1 / 3/7) - (5/3 / 4/5)))
[79937] ['3/7', '1', '6/5', '9/4', '5'] -> (6/5 / ((9/4 / (3/7 * 5)) - 1))
[79938] ['1', '9/5', '9/4', '9/4', '7'] -> ((9/4 / 9/5) + (7 * (1 + 9/4)))
[79939] ['1/4', '4/9', '8/5', '4', '4'] -> ((8/5 - 1/4) * (4 * (4/9 + 4)))
[79940] ['1/8', '2/9', '7/3', '5', '7'] -> ((5 / 7) / (1/8 - (2/9 / 7/3)))
[79941] ['8/9', '6/5', '5/2', '6', '6'] -> ((8/9 * 5/2) * (6 - (6/5 - 6)))
[79942] ['1/6', '1/6', '1', '8/5', '3'] -> ((1 - 1/6) * (3 / (1/6 / 8/5)))
[79943] ['5/7', '8/9', '1', '5/3', '2'] -> (2 / ((5/3 / (5/7 + 1)) - 8/9))
[79944] ['1/9', '1/5', '5/8', '6', '9'] -> ((1/5 / 5/8) * ((9 / 1/9) - 6))
[79945] ['3/7', '1', '6/5', '8/3', '5'] -> ((8/3 * 5) * ((6/5 / 3/7) - 1))
[79946] ['1', '1', '8/7', '8/7', '8/5'] -> ((8/5 * (1 + 8/7)) / (8/7 - 1))
[79947] ['5/9', '7/4', '9/5', '2', '2'] -> (2 / ((7/4 - 5/9) - (2 / 9/5)))
[79948] ['2/7', '3/5', '2', '9/4', '4'] -> (9/4 * ((4 / 2/7) - (2 / 3/5)))
[79949] ['1/4', '4/9', '7/2', '4', '4'] -> ((4 / 4/9) + (4 * (1/4 + 7/2)))
[79950] ['3/7', '1', '6/5', '7/2', '5'] -> (6/5 * (1 + (7/2 * (3/7 + 5))))
[79951] ['1/9', '1/5', '5/7', '6', '9'] -> (((6 / (5/7 - 1/5)) - 9) / 1/9)
[79952] ['1/8', '2/9', '7/2', '5', '7'] -> ((7/2 / (2/9 - 1/8)) - (5 + 7))
[79953] ['5/9', '7/4', '2', '2', '9/4'] -> (2 / ((5/9 * 7/4) - (2 / 9/4)))
[79954] ['2/7', '3/5', '2', '7/3', '4'] -> (7/3 * (2/7 + ((2 + 4) / 3/5)))
[79955] ['1/8', '2/9', '9/2', '5', '7'] -> (((2/9 * 9/2) - (5 - 7)) / 1/8)
[79956] ['1/6', '1/5', '3/8', '1', '3'] -> (((3 / 1/5) - (1 / 1/6)) / 3/8)
[79957] ['1/4', '1/2', '5/7', '4', '4'] -> ((4 - 1/2) * (4 + (5/7 / 1/4)))
[79958] ['1', '1', '8/7', '8/7', '9/4'] -> (8/7 / (1 - ((1 + 8/7) / 9/4)))
[79959] ['3/4', '9/5', '7/2', '9', '9'] -> (9/5 * ((9 + 9) - (7/2 / 3/4)))
[79960] ['1/7', '7/8', '6/5', '4', '7'] -> (6/5 * ((4 / 1/7) - (7 / 7/8)))
[79961] ['8/9', '5/4', '9/7', '6', '6'] -> (6 * ((6 / (8/9 * 9/7)) - 5/4))
[79962] ['5/9', '7/4', '2', '2', '8/3'] -> ((2 + (7/4 * 8/3)) / (5/9 / 2))
[79963] ['1', '9/5', '7/3', '7/3', '7'] -> ((9/5 * 7) * (7/3 - (1 / 7/3)))
[79964] ['1/6', '1/5', '3/7', '1', '3'] -> ((3 - 1/5) / (1/6 / (3/7 + 1)))
