[89511] ['2/7', '1', '9/7', '7/4', '3'] -> 2/7 / ((9/7 + 7/4) / 3 - 1)
[93521] ['3/5', '4/3', '2', '9/4', '4'] -> 2 * 9/4 * (4 / 3/5 - 4/3)
[93522] ['1/4', '5/7', '3/2', '3', '9'] -> 3 + (9 + 3/2 / 1/4) / 5/7
[93523] ['1/7', '7/5', '5/3', '5', '6'] -> 7/5 * 6 * (5 / 5/3 - 1/7)
[93524] ['1/5', '1/3', '4/9', '8', '8'] -> 1/3 / 4/9 * (8 / 1/5 - 8)
[93525] ['1/8', '1/8', '7/4', '5', '9'] -> (9 - 7/4) / (1/8 + 1/8) - 5
[93526] ['4/9', '4/7', '7/6', '3', '8'] -> 8 / (7/6 * 4/9 * 4/7) - 3
[93527] ['2/3', '9/8', '3/2', '5', '9'] -> (5 + 9 / 3/2) / (9/8 - 2/3)
[93528] ['1/5', '3/8', '7/9', '1', '2'] -> (2 + 1 / 1/5) / (3/8 * 7/9)
[93529] ['4/5', '5/6', '1', '7/5', '5'] -> 4/5 * 5 / (5/6 * 7/5 - 1)
[93530] ['1/7', '7/5', '9/4', '5', '6'] -> 6 / (9/4 / 5 - 1/7 * 7/5)
[93531] ['1/4', '5/7', '7/3', '3', '9'] -> (5/7 * 3 + 9 / 7/3) / 1/4
[93532] ['2/3', '9/8', '5/3', '5', '9'] -> 9 / (9/8 * (2/3 - 5/3 / 5))
[93533] ['2/5', '5/8', '1', '4/3', '3'] -> 1 / (2/5 * (3 - 4/3) - 5/8)
[93534] ['1/7', '7/5', '7/3', '5', '6'] -> 6 + (1/7 + 7/5) * 7/3 * 5
[93535] ['3/5', '3/2', '7/4', '2', '4'] -> 4 * (3/2 / 3/5 + 7/4 * 2)
[93536] ['4/7', '9/7', '9/5', '4', '4'] -> 4 / (9/7 / 9/5 - 4/7) - 4
[93537] ['2/9', '2/9', '5/2', '6', '7'] -> (2/9 + 7) / 2/9 - (5/2 + 6)
[93538] ['4/5', '5/6', '1', '5/3', '5'] -> 4/5 * 5 / (5/6 + 1 - 5/3)
[93539] ['2/3', '9/8', '7/4', '5', '9'] -> 9 * (5 - 7/4 / (2/3 * 9/8))
[93540] ['1/5', '1/3', '3/4', '8', '8'] -> 8 / 3/4 + 8 / (1/5 / 1/3)
[93541] ['1/8', '1/7', '1/6', '5', '9'] -> (5 / 1/6 - 9) / (1/8 / 1/7)
[93542] ['1/7', '7/5', '8/3', '5', '6'] -> 7/5 * (1/7 + 5) * (6 - 8/3)
[93543] ['3/5', '3/2', '2', '7/2', '4'] -> (3/2 + 7/2) * 4 * 3/5 * 2
[93544] ['1/8', '1/7', '1/5', '5', '9'] -> 9 / (1/5 + 1/8 / 1/7 / 5)
[93545] ['2/3', '9/8', '7/2', '5', '9'] -> 9 / (9/8 * 5 - 7/2 / 2/3)
[93546] ['4/5', '5/6', '1', '7/3', '5'] -> 5 * (4/5 + (1 + 7/3) / 5/6)
[93547] ['1/4', '5/7', '3', '7/2', '9'] -> 9 / (7/2 * (1/4 + 5/7) - 3)
[93548] ['4/9', '4/7', '7/5', '3', '8'] -> (4/7 + 8) / (4/9 / 7/5) - 3
[93549] ['2/5', '5/8', '1', '7/3', '3'] -> (7/3 * 3 - 1) / (2/5 * 5/8)
[93550] ['1/9', '1/2', '5/4', '8', '9'] -> 9 / (1/9 * 1/2) / (8 - 5/4)
[93551] ['1/4', '5/7', '3', '9/2', '9'] -> 9 + 5/7 * (3 + 9/2 / 1/4)
[93552] ['2/3', '8/7', '6/5', '5', '9'] -> (2/3 + 6/5) * (9 - (8/7 - 5))
[93553] ['2/5', '5/8', '1', '5/2', '3'] -> (5/2 + 1 / 2/5) / (5/8 / 3)
[93554] ['1/5', '3/8', '1', '9/8', '2'] -> (2 + 9/8 / 3/8) / 1/5 - 1
[93555] ['4/7', '4/3', '8/5', '4', '4'] -> 4 / (4 / 8/5 - 4/3 / 4/7)
[93556] ['1/8', '5/7', '1', '3', '9/2'] -> 3 + 9/2 / (1/8 * (5/7 + 1))
[93557] ['2/7', '8/9', '7/2', '6', '9'] -> 7/2 * (8/9 + 6 - 2/7 / 9)
[93558] ['1/8', '1/7', '1/3', '5', '9'] -> 5 / (1/7 * (1/3 + 1/8 * 9))
[93559] ['1/9', '1/2', '8/5', '8', '9'] -> 8/5 * (8 / 1/2 - 1/9 * 9)
[93560] ['3/5', '5/3', '2', '9/4', '4'] -> 5/3 + 4 * (9/4 + 2 / 3/5)
[93561] ['2/7', '8/9', '9/2', '6', '9'] -> (9/2 + 6) * 9 * 2/7 * 8/9
[93562] ['1/5', '3/8', '1', '7/6', '2'] -> 1 / 1/5 / (7/6 / 2 - 3/8)
[93563] ['3/5', '5/3', '2', '7/3', '4'] -> 4 / (7/3 / 2 - 3/5 * 5/3)
[93564] ['2/9', '1/4', '3/7', '6', '7'] -> 7 * (1/4 * 6 + 3/7 / 2/9)
[93565] ['1/4', '7/9', '4/5', '3', '9'] -> 9 * (3 * 7/9 / 4/5 - 1/4)
[93566] ['4/9', '4/7', '9/4', '3', '8'] -> (8 / 4/9 - 3) / 4/7 - 9/4
[93567] ['2/5', '2/3', '3/4', '1', '3'] -> 1 / (2/3 - 3/4 / (2/5 * 3))
[93568] ['1/5', '3/8', '1', '9/7', '2'] -> (2 + 1 / 1/5) / (3/8 / 9/7)
[93569] ['2/7', '9/8', '9/8', '6', '9'] -> 9 / (2/7 * (9/8 + 9/8 / 6))
[93570] ['1/9', '1/2', '9/5', '8', '9'] -> (9 - 1/9) / (1/2 / 9/5) - 8
[93571] ['4/9', '4/7', '3', '7/2', '8'] -> 7/2 * 4/7 * 3 + 8 / 4/9
[93572] ['1/7', '3/2', '9/4', '5', '6'] -> 6 / ((9/4 - 3/2) / 1/7 - 5)
[93573] ['2/9', '1/4', '3/5', '6', '7'] -> 7 / (2/9 + 1/4 / 3/5 / 6)
[93574] ['2/3', '8/7', '9/5', '5', '9'] -> 8/7 * 5 * (2/3 * 9 - 9/5)
[93575] ['1/5', '3/8', '1', '4/3', '2'] -> 2 * (1 / (1/5 * 3/8) - 4/3)
[93576] ['1/7', '7/9', '6/7', '1', '1'] -> (6/7 + (1 + 1) / 7/9) / 1/7
[93577] ['2/5', '2/3', '4/5', '1', '3'] -> (1 + 3) / (2/3 - 2/5 / 4/5)
[93578] ['2/9', '1/4', '5/7', '6', '7'] -> 1/4 * 6 + 7 / (2/9 / 5/7)
[93579] ['2/3', '8/7', '5/2', '5', '9'] -> 8/7 * (5/2 + 5 + 9 / 2/3)
[93580] ['4/9', '3/5', '5/8', '3', '8'] -> 8 / 3 / (4/9 / 5/8 - 3/5)
[93581] ['1/8', '7/9', '5/6', '1', '3'] -> 1 / (3 * (5/6 - 7/9) - 1/8)
[93582] ['1/5', '1/3', '9/4', '8', '8'] -> 1/3 * 9/4 * (8 / 1/5 - 8)
[93583] ['1/5', '3/8', '1', '2', '9/4'] -> 2 / 1/5 / (1 / 3/8 - 9/4)
[93584] ['2/7', '9/8', '5/4', '6', '9'] -> 6 * (9/8 + 5/4 / 2/7) - 9
[93585] ['1/8', '1/7', '5/8', '5', '9'] -> 9 * (5 - 5/8 / (1/8 + 1/7))
[93586] ['1/8', '7/9', '7/8', '1', '3'] -> 3 * (7/8 / (1/8 * 7/9) - 1)
[93587] ['2/3', '8/7', '7/2', '5', '9'] -> 7/2 / (2/3 / 8/7) * (9 - 5)
[93588] ['1/7', '7/9', '8/9', '1', '1'] -> (1 + (8/9 + 1) / 7/9) / 1/7
[93589] ['4/5', '6/7', '1', '4/3', '5'] -> 4/5 * 5 / (4/3 - 1 / 6/7)
[93590] ['1/7', '8/5', '7/4', '5', '6'] -> 8/5 * (6 + 7/4 * (1/7 + 5))
[93591] ['4/9', '3/5', '5/7', '3', '8'] -> 8 / (3/5 - 4/9) / (5/7 * 3)
[93592] ['2/9', '1/4', '7/8', '6', '7'] -> 7 / (2/9 * 1/4) / (7/8 * 6)
[93593] ['1/8', '1/7', '3/4', '5', '9'] -> 9 / (1/8 - 5 + 3/4 / 1/7)
[93594] ['1/7', '7/9', '1', '1', '8/7'] -> (1 / 7/9 + 1 + 8/7) / 1/7
[93595] ['1/4', '7/9', '3/2', '3', '9'] -> (7/9 * 9 - 3) / (1/4 / 3/2)
[93596] ['4/5', '6/7', '1', '5/3', '5'] -> 5 / (5/3 - 1 / (4/5 * 6/7))
[93597] ['1/8', '1/7', '4/5', '5', '9'] -> 9 / 5 / (1/8 / 1/7 - 4/5)
[93598] ['1/9', '5/9', '9/7', '8', '9'] -> (1/9 + (8 + 9) / 9/7) / 5/9
[93599] ['2/9', '1/4', '6/5', '6', '7'] -> 7 / 2/9 - 6/5 * (1/4 + 6)
[93600] ['2/5', '2/3', '1', '7/6', '3'] -> 2/3 / (1 - 7/6 / (2/5 * 3))
[93601] ['3/5', '2', '7/3', '8/3', '4'] -> (7/3 + 8/3) * 4 * 3/5 * 2
[93602] ['1/7', '8/5', '7/2', '5', '6'] -> 7/2 * 5 * 6 * 1/7 * 8/5
[93603] ['2/9', '1/4', '7/5', '6', '7'] -> 1/4 * 6 + 7 / (2/9 * 7/5)
[93604] ['2/5', '2/3', '1', '6/5', '3'] -> 3 / (6/5 / (2/5 + 2/3) - 1)
[93605] ['2/3', '6/5', '7/5', '5', '9'] -> (5 / (7/5 - 6/5) - 9) / 2/3
[93606] ['2/5', '2/3', '1', '5/4', '3'] -> (1 + 3) / (2/3 - 2/5 * 5/4)
[93607] ['2/9', '1/4', '8/5', '6', '7'] -> 6 + 7 / (1/4 + 2/9 / 8/5)
[93608] ['1/5', '3/8', '4/7', '8', '8'] -> (4/7 + 8) * (3/8 * 8 - 1/5)
[93609] ['4/9', '3/5', '7/6', '3', '8'] -> (3 - 7/6) / (3/5 / 8) - 4/9
[93610] ['1/4', '7/9', '3', '9/2', '9'] -> 3 + 7/9 * (9 + 9/2 / 1/4)
[93611] ['1/7', '5/3', '7/4', '5', '6'] -> 5 + (1/7 + 5/3) * 7/4 * 6
[93612] ['1/7', '7/9', '1', '1', '3/2'] -> (1 + 1 / 7/9) / (1/7 / 3/2)
[93613] ['2/9', '1/4', '9/5', '6', '7'] -> (2/9 + 6 / 9/5) * (7 - 1/4)
[93614] ['1/8', '1/7', '6/5', '5', '9'] -> (9 - 6/5 / 1/7) / (1/8 / 5)
[93615] ['1/9', '4/7', '5/8', '8', '9'] -> (1/9 * 9 + 8 / 4/7) / 5/8
[93616] ['1/5', '3/8', '2/3', '8', '8'] -> 8 / (2/3 / 1/5 - 3/8 * 8)
[93617] ['1/4', '4/5', '6/7', '3', '9'] -> (9 / 6/7 - 3) / (1/4 / 4/5)
[93618] ['5/8', '5/8', '5/7', '2', '4'] -> (2 + 4) / (5/8 / 5/7 - 5/8)
[93619] ['4/9', '3/5', '9/7', '3', '8'] -> (3/5 + 3) * (4/9 + 8 / 9/7)
[93620] ['1/9', '4/7', '2/3', '8', '9'] -> 4/7 * 2/3 * (8 / 1/9 - 9)
[93621] ['1/8', '1/7', '5/4', '5', '9'] -> (5/4 + 9 / (1/7 + 5)) / 1/8
[93622] ['1/5', '3/8', '5/7', '8', '8'] -> 3/8 * (8 + 8 / (1/5 * 5/7))
[93623] ['1/5', '2/5', '3/4', '1', '2'] -> (1/5 + 1) / (2/5 * 2 - 3/4)
[93624] ['1/7', '5/3', '9/4', '5', '6'] -> 9/4 * (5/3 / 1/7 + 5 - 6)
[93625] ['2/9', '2/7', '2/5', '6', '7'] -> 6 / 2/5 + 7 / (2/9 / 2/7)
[93626] ['2/5', '2/3', '1', '9/4', '3'] -> 9/4 * (2/3 + (1 + 3) / 2/5)
[93627] ['1/8', '1/7', '4/3', '5', '9'] -> 5 / (4/3 / 1/7 - (1/8 + 9))
[93628] ['1/4', '4/5', '9/8', '3', '9'] -> 9 / (1/4 * 4/5) / (3 - 9/8)
[93629] ['1/5', '3/8', '7/9', '8', '8'] -> (8 / 1/5 - 8 / 3/8) / 7/9
[93630] ['1/7', '5/3', '7/3', '5', '6'] -> (5 - 5/3 / 7/3) / 1/7 - 6
[93631] ['2/5', '2/3', '1', '7/3', '3'] -> 2/3 + (1 + 3) / (2/5 / 7/3)
[93632] ['2/3', '5/4', '5/3', '5', '9'] -> (5 + 5/3 * 9) / (2/3 * 5/4)
[93633] ['1/4', '4/5', '7/6', '3', '9'] -> (7/6 * 9 - 3) / (1/4 / 4/5)
[93634] ['2/7', '7/6', '6/5', '6', '9'] -> 9 + 6 / (6/5 * 2/7 * 7/6)
[93635] ['4/7', '8/5', '4', '4', '9/2'] -> (4 - 4/7) * (9/2 + 4 / 8/5)
[93636] ['1/4', '4/5', '9/7', '3', '9'] -> 9 * (3 / (4/5 * 9/7) - 1/4)
[93637] ['1/9', '4/7', '5/6', '8', '9'] -> (8 / (4/7 / 5/6) - 9) / 1/9
[93638] ['4/7', '5/3', '5/3', '4', '4'] -> 4 * (4 / 4/7 - 5/3 / 5/3)
[93639] ['1/5', '3/8', '8/9', '8', '8'] -> 8 / 8/9 + 8 / (1/5 / 3/8)
[93640] ['5/8', '5/8', '9/8', '2', '4'] -> (2 + 5/8 + 9/8) / (5/8 / 4)
[93641] ['1/8', '1/7', '5/3', '5', '9'] -> 1/7 / (1/8 - 5/3 / (5 + 9))
[93642] ['2/9', '2/7', '5/8', '6', '7'] -> (6 + 7 / (2/9 / 2/7)) / 5/8
[93643] ['4/7', '5/3', '7/4', '4', '4'] -> 4 * 4 / (5/3 - 4/7 * 7/4)
[93644] ['2/5', '2/3', '1', '3', '9/2'] -> (1 / 2/5 + 3 * 9/2) / 2/3
[93645] ['4/9', '5/8', '5/7', '3', '8'] -> (3 + 8 / 4/9) / (5/8 / 5/7)
[93646] ['1/5', '2/5', '1', '5/4', '2'] -> (1 + 2 / 2/5) / (1/5 * 5/4)
[93647] ['2/5', '5/7', '3/4', '1', '3'] -> 2/5 * 3 / (3/4 / 5/7 - 1)
[93648] ['1/5', '3/8', '9/7', '8', '8'] -> 9/7 * (8 / 1/5 - 8 / 3/8)
[93649] ['1/7', '4/5', '6/7', '1', '1'] -> 6/7 / 1/7 / (1 / 4/5 - 1)
[93650] ['1/9', '4/7', '6/5', '8', '9'] -> (8 / (4/7 * 6/5) - 9) / 1/9
[93651] ['1/7', '9/5', '7/3', '5', '6'] -> 6 * (1/7 + 5 * 9/5 / 7/3)
[93652] ['1/8', '4/5', '1', '3/2', '3'] -> 3 / (3/2 - (1/8 + 1 / 4/5))
[93653] ['2/3', '9/7', '5/2', '5', '9'] -> 9/7 * (2/3 + 9 / (5/2 / 5))
[93654] ['2/7', '7/6', '9/5', '6', '9'] -> 6 * (9 / (7/6 * 9/5) - 2/7)
[93655] ['5/8', '5/8', '7/5', '2', '4'] -> (2 + 4) / (5/8 * 7/5 - 5/8)
[93656] ['1/8', '1/7', '9/2', '5', '9'] -> 9 / (1/8 / 1/7 + 9/2 - 5)
[93657] ['1/4', '5/6', '9/7', '3', '9'] -> 9 / 1/4 / (3 / 9/7 - 5/6)
[93658] ['4/5', '7/8', '1', '9/5', '5'] -> 9/5 * 5 / (1 / 4/5 - 7/8)
[93659] ['1/9', '4/7', '4/3', '8', '9'] -> ((8 - 4/3) / 4/7 - 9) / 1/9
[93660] ['2/3', '9/7', '8/3', '5', '9'] -> (8/3 - 2/3) * (5 + 9 / 9/7)
[93661] ['5/8', '5/8', '3/2', '2', '4'] -> (2 + 4) / (3/2 - (5/8 + 5/8))
[93662] ['4/5', '7/8', '1', '9/4', '5'] -> 9/4 / (7/8 - 4/5) - (1 + 5)
[93663] ['1/8', '4/5', '1', '7/3', '3'] -> 1 / (1/8 - 3 + 7/3 / 4/5)
[93664] ['4/7', '9/5', '9/5', '4', '4'] -> 4 * (4 / 4/7 - 9/5 / 9/5)
[93665] ['1/5', '2/5', '1', '7/4', '2'] -> 2 / (7/4 - 1 / (1/5 + 2/5))
[93666] ['4/9', '5/8', '7/6', '3', '8'] -> 8 / (7/6 - 3 * 4/9 * 5/8)
[93667] ['1/9', '4/7', '3/2', '8', '9'] -> 4/7 / 3/2 * (8 / 1/9 - 9)
[93668] ['1/7', '4/5', '1', '1', '8/7'] -> (1 + 1 + 8/7 / 4/5) / 1/7
[93669] ['4/5', '7/8', '1', '8/3', '5'] -> 5 / (8/3 * (7/8 - 4/5)) - 1
[93670] ['2/9', '2/7', '7/5', '6', '7'] -> (7 + 6 / 2/9) / 7/5 - 2/7
[93671] ['4/7', '9/5', '9/4', '4', '4'] -> (4/7 + 4) * (4 + 9/4 / 9/5)
[93672] ['5/8', '5/8', '9/5', '2', '4'] -> 4 * (9/5 + (5/8 + 2) / 5/8)
[93673] ['1/9', '4/7', '8/5', '8', '9'] -> 8/5 * (1/9 * 9 + 8 / 4/7)
[93674] ['2/9', '2/7', '8/5', '6', '7'] -> 8/5 * (6 + 7 / (2/9 / 2/7))
[93675] ['1/8', '1/6', '3/5', '5', '9'] -> 9 / (5 * 1/6 * 3/5 - 1/8)
[93676] ['1/4', '6/7', '8/9', '3', '9'] -> 3 / (1/4 * 8/9) + 9 / 6/7
[93677] ['1/8', '5/6', '8/9', '1', '3'] -> 1 / (3 * (8/9 - 5/6) - 1/8)
[93678] ['4/9', '5/8', '7/5', '3', '8'] -> (3 + 8 / 4/9) / (5/8 * 7/5)
[93679] ['2/3', '8/5', '9/4', '5', '9'] -> 2/3 * 9 + 5 * 8/5 * 9/4
[93680] ['4/7', '9/5', '8/3', '4', '4'] -> 8/3 / (4 - 4 / (4/7 * 9/5))
[93681] ['2/9', '2/7', '7/4', '6', '7'] -> 6 / 2/7 / (7/4 / 2/9 - 7)
[93682] ['1/5', '2/5', '3/7', '8', '8'] -> (8 + 2/5 * 8) / (1/5 / 3/7)
[93683] ['1/9', '4/7', '9/5', '8', '9'] -> (4/7 + 8) * (9/5 + 1/9 * 9)
[93684] ['2/3', '8/5', '7/2', '5', '9'] -> 8/5 * (9 / 2/3 - (7/2 - 5))
[93685] ['4/7', '9/4', '9/4', '4', '4'] -> 4 * (4 / 4/7 - 9/4 / 9/4)
[93686] ['1/5', '2/5', '5/9', '8', '8'] -> 5/9 * (2/5 * 8 + 8 / 1/5)
[93687] ['1/9', '4/7', '9/4', '8', '9'] -> 8 + 1/9 * 9/4 + 9 / 4/7
[93688] ['1/8', '1/6', '8/7', '5', '9'] -> 9 + 5 / (8/7 * (1/8 + 1/6))
[93689] ['4/9', '5/8', '3', '7/2', '8'] -> (7/2 + 8) / 4/9 - 5/8 * 3
[93690] ['2/7', '5/4', '7/5', '6', '9'] -> 6 + 9 / (7/5 * 2/7 * 5/4)
[93691] ['2/9', '2/7', '5/2', '6', '7'] -> 5/2 * 6 + 7 / (2/9 / 2/7)
[93692] ['1/8', '1/6', '6/5', '5', '9'] -> 9 / 5 / (1/6 * 6/5 - 1/8)
[93693] ['1/5', '2/5', '5/7', '8', '8'] -> (8 / 5/7 - 1/5 * 8) / 2/5
[93694] ['4/9', '5/8', '3', '9/2', '8'] -> 3 + 8 * (5/8 + 4/9 * 9/2)
[93695] ['1/7', '8/3', '7/2', '5', '6'] -> 5 + 6 * (8/3 + 1/7 * 7/2)
[93696] ['2/9', '2/7', '7/2', '6', '7'] -> 6 / 2/9 - 2/7 * (7/2 + 7)
[93697] ['1/5', '3/7', '3/5', '1', '2'] -> (1 + 3/5 / 3/7) / (1/5 / 2)
[93698] ['2/5', '5/7', '1', '8/5', '3'] -> 8/5 / (1 / (5/7 * 3) - 2/5)
[93699] ['5/7', '5/7', '5/7', '5', '9'] -> (5/7 + 5/7 / 5/7) * (5 + 9)
[93700] ['1/8', '1/6', '9/7', '5', '9'] -> 9/7 / (1/8 / 1/6) * (5 + 9)
[93701] ['2/9', '2/7', '9/2', '6', '7'] -> 9/2 * (6 - 2/9) - 2/7 * 7
[93702] ['4/5', '8/9', '1', '3/2', '5'] -> 5 * 4/5 / 3/2 / (1 - 8/9)
[93703] ['1/8', '6/7', '1', '5/4', '3'] -> 3 + (1 + 5/4) / (1/8 * 6/7)
[93704] ['1/7', '4/5', '1', '1', '9/5'] -> 9/5 / (1 / (1/7 + 1) - 4/5)
[93705] ['1/6', '1/6', '2/7', '5', '6'] -> 6 / (1/6 * 5 - 1/6 / 2/7)
[93706] ['5/8', '2/3', '7/5', '2', '4'] -> 2 * 4 / (7/5 - 2/3 / 5/8)
[93707] ['1/4', '6/7', '8/3', '3', '9'] -> 6/7 * (9 / 1/4 - 8/3 * 3)
[93708] ['1/7', '4/5', '1', '1', '9/4'] -> 1 / 4/5 + (1 + 9/4) / 1/7
[93709] ['1/5', '2/5', '6/7', '8', '8'] -> (8 + 8) / (1/5 + 2/5 / 6/7)
[93710] ['2/5', '5/7', '1', '9/5', '3'] -> (9/5 + 1 / 5/7) / (2/5 / 3)
[93711] ['5/8', '2/3', '9/5', '2', '4'] -> 4 / (2/3 / 5/8 - 9/5 / 2)
[93712] ['1/4', '7/8', '6/5', '3', '9'] -> 7/8 + (1/4 + 9) / (6/5 / 3)
[93713] ['2/9', '1/3', '5/7', '6', '7'] -> (1/3 / 7 - (5/7 - 6)) / 2/9
[93714] ['1/6', '1/6', '4/9', '5', '6'] -> (5 + 6 - (1/6 + 1/6)) / 4/9
[93715] ['1/9', '3/5', '3/4', '8', '9'] -> 9 + 8 / (3/4 * (1/9 + 3/5))
[93716] ['1/5', '2/5', '8/7', '8', '8'] -> 8 * (1/5 + 8 * 2/5 / 8/7)
[93717] ['2/5', '5/7', '1', '7/3', '3'] -> 7/3 * (1 + (5/7 + 3) / 2/5)
[93718] ['4/7', '4', '4', '9/2', '9/2'] -> 4 * (4 / 4/7 - 9/2 / 9/2)
[93719] ['1/4', '7/8', '7/5', '3', '9'] -> (9 - 3 / 7/5) / (1/4 / 7/8)
[93720] ['5/7', '5/7', '7/8', '5', '9'] -> 5 * 9 / (7/8 + 5/7 / 5/7)
[93721] ['2/9', '1/3', '4/5', '6', '7'] -> 7 / (2/9 + 1/3 / 4/5 / 6)
[93722] ['1/5', '3/7', '4/5', '1', '2'] -> 4/5 / (1 / 2 - 1/5 / 3/7)
[93723] ['3/5', '3/5', '3/5', '4', '4'] -> 4 * (4 + (3/5 + 3/5) / 3/5)
[93724] ['4/9', '2/3', '8/5', '3', '8'] -> 8/5 * (3 + 8 / (4/9 / 2/3))
[93725] ['1/4', '7/8', '5/3', '3', '9'] -> 9 / (3 * 1/4 * 5/3 - 7/8)
[93726] ['5/8', '5/7', '7/9', '2', '4'] -> 4 / (5/8 + 2) / (7/9 - 5/7)
[93727] ['2/9', '1/3', '7/8', '6', '7'] -> 1/3 / ((2/9 + 6) / 7 - 7/8)
[93728] ['1/5', '3/7', '5/6', '1', '2'] -> (2 + 1 / (3/7 * 5/6)) / 1/5
[93729] ['2/5', '5/7', '1', '8/3', '3'] -> 3 / (1 / (5/7 * 8/3) - 2/5)
[93730] ['4/5', '8/9', '1', '7/2', '5'] -> 5 * (4/5 + 8/9 * (1 + 7/2))
[93731] ['1/8', '1/5', '3/7', '5', '9'] -> 9 / 3/7 / (1/5 * 5 - 1/8)
[93732] ['4/9', '2/3', '9/5', '3', '8'] -> 9/5 * (4/9 * 3 + 8 / 2/3)
[93733] ['1/8', '6/7', '1', '5/2', '3'] -> 1 / (1/8 - 3 + 5/2 / 6/7)
[93734] ['1/4', '7/8', '9/5', '3', '9'] -> 9 / (7/8 - 1/4) / (9/5 / 3)
[93735] ['5/8', '5/7', '4/5', '2', '4'] -> 2 / (4/5 * (5/7 - 5/8)) - 4
[93736] ['1/8', '1/5', '4/9', '5', '9'] -> (4/9 * 9 - 1/5 * 5) / 1/8
[93737] ['5/7', '5/7', '8/7', '5', '9'] -> (8/7 + 9 + 5 / 5/7) / 5/7
[93738] ['2/7', '4/3', '5/2', '6', '9'] -> 2/7 * 9 * (6 + 4/3 * 5/2)
[93739] ['1/5', '3/7', '7/8', '1', '2'] -> (2 / 1/5 - 1) / (3/7 * 7/8)
[93740] ['1/5', '3/7', '3/7', '8', '8'] -> 8 * (8 - 3/7 / (1/5 * 3/7))
[93741] ['2/5', '5/7', '1', '3', '9/2'] -> 3 * (9/2 + 1 / (2/5 * 5/7))
[93742] ['1/6', '1/6', '8/7', '5', '6'] -> 8/7 * (6 + 5 / (1/6 + 1/6))
[93743] ['3/5', '3/5', '6/7', '4', '4'] -> 4 / (3/5 / 3/5 - 6/7) - 4
[93744] ['1/8', '1/5', '5/9', '5', '9'] -> 1/5 + 5 / 1/8 - 9 / 5/9
[93745] ['5/7', '5/7', '6/5', '5', '9'] -> 6/5 * (5/7 + 5/7) * (5 + 9)
[93746] ['1/8', '6/7', '1', '3', '7/2'] -> (6/7 + 3) / (1 / 7/2 - 1/8)
[93747] ['1/7', '5/6', '6/7', '1', '1'] -> (1 + 6/7 + 1) / (1/7 * 5/6)
[93748] ['1/9', '3/5', '8/7', '8', '9'] -> (8 / (3/5 * 8/7) - 9) / 1/9
[93749] ['5/8', '5/7', '6/7', '2', '4'] -> (5/7 + 4) / (5/8 - 6/7 / 2)
[93750] ['4/9', '5/7', '5/6', '3', '8'] -> 3 + 5/6 * 8 / (4/9 * 5/7)
[93751] ['5/7', '5/7', '5/4', '5', '9'] -> (5 + 5/4 * (5/7 + 9)) / 5/7
[93752] ['1/8', '1/5', '4/7', '5', '9'] -> 9 / (1/8 / 5 + 1/5 / 4/7)
[93753] ['2/9', '1/3', '5/4', '6', '7'] -> 7 / (2/9 + 1/3 * 5/4 / 6)
[93754] ['1/7', '5/6', '8/9', '1', '1'] -> 1 / 1/7 / (1 / 8/9 - 5/6)
[93755] ['1/8', '6/7', '1', '3', '9/2'] -> 9/2 / (1 / 3 - 1/8 / 6/7)
[93756] ['1/4', '8/9', '9/7', '3', '9'] -> 8/9 * 9/7 * (9 + 3 / 1/4)
[93757] ['1/9', '3/5', '7/6', '8', '9'] -> (3/5 + 9) * (7/6 / 1/9 - 8)
[93758] ['2/7', '7/5', '5/3', '6', '9'] -> 6 / (2/7 / 7/5) - 9 / 5/3
[93759] ['3/5', '3/5', '9/8', '4', '4'] -> 3/5 / ((3/5 + 4) / 4 - 9/8)
[93760] ['2/5', '3/4', '5/6', '1', '3'] -> 3 / 5/6 / (2/5 + 3/4 - 1)
[93761] ['1/7', '5/6', '1', '1', '7/6'] -> (1 + 1 / 1/7) / (7/6 - 5/6)
[93762] ['4/5', '1', '9/8', '3/2', '5'] -> 5 * (4/5 + 1) / (3/2 - 9/8)
[93763] ['1/8', '1/5', '5/7', '5', '9'] -> (9 + 1/5 - 5) / (1/8 / 5/7)
[93764] ['1/5', '3/7', '1', '8/7', '2'] -> (2 / 1/5 - 1) / (3/7 / 8/7)
[93765] ['5/7', '5/7', '7/5', '5', '9'] -> (5/7 + 5/7 * 7/5) * (5 + 9)
[93766] ['2/7', '7/5', '9/4', '6', '9'] -> 9 / (6 - 9/4 / (2/7 * 7/5))
[93767] ['5/8', '5/7', '9/8', '2', '4'] -> (2 + 4) / (9/8 - 5/8 / 5/7)
[93768] ['1/9', '3/5', '9/7', '8', '9'] -> (8 / (9/7 - 3/5) - 9) / 1/9
[93769] ['1/5', '3/7', '3/5', '8', '8'] -> 8 * (1/5 * 8 + 3/5 / 3/7)
[93770] ['2/5', '3/4', '7/8', '1', '3'] -> 3 / (3/4 - 7/8 / (2/5 + 1))
[93771] ['5/7', '5/7', '7/4', '5', '9'] -> 7/4 * (5/7 + 9) + 5 / 5/7
[93772] ['2/7', '7/5', '7/3', '6', '9'] -> 7/5 * (6 / 2/7 - 9 / 7/3)
[93773] ['1/5', '3/7', '5/8', '8', '8'] -> 3/7 * (8 / (1/5 * 5/8) - 8)
[93774] ['1/7', '5/6', '1', '1', '9/7'] -> 1 / (1 / (9/7 - 1/7) - 5/6)
