[53704] ['1/8', '2/5', '7/4', '8', '8'] -> (8 / (1/8 + (7/4 / (2/5 + 8))))
[60949] ['1/9', '7/4', '9/4', '7', '7'] -> ((7 / (1/9 * 9/4)) - (7 / 7/4))
[60950] ['2/9', '2', '2', '7/3', '7/3'] -> ((7/3 - (2 - 7/3)) / (2/9 / 2))
[60951] ['3/7', '1', '8/5', '8/3', '7'] -> ((1 + (3/7 * 8/3)) * (8/5 * 7))
[60952] ['3/8', '1', '7/6', '5/3', '9'] -> ((3/8 / (7/6 - 1)) * (5/3 + 9))
[60953] ['1/9', '7/4', '7/3', '7', '7'] -> ((7 + (7/3 / 1/9)) - (7 / 7/4))
[60954] ['2/9', '5/6', '6/7', '2', '5'] -> ((5 / 2/9) - (5/6 - (2 / 6/7)))
[60955] ['3/7', '1', '8/5', '7/2', '7'] -> ((8/5 * (3/7 + 1)) * (7/2 + 7))
[60956] ['2/7', '1/3', '7/5', '4', '9'] -> ((1/3 + 9) * ((4 / 7/5) - 2/7))
[60957] ['7/5', '7/5', '7/3', '7', '7'] -> ((7 + (7/5 / 7/5)) / (7/3 / 7))
[60958] ['1/9', '7/4', '5/2', '7', '7'] -> ((7 / 1/9) / (7 - (7/4 * 5/2)))
[60959] ['3/8', '1', '7/6', '7/4', '9'] -> (9 * ((7/6 * 7/4) - (3/8 - 1)))
[60960] ['2/9', '4/7', '9/8', '5', '8'] -> ((4/7 * 8) * (5 + (2/9 * 9/8)))
[60961] ['3/7', '1', '8/5', '9/2', '7'] -> (3/7 / ((9/2 / 7) - (1 / 8/5)))
[60962] ['1/3', '7/9', '1', '7/6', '2'] -> ((1/3 + 1) / (2 - (7/9 + 7/6)))
[60963] ['3/5', '1', '8/7', '9/5', '6'] -> ((1 + 6) * (9/5 / (3/5 / 8/7)))
[60964] ['9/8', '7/6', '9/4', '4', '7'] -> (((9/8 * 4) * (7 - 7/6)) - 9/4)
[60965] ['2/9', '2', '2', '5/2', '5/2'] -> ((2 * (2 + (5/2 / 2/9))) - 5/2)
[60966] ['3/5', '9/7', '7/5', '4', '8'] -> (8 * (9/7 + (4 * (3/5 / 7/5))))
[60967] ['5/6', '7/4', '8/3', '5', '5'] -> ((8/3 * (7/4 + 5)) + (5 / 5/6))
[60968] ['2/7', '1/3', '5/3', '4', '9'] -> ((1/3 + 9) / (5/3 / (2/7 + 4)))
[60969] ['3/5', '9/7', '3/2', '4', '8'] -> (9/7 * ((3/2 * 8) + (4 / 3/5)))
[60970] ['1/9', '7/4', '7/2', '7', '7'] -> ((7 + 7) / (1/9 * (7/4 + 7/2)))
[60971] ['7/5', '7/5', '8/3', '7', '7'] -> ((7 - (7/5 - 7)) / (7/5 / 8/3))
[60972] ['2/7', '9/4', '9/4', '6', '6'] -> ((((9/4 * 6) - 6) / 2/7) - 9/4)
[60973] ['1/9', '2/5', '1', '5/4', '6'] -> (6 + ((1 / 5/4) / (1/9 * 2/5)))
[60974] ['1/9', '7/4', '9/2', '7', '7'] -> ((7/4 * (7 + 7)) - (1/9 * 9/2))
[60975] ['1/3', '3/8', '7/4', '9', '9'] -> ((7/4 / (3/8 - 1/3)) - (9 + 9))
[60976] ['5/6', '9/5', '8/3', '5', '5'] -> (5 / ((5 / (9/5 * 8/3)) - 5/6))
[60977] ['3/5', '1', '8/7', '7/3', '6'] -> ((8/7 * 7/3) * ((6 / 3/5) - 1))
[60978] ['3/8', '1', '7/6', '7/2', '9'] -> (1 / (3/8 - (7/2 / (7/6 * 9))))
[60979] ['2/9', '2', '2', '7/2', '7/2'] -> ((2 * ((7/2 / 2/9) - 2)) - 7/2)
[60980] ['3/7', '1', '5/3', '5/2', '7'] -> ((1 / 3/7) + (5/2 * (5/3 + 7)))
[60981] ['3/5', '1', '8/7', '5/2', '6'] -> (6 / (3/5 - ((1 / 8/7) / 5/2)))
[60982] ['2/9', '4/7', '6/5', '5', '8'] -> (4/7 * ((6/5 * 5) + (8 / 2/9)))
[60983] ['5/6', '9/4', '9/4', '5', '5'] -> ((5 - (9/4 / 9/4)) / (5/6 / 5))
[60984] ['2/9', '2', '2', '7/2', '9/2'] -> ((2 + (7/2 / 2)) + (9/2 / 2/9))
[60985] ['1/3', '7/9', '1', '8/5', '2'] -> (1/3 / ((1 / 2) - (7/9 / 8/5)))
[60986] ['9/8', '6/5', '4/3', '4', '7'] -> ((7 / (6/5 * (4/3 - 9/8))) - 4)
[60987] ['2/9', '2', '2', '9/2', '9/2'] -> ((2 - 2/9) * (9/2 + (2 * 9/2)))
[60988] ['3/5', '1', '8/7', '8/3', '6'] -> (6 * ((1 / 3/5) + (8/3 / 8/7)))
[60989] ['1/9', '2/5', '1', '5/3', '6'] -> ((6 - (1 - 5/3)) / (1/9 / 2/5))
[60990] ['2/9', '5/6', '7/5', '2', '5'] -> (((7/5 * 5) - (5/6 * 2)) / 2/9)
[60991] ['1/9', '9/5', '7/3', '7', '7'] -> (7 + (9/5 * (7 + (1/9 + 7/3))))
[60992] ['1/3', '7/9', '1', '7/4', '2'] -> ((1/3 * 2) / ((7/9 + 1) - 7/4))
[60993] ['5/6', '7/3', '7/3', '5', '5'] -> ((5 - (7/3 / 7/3)) / (5/6 / 5))
[60994] ['3/5', '1', '8/7', '7/2', '6'] -> (8/7 / ((6 / 7/2) - (1 / 3/5)))
[60995] ['2/9', '4/7', '9/7', '5', '8'] -> (8 * (5 - (4/7 / (2/9 * 9/7))))
[60996] ['2/7', '5/2', '5/2', '6', '6'] -> (6 / ((5/2 / 2/7) - (5/2 + 6)))
[60997] ['1/3', '2/5', '5/9', '9', '9'] -> ((9 / 5/9) + (9 - (2/5 / 1/3)))
[60998] ['2/9', '4/7', '4/3', '5', '8'] -> (((4/3 / 4/7) - (5 - 8)) / 2/9)
[60999] ['7/5', '3/2', '9/4', '7', '7'] -> (3/2 + ((7 + 7) / (7/5 / 9/4)))
[61000] ['1/4', '1/4', '3/7', '2', '2'] -> (2 / ((1/4 / 3/7) - (1/4 * 2)))
[61001] ['9/8', '6/5', '9/5', '4', '7'] -> ((4 + 7) / (9/8 - (6/5 / 9/5)))
[61002] ['5/6', '7/2', '7/2', '5', '5'] -> ((5 - (7/2 / 7/2)) / (5/6 / 5))
[61003] ['3/5', '1', '7/6', '7/6', '6'] -> (6 * ((1 / 3/5) + (7/6 + 7/6)))
[61004] ['3/5', '9/7', '8/3', '4', '8'] -> ((4 / (3/5 / 8/3)) + (8 / 9/7))
[61005] ['1/3', '7/9', '1', '2', '7/2'] -> (((7/2 / (7/9 / 2)) - 1) / 1/3)
[61006] ['6/7', '6/7', '6/7', '5', '5'] -> (((5 * (6/7 * 5)) - 6/7) / 6/7)
[61007] ['1/9', '9/4', '9/4', '7', '7'] -> (((9/4 + 9/4) * (7 - 1/9)) - 7)
[61008] ['3/5', '9/7', '7/2', '4', '8'] -> (3/5 * (4 + (8 * (9/7 * 7/2))))
[61009] ['3/7', '1', '7/4', '5/2', '7'] -> (7 / (7/4 * (5/2 - (1 / 3/7))))
[61010] ['6/7', '6/7', '7/8', '5', '5'] -> (6/7 / ((6/7 * (7/8 + 5)) - 5))
[61011] ['9/8', '6/5', '5/2', '4', '7'] -> (7 / ((9/8 + 5/2) - (4 / 6/5)))
[61012] ['1/9', '9/4', '5/2', '7', '7'] -> ((5/2 / (1/9 * 9/4)) + (7 + 7))
[61013] ['1/4', '1/4', '4/7', '2', '2'] -> (((2 / 4/7) - 2) / (1/4 * 1/4))
[61014] ['2/9', '6/7', '7/6', '2', '5'] -> ((5 - (6/7 / 2)) / (2/9 / 7/6))
[61015] ['6/7', '6/7', '8/9', '5', '5'] -> (6/7 / ((5 / 5) - (6/7 / 8/9)))
[61016] ['2/7', '3/8', '7/9', '4', '9'] -> (((4 / (2/7 * 7/9)) - 9) / 3/8)
[61017] ['3/8', '1', '5/4', '9/7', '9'] -> ((9/7 + 9) * ((5/4 / 3/8) - 1))
[61018] ['3/5', '1', '7/6', '3/2', '6'] -> ((7/6 + 3/2) * ((6 / 3/5) - 1))
[61019] ['7/5', '8/5', '8/5', '7', '7'] -> (8/5 * (7 + (7 / (7/5 / 8/5))))
[61020] ['1/3', '4/5', '7/8', '1', '2'] -> (1 / (7/8 - (2 * (1/3 / 4/5))))
[61021] ['6/7', '6/7', '9/8', '5', '5'] -> (6/7 / ((5 / 5) - (6/7 * 9/8)))
[61022] ['2/7', '3/8', '4/5', '4', '9'] -> (4/5 * ((9 / 2/7) - (3/8 * 4)))
[61023] ['1/3', '1/3', '3/8', '6', '6'] -> ((6 / (1/3 * 1/3)) / (3/8 * 6))
[61024] ['1/9', '3/7', '3/5', '1', '6'] -> (6 * (1/9 + (1 / (3/7 * 3/5))))
[61025] ['3/8', '1', '5/4', '7/4', '9'] -> (1 / (3/8 - ((5/4 + 7/4) / 9)))
[61026] ['1/3', '2/5', '7/8', '9', '9'] -> ((9 / 9) / (7/8 - (1/3 / 2/5)))
[61027] ['2/9', '4/7', '7/4', '5', '8'] -> (4/7 + ((5 + (8 / 2/9)) / 7/4))
[61028] ['1/3', '1/3', '3/7', '6', '6'] -> ((6 / (1/3 * 3/7)) - (6 / 1/3))
[61029] ['1/4', '1/4', '4/5', '2', '2'] -> (4/5 * ((2 / (1/4 * 1/4)) - 2))
[61030] ['1/3', '4/5', '1', '9/8', '2'] -> (1/3 / (9/8 - (2 / (4/5 + 1))))
[61031] ['7/5', '8/5', '9/4', '7', '7'] -> (8/5 + ((7/5 + (7 * 7)) / 9/4))
[61032] ['1/9', '3/7', '5/8', '1', '6'] -> (((1 / (1/9 * 3/7)) - 6) / 5/8)
[61033] ['6/7', '6/7', '5/4', '5', '5'] -> ((5 + (6/7 / 6/7)) / (5/4 / 5))
[61034] ['3/5', '1', '7/6', '7/4', '6'] -> ((6 / 3/5) / ((1 + 7/6) - 7/4))
[61035] ['1/3', '1/3', '4/7', '6', '6'] -> ((4/7 * 6) * (6 + (1/3 / 1/3)))
[61036] ['2/7', '3/8', '8/9', '4', '9'] -> ((3/8 * 9) * (4 + (8/9 / 2/7)))
[61037] ['1/4', '1/4', '6/7', '2', '2'] -> ((2 / 2) / ((1/4 / 6/7) - 1/4))
[61038] ['2/9', '4/7', '9/5', '5', '8'] -> ((4/7 * 5) * (8 + (2/9 * 9/5)))
[61039] ['1/9', '3/7', '2/3', '1', '6'] -> (6 * (1/9 + ((2/3 + 1) / 3/7)))
[61040] ['6/7', '6/7', '9/7', '5', '5'] -> (6/7 * ((5 * (6/7 + 5)) - 9/7))
[61041] ['3/5', '1', '7/6', '9/4', '6'] -> (9/4 * ((6 / (3/5 / 7/6)) - 1))
[61042] ['3/7', '1', '9/5', '9/2', '7'] -> ((1 - (3/7 / 9/5)) * (9/2 * 7))
[61043] ['9/8', '5/4', '8/5', '4', '7'] -> ((4 / (9/8 / 5/4)) * (7 - 8/5))
[61044] ['7/5', '8/5', '7/2', '7', '7'] -> ((8/5 - 7) + (7/2 * (7/5 + 7)))
[61045] ['2/7', '3/8', '7/6', '4', '9'] -> (9 * ((4 / 7/6) - (2/7 / 3/8)))
[61046] ['2/9', '4/7', '9/4', '5', '8'] -> ((5 / (2/9 * 9/4)) + (8 / 4/7))
[61047] ['3/7', '1', '9/4', '9/4', '7'] -> ((1 + 7) * ((9/4 / 3/7) - 9/4))
[61048] ['3/5', '1', '7/6', '8/3', '6'] -> (6 / ((7/6 / (1 - 3/5)) - 8/3))
[61049] ['3/8', '1', '9/7', '8/5', '9'] -> ((9/7 * 8/5) * (9 + (1 / 3/8)))
[61050] ['1/3', '1/3', '7/8', '6', '6'] -> ((6 / 6) / (1/3 - (1/3 * 7/8)))
[61051] ['1/3', '2/5', '7/6', '9', '9'] -> (9 + (9 / (2/5 * (1/3 + 7/6))))
[61052] ['2/7', '3/8', '5/4', '4', '9'] -> (((9 / 2/7) - (3/8 * 4)) / 5/4)
[61053] ['6/7', '6/7', '8/5', '5', '5'] -> (5 * ((6/7 * (8/5 + 5)) - 6/7))
[61054] ['1/3', '1/3', '9/8', '6', '6'] -> ((6 / 6) / ((1/3 * 9/8) - 1/3))
[61055] ['1/9', '3/7', '5/6', '1', '6'] -> (((5/6 * 6) - (1 / 3/7)) / 1/9)
[61056] ['1/3', '2/5', '9/7', '9', '9'] -> ((2/5 * 9) * ((9 / 9/7) - 1/3))
[61057] ['6/7', '6/7', '5/3', '5', '5'] -> (5 * ((6/7 / 5/3) + (6/7 * 5)))
[61058] ['9/8', '9/7', '7/5', '4', '7'] -> ((7/5 + 7) * (4 - (9/7 / 9/8)))
[61059] ['3/5', '7/4', '7/2', '4', '8'] -> ((3/5 * 4) * (8 + (7/2 / 7/4)))
[61060] ['3/7', '1', '9/4', '7/2', '7'] -> ((7 / 7/2) / ((1 / 3/7) - 9/4))
[61061] ['2/9', '4/7', '8/3', '5', '8'] -> ((8/3 / (2/9 * 4/7)) - (5 - 8))
[61062] ['1/3', '1/3', '8/7', '6', '6'] -> ((6 / 6) / (1/3 - (1/3 / 8/7)))
[61063] ['1/8', '1/8', '1/7', '7', '7'] -> ((7 - (1/7 * 7)) / (1/8 + 1/8))
[61064] ['1/3', '4/5', '1', '9/5', '2'] -> ((4/5 / 1/3) / (1 - (9/5 / 2)))
[61065] ['6/7', '6/7', '7/4', '5', '5'] -> ((5 * (6/7 * 5)) / (7/4 - 6/7))
[61066] ['3/5', '7/4', '4', '9/2', '8'] -> (((8 / 3/5) - 4) / (7/4 / 9/2))
[61067] ['3/8', '1', '9/7', '7/3', '9'] -> (1 / (3/8 - ((9/7 * 7/3) / 9)))
[61068] ['3/7', '1', '7/3', '7/3', '7'] -> ((7 * (7/3 + (3/7 + 1))) - 7/3)
[61069] ['2/9', '4/7', '9/2', '5', '8'] -> (4/7 * (5 + (9/2 * (2/9 + 8))))
[61070] ['1/8', '1/8', '1/6', '7', '7'] -> ((7 / (1/8 + 1/8)) / (1/6 * 7))
[61071] ['6/7', '6/7', '9/4', '5', '5'] -> ((5 - (6/7 - 5)) / (6/7 / 9/4))
[61072] ['9/8', '9/7', '5/3', '4', '7'] -> ((4 + (9/7 * 7)) / (5/3 - 9/8))
[61073] ['2/9', '6/7', '2', '5/2', '5'] -> (((2 - 5/2) + (5 / 6/7)) / 2/9)
[61074] ['1/9', '3/7', '1', '5/4', '6'] -> ((1 / 3/7) / ((5/4 / 6) - 1/9))
[61075] ['1/3', '1/3', '7/2', '6', '6'] -> ((6 * 6) / (1/3 + (1/3 * 7/2)))
[61076] ['1/4', '1/4', '2', '2', '7/3'] -> (2 / ((1/4 * 7/3) - (1/4 * 2)))
[61077] ['3/7', '1', '7/3', '7/2', '7'] -> ((1 + 7/2) * (7/3 + (3/7 * 7)))
[61078] ['9/8', '9/7', '9/5', '4', '7'] -> (9/7 / ((9/8 / 9/5) - (4 / 7)))
[61079] ['6/7', '6/7', '5/2', '5', '5'] -> ((5/2 * (5 + 5)) - (6/7 / 6/7))
[61080] ['2/9', '6/7', '2', '9/2', '5'] -> ((5 / (2/9 * 6/7)) - (9/2 / 2))
[61081] ['1/3', '4/5', '1', '2', '7/2'] -> (2 / ((1 / 4/5) - (1/3 * 7/2)))
[61082] ['3/7', '1', '8/3', '9/2', '7'] -> ((8/3 * 9/2) * ((3/7 * 7) - 1))
[61083] ['1/3', '3/7', '4/9', '9', '9'] -> (4/9 * ((9 / (1/3 * 3/7)) - 9))
[61084] ['6/7', '6/7', '8/3', '5', '5'] -> (8/3 * ((5 + 5) - (6/7 / 6/7)))
[61085] ['3/8', '1', '4/3', '7/5', '9'] -> ((1 + 9) * ((7/5 / 3/8) - 4/3))
[61086] ['1/9', '3/7', '1', '8/5', '6'] -> (8/5 * ((1 / (1/9 * 3/7)) - 6))
[61087] ['3/5', '1', '9/7', '9/7', '6'] -> ((1 + 6) * (9/7 + (9/7 / 3/5)))
[61088] ['7/5', '7/4', '8/3', '7', '7'] -> (8/3 * ((7 / 7/5) + (7 / 7/4)))
[61089] ['2/9', '3/5', '3/4', '5', '8'] -> ((8 / (2/9 / 3/4)) - (3/5 * 5))
[61090] ['6/7', '6/7', '7/2', '5', '5'] -> (6/7 * ((6/7 * 7/2) + (5 * 5)))
[61091] ['1/3', '3/8', '4/7', '6', '6'] -> (4/7 * ((6 / (1/3 * 3/8)) - 6))
[61092] ['1/3', '3/7', '5/9', '9', '9'] -> ((5/9 + (1/3 / 3/7)) * (9 + 9))
[61093] ['2/9', '7/8', '9/8', '2', '5'] -> (((5 + (7/8 / 9/8)) / 2/9) - 2)
[61094] ['9/8', '4/3', '8/5', '4', '7'] -> ((9/8 * 8/5) * (4 + (4/3 * 7)))
[61095] ['1/4', '2/7', '4/9', '2', '2'] -> (4/9 * ((2 / (2/7 - 1/4)) - 2))
[61096] ['3/5', '1', '9/7', '7/5', '6'] -> (6 * (1 + (7/5 / (3/5 / 9/7))))
[61097] ['4/9', '4/9', '4/7', '1', '7'] -> ((1 + 7) / ((4/9 / 4/7) - 4/9))
[61098] ['6/7', '7/8', '7/8', '5', '5'] -> ((7/8 / (7/8 - 6/7)) - (5 * 5))
[61099] ['5/8', '5/8', '6/7', '4', '8'] -> ((6/7 * 4) * (8 - (5/8 / 5/8)))
[61100] ['9/8', '4/3', '9/5', '4', '7'] -> (7 / ((9/8 / 9/5) - (4/3 / 4)))
[61101] ['4/9', '4/9', '3/5', '1', '7'] -> ((7 / (4/9 * 3/5)) - (1 / 4/9))
[61102] ['5/8', '5/8', '8/9', '4', '8'] -> ((8/9 * 4) * (8 - (5/8 + 5/8)))
[61103] ['1/3', '3/7', '3/4', '9', '9'] -> (((9 / 3/7) - (1/3 * 9)) / 3/4)
[61104] ['3/5', '1', '9/7', '8/5', '6'] -> ((1 + 6) * (8/5 / (3/5 / 9/7)))
[61105] ['3/8', '1', '7/5', '3/2', '9'] -> (3/2 + ((3/8 + 9) * (1 + 7/5)))
[61106] ['2/9', '7/8', '6/5', '2', '5'] -> ((5 / (2/9 / 6/5)) / (2 - 7/8))
[61107] ['1/8', '1/8', '2/3', '7', '7'] -> ((7 / 7) / (1/8 - (1/8 * 2/3)))
[61108] ['1/3', '3/7', '4/5', '9', '9'] -> (((9 / (4/5 - 1/3)) - 9) / 3/7)
[61109] ['5/8', '5/8', '8/7', '4', '8'] -> (4 * ((8 / 8/7) - (5/8 / 5/8)))
[61110] ['7/5', '9/5', '8/3', '7', '7'] -> (8/3 * ((7/5 / 7) + (9/5 + 7)))
[61111] ['2/9', '7/8', '5/4', '2', '5'] -> ((7/8 + (5/4 / 2)) + (5 / 2/9))
[61112] ['1/8', '1/8', '5/7', '7', '7'] -> ((5/7 + (1/8 / 1/8)) * (7 + 7))
[61113] ['9/8', '7/5', '5/3', '4', '7'] -> ((4 + 7) / (5/3 * (7/5 - 9/8)))
[61114] ['5/8', '5/8', '6/5', '4', '8'] -> ((4 / ((5/8 * 6/5) - 5/8)) - 8)
[61115] ['3/5', '1', '9/7', '7/4', '6'] -> (7/4 * ((6 / (1 - 3/5)) - 9/7))
[61116] ['1/4', '2/7', '7/9', '2', '2'] -> (2 / (7/9 * (1/4 - (2/7 / 2))))
[61117] ['1/3', '3/7', '8/9', '9', '9'] -> (9 + (9 * (8/9 + (1/3 / 3/7))))
[61118] ['2/7', '2/5', '3/4', '4', '9'] -> ((9 / 2/7) - (4 / (2/5 / 3/4)))
[61119] ['2/9', '3/5', '7/6', '5', '8'] -> (8 * ((5 / (2/9 + 7/6)) - 3/5))
[61120] ['5/8', '5/8', '9/7', '4', '8'] -> ((8 / (9/7 - (5/8 / 5/8))) - 4)
[61121] ['6/7', '7/8', '6/5', '5', '5'] -> ((7/8 * 5) * (6/5 + (6/7 * 5)))
[61122] ['1/3', '3/8', '8/5', '6', '6'] -> ((6 / (8/5 * (1/3 * 3/8))) - 6)
[61123] ['3/8', '1', '7/5', '9/5', '9'] -> (9 / ((9/5 / (1 + 7/5)) - 3/8))
[61124] ['3/5', '1', '9/7', '9/4', '6'] -> ((6 / (1 - (3/5 * 9/7))) - 9/4)
[61125] ['1/4', '2/7', '4/5', '2', '2'] -> (4/5 * (2 + (2 / (1/4 * 2/7))))
[61126] ['1/3', '3/7', '9/8', '9', '9'] -> (9 / ((1/3 * 9) - (9/8 / 3/7)))
[61127] ['4/9', '4/9', '5/6', '1', '7'] -> (7 / ((1 / (4/9 + 4/9)) - 5/6))
[61128] ['2/9', '3/5', '6/5', '5', '8'] -> (8 * (2/9 + (5 / (3/5 + 6/5))))
[61129] ['5/8', '5/8', '7/3', '4', '8'] -> ((4 * 8) / (7/3 - (5/8 / 5/8)))
[61130] ['1/3', '3/8', '9/5', '6', '6'] -> (((6 / 9/5) - (1/3 - 6)) / 3/8)
[61131] ['3/5', '1', '9/7', '5/2', '6'] -> (5/2 * (3/5 + (9/7 * (1 + 6))))
[61132] ['1/8', '1/8', '5/6', '7', '7'] -> ((7 + 7) / (5/6 - (1/8 + 1/8)))
[61133] ['9/8', '7/5', '7/3', '4', '7'] -> ((9/8 * 4) * (7 - (7/3 / 7/5)))
[61134] ['2/7', '2/5', '4/5', '4', '9'] -> ((((4 / 2/7) - 4/5) / 2/5) - 9)
[61135] ['1/9', '4/9', '7/8', '1', '6'] -> ((1 + 6) / (7/8 * (4/9 - 1/9)))
[61136] ['7/5', '9/4', '8/3', '7', '7'] -> ((7 + 7) / (7/5 * (8/3 - 9/4)))
[61137] ['1/8', '1/8', '6/7', '7', '7'] -> (6/7 / ((1/8 / 7) + (1/8 / 7)))
[61138] ['1/3', '2/5', '3/7', '6', '6'] -> ((6 + (6 / 3/7)) / (1/3 / 2/5))
[61139] ['1/8', '1/8', '7/8', '7', '7'] -> (((7 / (1/8 + 1/8)) - 7) / 7/8)
[61140] ['9/8', '7/5', '8/3', '4', '7'] -> (7 / (7/5 * (4 - (9/8 + 8/3))))
[61141] ['2/7', '2/5', '6/7', '4', '9'] -> (4 + ((2/7 + (6/7 * 9)) / 2/5))
[61142] ['1/3', '3/7', '7/5', '9', '9'] -> (((9 / (1/3 * 7/5)) - 9) / 3/7)
[61143] ['1/4', '2/7', '6/5', '2', '2'] -> (((2 / 2/7) - 2) / (1/4 / 6/5))
[61144] ['1/9', '4/9', '1', '9/7', '6'] -> (4/9 / (((1 / 9/7) / 6) - 1/9))
[61145] ['7/5', '9/4', '9/2', '7', '7'] -> ((7 + (7 / 7/5)) / (9/4 / 9/2))
[61146] ['6/7', '7/8', '8/5', '5', '5'] -> (((5 / 7/8) - 8/5) / (6/7 / 5))
[61147] ['4/9', '4/9', '1', '8/7', '7'] -> (((4/9 + 8/7) / (4/9 / 7)) - 1)
[61148] ['2/9', '7/8', '2', '9/4', '5'] -> (5 / ((2/9 + 7/8) - (2 / 9/4)))
[61149] ['2/9', '3/5', '7/4', '5', '8'] -> ((3/5 * 5) / (8 - (7/4 / 2/9)))
[61150] ['2/7', '2/5', '7/8', '4', '9'] -> (9 / (2/5 * (4 - (7/8 / 2/7))))
[61151] ['1/8', '1/8', '9/8', '7', '7'] -> ((7 + 7) + ((1/8 + 9/8) / 1/8))
[61152] ['1/9', '4/9', '1', '7/5', '6'] -> ((1 + 7/5) * (6 + (4/9 / 1/9)))
[61153] ['1/8', '1/8', '8/7', '7', '7'] -> (8/7 * ((7 / (1/8 + 1/8)) - 7))
[61154] ['9/8', '3/2', '8/5', '4', '7'] -> (8/5 * ((9/8 * 4) + (3/2 * 7)))
[61155] ['3/5', '1', '4/3', '9/4', '6'] -> (6 * ((9/4 / (3/5 / 4/3)) - 1))
[61156] ['2/9', '7/8', '2', '5/2', '5'] -> ((2 / 2/9) / (7/8 - (5/2 / 5)))
[61157] ['1/9', '4/9', '1', '9/5', '6'] -> (4/9 / (1/9 - ((1 / 9/5) / 6)))
[61158] ['1/3', '2/5', '7/9', '6', '6'] -> ((6 * (6 - (7/9 / 2/5))) - 1/3)
[61159] ['6/7', '7/8', '9/5', '5', '5'] -> ((9/5 / (6/7 * 7/8)) * (5 + 5))
[61160] ['1/8', '1/8', '7/6', '7', '7'] -> ((7 / 1/8) / ((7/6 / 1/8) - 7))
[61161] ['3/5', '1', '4/3', '7/3', '6'] -> ((4/3 * (1 + 7/3)) * (6 - 3/5))
[61162] ['1/4', '2/7', '8/5', '2', '2'] -> (8/5 * ((2 / 1/4) + (2 / 2/7)))
[61163] ['3/8', '1', '8/5', '7/2', '9'] -> ((7/2 - 1) * (9 + (3/8 * 8/5)))
[61164] ['1/3', '3/7', '9/4', '9', '9'] -> (((9 / (1/3 * 3/7)) - 9) / 9/4)
[61165] ['6/7', '7/8', '9/4', '5', '5'] -> ((9/4 / 7/8) + (5 * (6/7 * 5)))
[61166] ['1/3', '2/5', '6/7', '6', '6'] -> (((6 / 2/5) - (6 / 6/7)) / 1/3)
[61167] ['7/5', '5/2', '8/3', '7', '7'] -> (8/3 * (7 + (7 / (7/5 * 5/2))))
[61168] ['3/5', '1', '4/3', '5/2', '6'] -> (5/2 * ((3/5 + 1) + (4/3 * 6)))
[61169] ['1/4', '2/7', '5/3', '2', '2'] -> (2 / ((2 * (1/4 / 2/7)) - 5/3))
[61170] ['1/3', '3/7', '5/2', '9', '9'] -> ((1/3 + 3/7) * (9 + (5/2 * 9)))
[61171] ['2/9', '5/8', '5/8', '5', '8'] -> (8 / (2/9 + (5/8 / (5/8 + 5))))
[61172] ['1/3', '2/5', '7/8', '6', '6'] -> ((6 / 6) / (7/8 - (1/3 / 2/5)))
[61173] ['3/5', '1', '4/3', '8/3', '6'] -> (8/3 * ((1 / 3/5) + (4/3 + 6)))
[61174] ['6/7', '7/8', '7/3', '5', '5'] -> ((5 / (7/8 - 6/7)) / (7/3 * 5))
[61175] ['7/5', '8/3', '8/3', '7', '7'] -> (((7 + 7) / (7/5 / 8/3)) - 8/3)
[61176] ['2/7', '2/5', '7/6', '4', '9'] -> (4 + ((2/7 + (9 / 7/6)) / 2/5))
[61177] ['9/8', '8/5', '9/4', '4', '7'] -> (8/5 * (7 + (4 / (9/8 / 9/4))))
[61178] ['1/3', '3/7', '9/2', '9', '9'] -> ((1/3 + 3/7) * ((9/2 * 9) - 9))
[61179] ['5/8', '5/7', '3/4', '4', '8'] -> ((4 / ((5/8 / 5/7) - 3/4)) - 8)
[61180] ['6/7', '7/8', '5/2', '5', '5'] -> (5/2 / ((5 / (6/7 / 7/8)) - 5))
[61181] ['1/8', '1/8', '4/3', '7', '7'] -> ((7 / 7) / ((1/8 * 4/3) - 1/8))
[61182] ['9/8', '8/5', '7/3', '4', '7'] -> ((9/8 * 8/5) * (7 + (7/3 + 4)))
[61183] ['1/3', '4/9', '4/7', '9', '9'] -> ((9 / 4/7) + (9 - (1/3 / 4/9)))
[61184] ['2/7', '2/5', '5/4', '4', '9'] -> ((2/7 * (5/4 + 4)) + (9 / 2/5))
[61185] ['4/9', '4/9', '1', '5/3', '7'] -> ((7 / (4/9 / 5/3)) - (1 / 4/9))
[61186] ['5/8', '5/7', '5/6', '4', '8'] -> (8 / (5/8 - (5/6 / (5/7 * 4))))
[61187] ['4/9', '4/9', '1', '7/4', '7'] -> ((1 + 7) / ((4/9 * 7/4) - 4/9))
[61188] ['3/8', '1', '5/3', '5/2', '9'] -> ((5/2 * (5/3 + 9)) - (1 / 3/8))
[61189] ['1/3', '6/7', '1', '9/5', '2'] -> ((1 + 9/5) / (1/3 / (6/7 + 2)))
[61190] ['1/8', '1/8', '3/2', '7', '7'] -> ((7 / 7) / (1/8 - (1/8 / 3/2)))
[61191] ['7/5', '9/2', '9/2', '7', '7'] -> (9/2 * (9/2 + (7 / (7/5 + 7))))
[61192] ['1/3', '4/9', '5/7', '9', '9'] -> (9 + ((1/3 + 9) / (4/9 / 5/7)))
[61193] ['6/7', '8/9', '8/9', '5', '5'] -> (8/9 / ((8/9 / 6/7) - (5 / 5)))
